name,TGID,pos,skin,fam,variant,hairfam,appearance
Tom Holmoe,15,S,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1r1', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jerry Doerger,32,C,0,1,b,2,"['Head1b', 'Eyes1c', 'Hair2i', 'Beard2g', 'Eyebrows2a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
John Frank,15,TE,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1o', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Mike Wilson,15,WR,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1p', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
John Taylor,15,WR,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1g', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Derrick Crawford,15,WR,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1r2', 'Beard1c', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Ray Wersching,15,K,0,4,c,1,"['Head4c', 'Eyes1d', 'Hair1s', 'Beard1f1', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Jeff Stover,15,DE,0,1,b,5,"['Head1b', 'Eyes1c', 'Hair5g', 'Beard5f2', 'Eyebrows5a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Leonard Marshall,16,DE,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1g', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Rob Monaco,32,C,0,1,b,3,"['Head1b', 'Eyes1c', 'Hair3h', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Milt McColl,15,OLB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1h', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Charles Haley,15,OLB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1h', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bruce Collie,15,OT,1,4,b,1,"['Head4b', 'Eyes1c', 'Hair1h', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Steve Wallace,15,OT,0,1,b,3,"['Head1b', 'Eyes1b', 'Hair3g', 'Beard3f1', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Ron Ferrari,15,MLB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1i', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Riki Ellison,15,MLB,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1b', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Max Runager,15,P,0,2,c,2,"['Head2c', 'Eyes1d', 'Hair2i', 'Beard2g', 'Eyebrows2b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Ed Berry,20,CB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1o', 'Beard1d', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Joe Montana,15,QB,0,3,c,1,"['Head3c', 'Eyes1a', 'Hair1d', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Russell Carter,18,CB,1,5,a,1,"['Head5a', 'Eyes1c', 'Hair1h', 'Beard1f2', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Jeff Kemp,15,QB,0,1,a,5,"['Head1a', 'Eyes1c', 'Hair5b', 'Beard5g', 'Eyebrows5a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Tyrone Davis,16,CB,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1e', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Herb Welch,16,CB,1,3,a,3,"['Head3a', 'Eyes1e', 'Hair3g', 'Beard3e', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Perry Williams,16,CB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1j', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jim Burt,16,DT,0,3,b,1,"['Head3b', 'Eyes1e', 'Hair1e', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Solomon Miller,16,WR,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1e', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Lionel Manuel,16,WR,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1j', 'Beard1b', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bobby Johnson,16,WR,1,3,a,3,"['Head3a', 'Eyes1e', 'Hair3k', 'Beard3e', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Lee Davis,17,CB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1e', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Billy Ard,16,OG,0,2,b,3,"['Head2b', 'Eyes1b', 'Hair3k', 'Beard3a', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Gary Hayes,20,CB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Joe Morris,16,RB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1r2', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mark Bavaro,16,TE,0,1,a,3,"['Head1a', 'Eyes1d', 'Hair3i', 'Beard3b', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Jerome Sally,16,DT,2,3,b,1,"['Head3b', 'Eyes1a', 'Hair1k', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Maurice Carthon,16,RB,1,3,a,2,"['Head3a', 'Eyes1d', 'Hair2i', 'Beard2c', 'Eyebrows2a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Gary Johnson,17,DT,1,3,d,1,"['Head3d', 'Eyes1b', 'Hair1h', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Fred Marion,22,S,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1r1', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
George Rogers,26,RB,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1j', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Erik Howard,16,DT,1,3,b,1,"['Head3b', 'Eyes1e', 'Hair1k', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Tony Galbreath,16,RB,0,1,c,5,"['Head1c', 'Eyes1e', 'Hair5d', 'Beard5b', 'Eyebrows5b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Lance Hamilton,16,S,0,3,a,1,"['Head3a', 'Eyes1e', 'Hair1e', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Buford Jordan,27,RB,1,2,a,1,"['Head2a', 'Eyes1b', 'Hair1g', 'Beard1g', 'Eyebrows1a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
John L. Williams,28,RB,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1e', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Fred Lee,16,S,0,1,c,3,"['Head1c', 'Eyes1a', 'Hair3h', 'Beard3b', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
George Adams,16,RB,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1d', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Charles Martin,20,DT,1,4,b,3,"['Head4b', 'Eyes1c', 'Hair3b', 'Beard3a', 'Eyebrows3a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Sean Thomas,32,CB,0,2,a,3,"['Head2a', 'Eyes1c', 'Hair3h', 'Beard3b', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Herman Hunter,19,RB,1,3,a,3,"['Head3a', 'Eyes1c', 'Hair3j', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Marcus Allen,23,RB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1e', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Tom Briehl,17,MLB,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1j', 'Beard1f1', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Bob Hamm,32,DE,1,3,a,2,"['Head3a', 'Eyes1d', 'Hair2h', 'Beard2g', 'Eyebrows2a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jessie Clark,20,RB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1h', 'Beard1c', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Ray Wallace,30,RB,1,3,a,3,"['Head3a', 'Eyes1d', 'Hair3a', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Rueben Mayes,27,RB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1h', 'Beard1c', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Lee Rouson,16,RB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1j', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jeff Rutledge,16,QB,0,1,a,3,"['Head1a', 'Eyes1e', 'Hair3b', 'Beard3b', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Jeff Hostetler,16,QB,0,2,a,3,"['Head2a', 'Eyes1e', 'Hair3e', 'Beard3e', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Lawrence Johnson,21,CB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1a', 'Beard1f1', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Eric Dorsey,16,DE,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1r1', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Mike Wilcher,24,OLB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1r1', 'Beard1f1', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Miles Turpin,25,OLB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1f', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bob Landsee,21,C,0,3,b,2,"['Head3b', 'Eyes1c', 'Hair2g', 'Beard2a', 'Eyebrows2b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
John Washington,16,DE,0,2,b,3,"['Head2b', 'Eyes1d', 'Hair3h', 'Beard3g', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Sam Mills,27,MLB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1f', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Greg Gaines,28,OLB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1s', 'Beard1c', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
David Jordan,16,OG,1,4,b,3,"['Head4b', 'Eyes1b', 'Hair3h', 'Beard3b', 'Eyebrows3a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Pete Brock,22,C,0,2,d,2,"['Head2d', 'Eyes1c', 'Hair2j', 'Beard2c', 'Eyebrows2b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Andy Headen,16,OLB,0,3,a,1,"['Head3a', 'Eyes1d', 'Hair1h', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Lawrence Taylor,16,OLB,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1e', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jim Haslett,21,MLB,0,3,a,1,"['Head3a', 'Eyes1c', 'Hair1h', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mel Owens,24,OLB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1s', 'Beard1f1', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Karl Nelson,16,OT,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1a', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kenny Hill,16,S,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1h', 'Beard1b', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Kerry Justin,28,CB,1,3,c,1,"['Head3c', 'Eyes1b', 'Hair1h', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Matt Monger,18,MLB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1e', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Greg Lasker,16,S,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1m', 'Beard1f1', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Walter Abercrombie,29,RB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1b', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Audray McMillian,30,CB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1m', 'Beard1c', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Zeke Mowatt,16,TE,0,1,a,3,"['Head1a', 'Eyes1d', 'Hair3j', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
James Harrell,19,MLB,0,1,a,3,"['Head1a', 'Eyes1d', 'Hair3c', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Vyto Kab,16,TE,0,1,a,3,"['Head1a', 'Eyes1c', 'Hair3h', 'Beard3g', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Darryl Caldwell,21,OT,1,5,a,1,"['Head5a', 'Eyes1d', 'Hair1g', 'Beard1f2', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Stacey Robinson,16,WR,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1l', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Shelton Robinson,19,MLB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1n', 'Beard1f1', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Craig Bingham,17,MLB,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1h', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Guy Morriss,22,C,0,2,c,5,"['Head2c', 'Eyes1b', 'Hair5f', 'Beard5f2', 'Eyebrows5a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Steve Clark,21,OG,0,3,a,1,"['Head3a', 'Eyes1c', 'Hair1m', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Vince Warren,16,WR,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1g', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Raul Allegre,16,K,0,1,a,1,"['Head1a', 'Eyes1b', 'Hair1c', 'Beard1c', 'Eyebrows1b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Eric Williams,19,DT,0,1,b,1,"['Head1b', 'Eyes1e', 'Hair1b', 'Beard1c', 'Eyebrows1b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
George Martin,16,DE,1,4,c,1,"['Head4c', 'Eyes1d', 'Hair1s', 'Beard1f1', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
William  Roberts,16,OG,0,3,b,1,"['Head3b', 'Eyes1b', 'Hair1n', 'Beard1a', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Thomas Johnson,16,OLB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1p', 'Beard1a', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Carl Banks,16,OLB,1,5,a,1,"['Head5a', 'Eyes1c', 'Hair1m', 'Beard1d', 'Eyebrows1a', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Damian Johnson,16,OT,1,3,b,3,"['Head3b', 'Eyes1c', 'Hair3f', 'Beard3g', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Raymond Clayborn,22,CB,1,3,c,1,"['Head3c', 'Eyes1a', 'Hair1d', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Conrad Goode,16,OT,0,1,b,3,"['Head1b', 'Eyes1c', 'Hair3c', 'Beard3a', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Robbie Jones,16,MLB,2,3,a,1,"['Head3a', 'Eyes1d', 'Hair1j', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Pepper Johnson,16,MLB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1o', 'Beard1c', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Sean Landetta,16,P,0,3,a,1,"['Head3a', 'Eyes1e', 'Hair1s', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Phil Simms,16,QB,0,3,c,1,"['Head3c', 'Eyes1c', 'Hair1p', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Dan Ralph,17,DT,1,4,b,1,"['Head4b', 'Eyes1c', 'Hair1j', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Robert Mathis,17,DT,1,4,b,1,"['Head4b', 'Eyes1e', 'Hair1p', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mike Golic,30,DT,1,5,b,1,"['Head5b', 'Eyes1a', 'Hair1e', 'Beard1a', 'Eyebrows1a', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Perry Harrington,17,RB,1,3,a,2,"['Head3a', 'Eyes1a', 'Hair2h', 'Beard2b', 'Eyebrows2b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Lucious Smith,17,S,0,3,a,1,"['Head3a', 'Eyes1d', 'Hair1k', 'Beard1c', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Benny Perrin,17,S,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1e', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Tommy Vigorito,17,RB,0,1,a,1,"['Head1a', 'Eyes1a', 'Hair1a', 'Beard1b', 'Eyebrows1b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Steve Strachan,32,RB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1k', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Cedric Minter,17,RB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1h', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Max Zendejas,17,K,0,1,a,3,"['Head1a', 'Eyes1a', 'Hair3g', 'Beard3b', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Gregg Johnson,28,CB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1a', 'Beard1f1', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Charles Benson,17,DE,1,4,b,1,"['Head4b', 'Eyes1e', 'Hair1d', 'Beard1f2', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Scott Williams,19,RB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1e', 'Beard1d', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
John Schumacher,17,OG,0,3,d,1,"['Head3d', 'Eyes1b', 'Hair1c', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Ken Jolly,17,OLB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1e', 'Beard1f2', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mike Guendling,17,OLB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1s', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Chris Schultz,17,OT,1,4,b,1,"['Head4b', 'Eyes1e', 'Hair1n', 'Beard1f1', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
John Scott,17,OT,0,2,b,5,"['Head2b', 'Eyes1c', 'Hair5g', 'Beard5b', 'Eyebrows5a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Carlos Bradley,17,MLB,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1f', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ronnie Washington,17,MLB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1m', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Ron Wooten,22,OG,0,1,b,3,"['Head1b', 'Eyes1d', 'Hair3a', 'Beard3a', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Bill Renner,17,P,0,1,a,3,"['Head1a', 'Eyes1e', 'Hair3l', 'Beard3f1', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Garin Veris,22,DE,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1r1', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Joe Theismann,17,QB,0,4,c,3,"['Head4c', 'Eyes1c', 'Hair3b', 'Beard3b', 'Eyebrows3b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Richard Todd,17,QB,0,4,c,1,"['Head4c', 'Eyes1c', 'Hair1h', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Robbie Bosco,17,QB,0,1,c,3,"['Head1c', 'Eyes1d', 'Hair3c', 'Beard3d', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Dave Lindstrom,17,DE,0,1,c,3,"['Head1c', 'Eyes1e', 'Hair3f', 'Beard3f2', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Chris Scott,17,DE,1,3,b,1,"['Head3b', 'Eyes1b', 'Hair1p', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Scott Auer,17,OG,0,3,a,1,"['Head3a', 'Eyes1e', 'Hair1k', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Tom Baldwin,18,DT,1,5,b,1,"['Head5b', 'Eyes1e', 'Hair1r1', 'Beard1g', 'Eyebrows1a', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Jerry Blanton,17,OLB,0,3,a,1,"['Head3a', 'Eyes1b', 'Hair1s', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Scott Smith,17,OLB,0,3,a,1,"['Head3a', 'Eyes1a', 'Hair1e', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
John Harrison,17,OT,1,4,b,1,"['Head4b', 'Eyes1a', 'Hair1a', 'Beard1b', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Raphel Cherry,17,S,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1k', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Tom Pridemore,17,S,1,4,c,1,"['Head4c', 'Eyes1a', 'Hair1c', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jeff Spek,17,TE,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1b', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bo Robinson,17,TE,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1s', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Willis Adams,17,WR,1,3,c,1,"['Head3c', 'Eyes1b', 'Hair1s', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
