name,TGID,pos,POVR,PAGE,PYRP,length,salary,guarantee
John Bostic,19,CB,73,26,1,2,744000.0,156000.0
Lee Smith,15,CB,69,24,0,4,49000.0,385000.0
Dana McLemore,15,CB,77,26,4,2,2252000.0,123000.0
Eric Wright,15,CB,87,27,5,1,1929000.0,123000.0
Pete Kugler,15,DT,78,27,5,1,4474000.0,1770000.0
Jerry Rice,15,WR,94,23,1,3,7342000.0,2227000.0
Dwight Clark,15,WR,86,29,7,6,2658000.0,2449000.0
John Ayers,15,OG,79,33,9,1,1390000.0,97000.0
Guy McIntyre,15,OG,85,25,2,2,1637000.0,0.0
Eric Martin,27,WR,81,24,1,2,1645000.0,1733000.0
Roger Craig,15,RB,87,26,3,4,11440000.0,2610000.0
Russ Francis,15,TE,89,33,11,1,1376000.0,409000.0
Bubba Paris,15,OT,86,25,3,1,5199000.0,2217000.0
Manu Tuiasosopo,15,DT,88,29,7,1,1653000.0,0.0
Arnold Brown,19,CB,69,23,1,3,109000.0,796000.0
Michael Carter,15,DT,90,25,2,4,30715000.0,0.0
Tom Rathman,15,RB,84,23,0,5,1315000.0,631000.0
Tory Nixon,15,S,78,24,1,3,1572000.0,0.0
Ronnie Lott,15,S,95,27,5,4,9169000.0,5144000.0
Bruce McNorton,19,CB,81,27,4,1,1569000.0,1620000.0
Derrick Harmon,15,RB,70,23,2,2,146000.0,0.0
Wendell Tyler,15,RB,81,31,9,1,939000.0,0.0
Mike Moroski,15,QB,74,29,6,1,947000.0,48000.0
Larry Roberts,15,DE,80,23,0,4,759000.0,15000.0
Doug Rogers,15,DE,76,26,3,1,1022000.0,258000.0
Michael Durette,15,OG,72,29,0,4,673000.0,674000.0
Tom Cousineau,15,MLB,77,29,4,2,2477000.0,766000.0
Keena Turner,15,OLB,91,27,6,6,2266000.0,4907000.0
Keith Fahnhorst,15,OT,87,34,12,1,11030000.0,734000.0
Carlton Williamson,15,S,83,28,5,5,1078000.0,582000.0
Tom Holmoe,15,S,74,26,2,2,957000.0,0.0
Jerry Doerger,32,C,77,26,2,2,861000.0,0.0
John Frank,15,TE,77,24,2,2,855000.0,0.0
Mike Wilson,15,WR,76,27,5,1,3547000.0,583000.0
John Taylor,15,WR,78,24,0,3,1500000.0,0.0
Derrick Crawford,15,WR,71,26,4,2,1022000.0,39000.0
Ray Wersching,15,K,92,36,13,1,1538000.0,122000.0
Jeff Stover,15,DE,84,28,4,5,15479000.0,0.0
Leonard Marshall,16,DE,90,24,3,1,4747000.0,1335000.0
Rob Monaco,32,C,72,25,1,2,529000.0,0.0
Milt McColl,15,OLB,81,27,5,1,3107000.0,243000.0
Charles Haley,15,OLB,84,22,0,5,3251000.0,4970000.0
Bruce Collie,15,OT,75,24,1,3,1185000.0,0.0
Steve Wallace,15,OT,80,21,0,6,1022000.0,283000.0
Ron Ferrari,15,MLB,73,27,4,2,645000.0,417000.0
Riki Ellison,15,MLB,84,26,3,1,7981000.0,909000.0
Max Runager,15,P,91,30,7,1,7328000.0,0.0
Ed Berry,20,CB,73,23,0,4,569000.0,428000.0
Joe Montana,15,QB,95,30,7,2,10365000.0,5282000.0
Russell Carter,18,CB,79,24,2,2,983000.0,0.0
Jeff Kemp,15,QB,77,27,4,2,1072000.0,0.0
Tyrone Davis,16,CB,72,24,1,2,502000.0,732000.0
Herb Welch,16,CB,76,25,1,3,1022000.0,186000.0
Perry Williams,16,CB,82,25,2,1,1022000.0,258000.0
Jim Burt,16,DT,92,27,5,1,1745000.0,296000.0
Solomon Miller,16,WR,70,21,0,4,912000.0,164000.0
Lionel Manuel,16,WR,81,24,2,2,1425000.0,119000.0
Bobby Johnson,16,WR,79,24,2,1,3651000.0,3226000.0
Lee Davis,17,CB,77,23,2,2,1514000.0,120000.0
Billy Ard,16,OG,84,27,5,1,6125000.0,4579000.0
Gary Hayes,20,CB,76,29,2,2,1312000.0,0.0
Joe Morris,16,RB,83,25,4,2,10259000.0,0.0
Mark Bavaro,16,TE,92,23,1,3,1577000.0,0.0
Jerome Sally,16,DT,80,27,4,5,5455000.0,4498000.0
Maurice Carthon,16,RB,80,25,1,2,2019000.0,0.0
Gary Johnson,17,DT,73,34,11,1,2002000.0,766000.0
Fred Marion,22,S,84,27,4,1,2802000.0,435000.0
George Rogers,26,RB,83,27,5,2,1227000.0,0.0
Erik Howard,16,DT,84,22,0,4,5778000.0,2130000.0
Tony Galbreath,16,RB,88,32,10,1,1310000.0,0.0
Lance Hamilton,16,S,70,21,0,4,595000.0,312000.0
Buford Jordan,27,RB,80,24,0,3,3678000.0,444000.0
John L. Williams,28,RB,86,21,0,5,9666000.0,3683000.0
Fred Lee,16,S,72,33,11,1,1172000.0,0.0
George Adams,16,RB,71,23,1,2,874000.0,0.0
Charles Martin,20,DT,80,27,2,2,2255000.0,0.0
Sean Thomas,32,CB,74,24,1,3,732000.0,415000.0
Herman Hunter,19,RB,73,25,1,3,1900000.0,981000.0
Marcus Allen,23,RB,86,26,4,4,4041000.0,3019000.0
Tom Briehl,17,MLB,70,24,1,2,957000.0,0.0
Bob Hamm,32,DE,71,27,3,1,983000.0,333000.0
Jessie Clark,20,RB,75,26,3,1,973000.0,0.0
Ray Wallace,30,RB,74,22,0,4,781000.0,1000.0
Rueben Mayes,27,RB,85,23,0,5,6052000.0,4285000.0
Lee Rouson,16,RB,73,23,1,3,1013000.0,155000.0
Jeff Rutledge,16,QB,73,29,7,1,852000.0,0.0
Jeff Hostetler,16,QB,77,25,1,3,11691000.0,943000.0
Lawrence Johnson,21,CB,79,29,6,3,923000.0,43000.0
Eric Dorsey,16,DE,79,22,0,4,1929000.0,1864000.0
Mike Wilcher,24,OLB,84,26,3,5,5536000.0,13099000.0
Miles Turpin,25,OLB,70,22,0,2,957000.0,0.0
Bob Landsee,21,C,69,22,0,4,608000.0,383000.0
John Washington,16,DE,76,23,0,3,835000.0,0.0
Sam Mills,27,MLB,85,27,0,4,1239000.0,0.0
Greg Gaines,28,OLB,81,27,4,1,5885000.0,870000.0
David Jordan,16,OG,68,24,2,1,710000.0,0.0
Pete Brock,22,C,87,32,10,1,2283000.0,124000.0
Andy Headen,16,OLB,75,26,3,1,788000.0,0.0
Lawrence Taylor,16,OLB,98,27,5,2,28689000.0,0.0
Jim Haslett,21,MLB,83,28,7,1,2943000.0,985000.0
Mel Owens,24,OLB,81,27,5,3,6962000.0,1067000.0
Karl Nelson,16,OT,83,26,2,2,6387000.0,6133000.0
Kenny Hill,16,S,83,28,5,4,6440000.0,795000.0
Kerry Justin,28,CB,77,31,8,1,1441000.0,0.0
Matt Monger,18,MLB,72,24,1,3,1022000.0,186000.0
Greg Lasker,16,S,70,21,0,3,632000.0,453000.0
Walter Abercrombie,29,RB,82,26,4,6,2496000.0,5398000.0
Audray McMillian,30,CB,77,24,1,2,1022000.0,39000.0
Zeke Mowatt,16,TE,78,25,2,2,869000.0,225000.0
James Harrell,19,MLB,82,29,7,2,7271000.0,1636000.0
Vyto Kab,16,TE,64,26,4,1,1003000.0,0.0
Darryl Caldwell,21,OT,77,26,1,4,1014000.0,505000.0
Stacey Robinson,16,WR,74,24,1,3,639000.0,305000.0
Shelton Robinson,19,MLB,74,26,4,1,1041000.0,154000.0
Craig Bingham,17,MLB,76,26,4,1,932000.0,1028000.0
Guy Morriss,22,C,74,35,13,1,2089000.0,123000.0
Steve Clark,21,OG,70,26,4,1,783000.0,320000.0
Vince Warren,16,WR,65,23,0,3,732000.0,415000.0
Raul Allegre,16,K,86,27,3,5,957000.0,568000.0
Eric Williams,19,DT,78,24,0,4,909000.0,111000.0
George Martin,16,DE,85,33,11,1,3380000.0,0.0
William  Roberts,16,OG,83,24,1,5,3971000.0,1662000.0
Thomas Johnson,16,OLB,69,22,0,3,1022000.0,186000.0
Carl Banks,16,OLB,87,24,2,2,13018000.0,641000.0
Damian Johnson,16,OT,75,23,0,3,632000.0,518000.0
Raymond Clayborn,22,CB,90,31,9,2,4143000.0,0.0
Conrad Goode,16,OT,68,24,2,2,867000.0,0.0
Robbie Jones,16,MLB,73,26,2,2,1500000.0,0.0
Pepper Johnson,16,MLB,79,22,0,4,4376000.0,1042000.0
Sean Landetta,16,P,86,24,1,3,2477000.0,1942000.0
Phil Simms,16,QB,87,31,7,2,4556000.0,2800000.0
Dan Ralph,17,DT,71,25,2,2,622000.0,441000.0
Robert Mathis,17,DT,77,27,5,1,1267000.0,440000.0
Mike Golic,30,DT,78,23,0,3,1227000.0,53000.0
Perry Harrington,17,RB,79,28,6,2,1022000.0,39000.0
Lucious Smith,17,S,78,29,6,2,1514000.0,120000.0
Benny Perrin,17,S,74,26,4,1,402000.0,1925000.0
Tommy Vigorito,17,RB,74,26,4,1,1032000.0,0.0
Steve Strachan,32,RB,71,23,1,3,551000.0,272000.0
Cedric Minter,17,RB,72,27,2,1,1446000.0,0.0
Max Zendejas,17,K,78,23,0,4,853000.0,43000.0
Gregg Johnson,28,CB,72,28,4,1,610000.0,68000.0
Charles Benson,17,DE,77,25,3,1,2532000.0,0.0
Scott Williams,19,RB,69,23,0,4,256000.0,0.0
John Schumacher,17,OG,78,30,6,1,1399000.0,0.0
Ken Jolly,17,OLB,77,24,2,2,705000.0,0.0
Mike Guendling,17,OLB,74,24,1,3,639000.0,305000.0
Chris Schultz,17,OT,71,26,2,1,1538000.0,122000.0
John Scott,17,OT,78,26,3,1,1521000.0,0.0
Carlos Bradley,17,MLB,78,26,5,2,3717000.0,1726000.0
Ronnie Washington,17,MLB,71,23,1,3,1307000.0,0.0
Ron Wooten,22,OG,80,27,4,1,858000.0,96000.0
Bill Renner,17,P,80,27,0,3,1826000.0,119000.0
Garin Veris,22,DE,81,23,1,3,3612000.0,3066000.0
Joe Theismann,17,QB,81,37,13,2,1321000.0,0.0
Richard Todd,17,QB,78,32,11,1,6776000.0,905000.0
Robbie Bosco,17,QB,74,30,8,1,1170000.0,20000.0
Dave Lindstrom,17,DE,71,31,8,1,391000.0,39000.0
Chris Scott,17,DE,72,24,2,1,1312000.0,0.0
Scott Auer,17,OG,69,24,2,2,489000.0,0.0
Tom Baldwin,18,DT,75,25,2,1,865000.0,39000.0
Jerry Blanton,17,OLB,76,29,7,4,1387000.0,746000.0
Scott Smith,17,OLB,78,27,5,4,4366000.0,6418000.0
John Harrison,17,OT,70,21,0,4,1674000.0,2726000.0
Raphel Cherry,17,S,71,24,1,3,1022000.0,186000.0
Tom Pridemore,17,S,78,30,8,1,3110000.0,817000.0
Jeff Spek,17,TE,72,25,0,4,625000.0,338000.0
Bo Robinson,17,TE,77,27,7,1,2397000.0,124000.0
Willis Adams,17,WR,79,30,7,1,818000.0,0.0
Fred Banks,17,WR,73,24,1,3,2084000.0,0.0
Matt Millen,23,MLB,86,28,6,1,7133000.0,623000.0
Ronnie Lippett,22,CB,85,25,3,1,5796000.0,1805000.0
Harry Carson,16,MLB,91,32,10,2,5973000.0,383000.0
Glen Young,17,WR,70,25,3,1,875000.0,0.0
Ricky Nichols,17,WR,73,24,1,2,781000.0,218000.0
Cliff Branch,17,WR,79,38,14,1,1554000.0,0.0
Kurt Peterson,17,OG,74,29,6,2,1514000.0,120000.0
Wesley Walker,18,WR,88,31,9,5,14202000.0,1536000.0
James Jones,17,RB,78,27,5,4,1579000.0,491000.0
Glenn Dennison,17,TE,70,24,2,1,706000.0,0.0
Preston Gothard,29,TE,80,24,1,3,2336000.0,1120000.0
Ron Essink,17,OT,79,28,6,3,6820000.0,2409000.0
Petey Perot,17,OG,78,29,6,1,3202000.0,1913000.0
Hal Stephens,17,DE,77,25,1,3,1411000.0,491000.0
Bill Pickel,23,DT,88,26,3,5,6068000.0,14261000.0
Lewis Mills,17,CB,76,26,4,1,2934000.0,1405000.0
Bill Bain,18,OG,77,34,10,1,993000.0,0.0
Freeman McNeil,18,RB,86,27,5,1,3001000.0,205000.0
Mickey Shuler,18,TE,90,30,8,1,2038000.0,1048000.0
Jim Sweeney,18,OT,82,24,2,2,10457000.0,7172000.0
Phil Epps,20,WR,81,27,4,1,1022000.0,258000.0
Dan Alexander,18,OG,88,31,11,1,7760000.0,1595000.0
Derland Moore,18,DT,72,34,13,1,744000.0,289000.0
Joe Klecko,18,DT,92,32,9,1,13948000.0,0.0
Nuu Faaola,18,RB,74,22,0,4,878000.0,70000.0
Johnny Lynn,18,S,77,29,6,1,1745000.0,296000.0
Harry Hamilton,18,S,82,23,2,2,1464000.0,290000.0
Marion Barber,18,RB,75,26,4,3,2139000.0,1505000.0
Mike Wise,23,DT,76,22,0,3,853000.0,0.0
Dennis Bligen,18,RB,67,24,2,2,210000.0,0.0
Ben Rudolph,18,DE,76,29,5,2,632000.0,5000.0
Barry Bennett,18,DE,77,30,8,1,1371000.0,0.0
Carl Bland,19,WR,76,25,2,2,911000.0,41000.0
Mike Haight,18,OG,76,23,0,3,716000.0,112000.0
Rusty Guilbeau,18,OLB,74,27,4,1,486000.0,0.0
Bob Crable,18,OLB,85,26,4,3,3271000.0,240000.0
Reggie McElroy,18,OT,81,26,3,1,6077000.0,0.0
Lester Lyles,18,S,79,23,1,3,1022000.0,186000.0
Rich Miano,18,S,77,24,1,4,638000.0,357000.0
Rocky Klever,18,TE,76,27,3,1,835000.0,0.0
Billy Griggs,18,TE,70,24,1,3,317000.0,0.0
Kurt Sohn,18,WR,75,29,5,3,3860000.0,354000.0
Michael Harper,18,WR,68,25,0,4,923000.0,101000.0
JoJo Townsell,18,WR,72,25,1,3,747000.0,0.0
Al Toon,18,WR,88,23,1,3,2278000.0,0.0
Pat Leahy,18,K,93,35,14,2,1308000.0,0.0
Mark Gastineau,18,DE,86,29,6,1,6683000.0,0.0
Ted Banker,18,OG,80,25,2,3,4406000.0,337000.0
Rogers Alexander,18,OLB,72,22,0,4,308000.0,420000.0
Charles Jackson,18,OLB,82,31,8,1,1701000.0,40000.0
Gordon King,18,OT,75,30,8,1,690000.0,0.0
Bob White,18,OT,63,23,0,1,911000.0,203000.0
Troy Benson,18,MLB,70,23,0,4,1010000.0,505000.0
Kyle Clifton,18,MLB,87,24,2,2,1701000.0,120000.0
Dave Jennings,18,P,95,34,12,1,2301000.0,124000.0
Ken O'Brien,18,QB,85,25,2,2,6158000.0,1546000.0
Pat Ryan,18,QB,77,30,8,1,9640000.0,3045000.0
Steve Kenney,19,OG,80,30,6,1,911000.0,203000.0
Bill Barnett,21,DE,77,26,7,2,2252000.0,0.0
Garry James,19,RB,78,23,0,6,4758000.0,0.0
David Lewis,19,TE,76,25,2,2,799000.0,0.0
Lomas Brown,19,OT,83,24,1,3,6535000.0,4510000.0
Kevin Glover,19,OG,82,23,1,4,1184000.0,238000.0
Mike Weaver,19,DT,68,23,0,4,1072000.0,102000.0
Steve Baack,19,DT,74,25,2,1,557000.0,0.0
James Jones,19,RB,87,25,3,1,5723000.0,687000.0
Alvin Hall,19,S,69,28,5,1,742000.0,0.0
Devon Mitchell,19,S,78,24,0,4,838000.0,32000.0
Alvin Moore,19,RB,73,27,3,1,662000.0,64000.0
Oscar Smith,19,RB,68,23,0,4,435000.0,261000.0
Leon Evans,19,DE,73,25,1,1,1620000.0,122000.0
Curtis Green,19,DE,75,26,5,2,769000.0,292000.0
Keith Dorney,19,OG,76,28,7,1,1211000.0,0.0
James Johnson,19,OLB,72,25,3,1,192000.0,0.0
Michael Cofer,19,OLB,82,26,3,2,2660000.0,0.0
Rich Strenger,19,OT,81,23,3,1,947000.0,236000.0
Elbert Watts,21,CB,74,23,0,4,1184000.0,238000.0
Demetirous Johnson,19,S,78,25,3,1,4353000.0,0.0
James Griffin,19,S,77,25,3,1,2574000.0,0.0
LeRoy Irvin,24,CB,92,29,6,2,1546000.0,1496000.0
Reggie Doss,24,DE,82,29,8,4,3105000.0,2526000.0
Rob Rubick,19,TE,74,26,4,3,1755000.0,0.0
Reese McCall,19,TE,73,30,8,2,1425000.0,327000.0
Leonard Thompson,19,WR,79,34,11,2,1185000.0,0.0
Mark Nichols,19,WR,70,26,5,2,780000.0,292000.0
Jerry Gray,24,CB,88,23,1,3,5511000.0,0.0
Tim Fox,24,CB,79,32,10,3,2596000.0,394000.0
Pete Mandley,19,WR,75,25,3,2,1745000.0,584000.0
Jeff Chadwick,19,WR,79,26,3,1,993000.0,0.0
Eddie Murray,19,K,96,30,6,2,8123000.0,4907000.0
Keith Ferguson,19,DE,83,36,13,4,1763000.0,2437000.0
Scott Barrows,19,OG,71,23,0,3,825000.0,60000.0
Paul Butcher,19,OLB,74,22,0,4,524000.0,278000.0
Mickey Sutton,24,CB,71,25,0,3,938000.0,80000.0
Jimmy Williams,19,OLB,82,24,2,1,1295000.0,184000.0
Chris Dieterich,19,OT,75,28,6,1,618000.0,165000.0
Keith Bosley,19,OT,66,23,0,3,317000.0,0.0
Angelo King,19,MLB,73,28,5,3,474000.0,0.0
Vernon Maxwell,19,MLB,78,24,3,1,853000.0,0.0
Jim Arnold,19,P,91,24,3,2,10592000.0,11240000.0
Eric Hipple,19,QB,80,29,6,1,15726000.0,6958000.0
Chuck Long,19,QB,68,23,0,4,1764000.0,54000.0
Joe Ferguson,19,QB,76,37,15,1,5451000.0,1487000.0
Rich Moran,20,OG,77,24,1,2,2139000.0,0.0
Kenneth Davis,20,RB,78,24,0,5,1498000.0,946000.0
Dan Ross,20,TE,83,29,7,3,1858000.0,0.0
Ken Ruettgers,20,OT,81,24,1,3,5957000.0,1545000.0
Ron Hallstrom,20,OG,82,27,4,3,4165000.0,1762000.0
Donnie Humphrey,20,DT,75,25,2,2,438000.0,0.0
Matt Koart,20,DT,73,22,0,3,1310000.0,0.0
Keith Baldwin,25,DE,77,25,4,1,852000.0,0.0
Terry Lewis,25,CB,73,23,1,2,1228000.0,0.0
Paul Ott Carruth,20,RB,80,25,0,3,3111000.0,4369000.0
Gary Green,25,CB,77,30,9,1,3808000.0,0.0
Ken Stills,20,S,76,23,1,3,867000.0,0.0
Mike Pleasant,25,CB,77,28,2,2,3999000.0,1340000.0
Tim Lewis,20,S,81,25,3,1,3883000.0,195000.0
Gerry Ellis,20,RB,76,29,6,1,1634000.0,122000.0
Gary Ellerson,20,RB,72,23,1,3,993000.0,114000.0
Ezra Johnson,20,DE,82,31,9,1,8006000.0,2921000.0
John Anderson,20,OLB,83,30,8,1,1180000.0,584000.0
Ruben Mendoza,20,OG,70,23,0,4,803000.0,20000.0
Mike Jones,27,WR,79,26,3,1,845000.0,0.0
Robert Sowell,21,CB,77,25,3,1,1072000.0,0.0
James Malcolm,30,CB,68,22,0,3,918000.0,31000.0
Brian Noble,20,OLB,83,24,1,3,1041000.0,109000.0
Bobby Leopold,20,OLB,75,29,6,1,1562000.0,0.0
Alan Veingrad,20,OT,78,24,0,4,2200000.0,902000.0
Keith Simpson,25,CB,75,30,8,3,846000.0,0.0
David Greenwood,20,S,75,26,1,3,957000.0,0.0
John Sullivan,20,S,72,24,0,3,501000.0,1169000.0
Ed West,20,TE,81,25,2,3,4926000.0,2683000.0
Mike Moffitt,20,TE,71,23,0,3,1228000.0,39000.0
Walter Stanley,20,WR,76,24,1,3,901000.0,173000.0
Preston Dennard,20,WR,72,30,8,1,1285000.0,96000.0
Nolan Franz,20,WR,64,27,0,1,853000.0,0.0
James Lofton,20,WR,88,30,8,1,8644000.0,2984000.0
Al Del Greco,20,K,88,24,2,2,928000.0,0.0
Alphonso Carreker,20,DE,80,24,2,2,4641000.0,2196000.0
Tom Neville,20,OG,79,24,1,3,1441000.0,0.0
Burnell Dent,20,OLB,74,23,0,4,646000.0,357000.0
Tim Harris,20,OLB,79,22,0,3,1022000.0,186000.0
Greg Feasel,20,OT,70,28,0,3,167000.0,1257000.0
Bill Cherry,20,OT,70,25,0,4,875000.0,65000.0
Jeff Schuh,20,MLB,75,28,5,1,1022000.0,258000.0
Mike Weddington,20,MLB,72,26,0,4,722000.0,43000.0
Joe Nash,28,DT,86,25,4,4,5164000.0,4543000.0
Don Bracken,20,P,79,23,1,3,785000.0,362000.0
Randy Wright,20,QB,77,25,2,2,2607000.0,1053000.0
Chuck Fusina,20,QB,72,29,5,3,959000.0,0.0
Allen Lyday,30,CB,75,25,2,2,1052000.0,0.0
Vince Ferragamo,20,QB,75,32,9,1,1022000.0,258000.0
Scott Garnett,25,DT,73,23,2,2,1022000.0,39000.0
Kirk Springs,21,CB,79,28,5,1,819000.0,0.0
Lester Williams,21,DT,73,27,4,1,1078000.0,1669000.0
Mitchell Brookins,21,WR,72,25,2,2,589000.0,454000.0
Derek Holloway,21,WR,75,25,0,4,3757000.0,1739000.0
Don Homes,21,WR,71,25,0,4,402000.0,559000.0
Greg Christy,21,OG,76,24,1,4,2257000.0,122000.0
Ernest Gibson,22,CB,76,24,2,2,1100000.0,0.0
Anthony Steels,21,RB,74,27,1,3,1971000.0,120000.0
Eason Ramson,21,TE,78,30,7,1,1258000.0,120000.0
Curt Warner,28,RB,87,25,3,1,26350000.0,6958000.0
Brad White,21,DT,77,28,5,1,1858000.0,0.0
Vernon Dean,26,CB,83,27,4,1,8957000.0,1398000.0
Willard Goff,21,DT,67,24,1,1,639000.0,155000.0
Wayne Schutte,21,DT,72,26,4,1,1013000.0,580000.0
Barry Wilburn,26,CB,76,22,1,2,841000.0,121000.0
Frank Hawkins,23,RB,82,27,5,1,3422000.0,355000.0
Booker Moore,21,RB,78,27,4,1,993000.0,0.0
Barry Redden,24,RB,82,26,4,2,5419000.0,1637000.0
Earnest Jackson,29,RB,89,26,3,2,9210000.0,2641000.0
Tim Morrison,26,CB,71,23,0,3,1041000.0,109000.0
Mack Boatner,21,RB,72,27,0,3,697000.0,0.0
Don Wilson,21,S,77,25,2,1,781000.0,0.0
Wayne Asberry,26,CB,66,23,0,4,343000.0,390000.0
Herman Edwards,24,CB,77,32,9,1,3452000.0,0.0
Jim Perryman,21,S,71,25,1,1,1041000.0,154000.0
Anthony Hutchinson,21,RB,78,25,3,1,2609000.0,124000.0
Dave Butz,26,DT,87,36,13,2,5676000.0,898000.0
Mosi Tatupu,22,RB,85,31,8,1,10455000.0,633000.0
Chuck Banks,21,RB,72,22,0,4,732000.0,1562000.0
Jim Zorn,21,QB,81,33,11,1,1535000.0,122000.0
Joe Washington,25,RB,78,32,9,1,903000.0,20000.0
Kelvin Bryant,26,RB,78,26,1,2,1077000.0,791000.0
Matt Kofler,21,QB,74,27,5,1,4227000.0,0.0
Shawn Miller,24,DT,81,25,2,1,7835000.0,475000.0
Ben Williams,21,DE,79,32,10,1,1036000.0,0.0
Vaughn Johnson,27,MLB,81,24,0,3,2759000.0,0.0
Johnny Meads,30,OLB,84,25,2,2,5116000.0,3423000.0
Markus Koch,21,DE,72,23,1,3,740000.0,292000.0
Ed Newman,21,OG,79,35,13,1,957000.0,0.0
Rod McSwain,22,CB,77,24,2,2,1022000.0,39000.0
Robin Sendlein,25,MLB,77,27,5,2,781000.0,218000.0
Frank Bush,30,OLB,73,23,1,3,881000.0,0.0
Mitch Willis,23,DT,74,24,1,3,811000.0,254000.0
Steve Maidlow,21,OLB,78,26,3,1,1437000.0,0.0
Clayton Weishuhn,21,OLB,74,26,3,1,1041000.0,154000.0
Stan Waldemore,21,OT,77,31,8,2,993000.0,75000.0
Brian Williams,21,S,79,33,11,1,1239000.0,389000.0
Larry Flowers,21,S,75,28,5,1,710000.0,33000.0
Don Kern,21,TE,71,24,2,2,946000.0,521000.0
Neal Olkewicz,26,MLB,82,29,7,2,1091000.0,0.0
Rickey Jackson,27,OLB,92,28,5,2,1971000.0,0.0
Anthony Jones,21,TE,69,25,2,2,906000.0,293000.0
Shawn Burks,26,MLB,70,23,0,3,835000.0,0.0
Andre Tippett,22,OLB,90,26,4,5,9831000.0,1348000.0
Eric Swanson,21,WR,71,23,0,4,554000.0,1419000.0
Fredd Young,28,MLB,88,25,2,2,2815000.0,1759000.0
Carl Ekern,24,MLB,91,31,10,2,5451000.0,1606000.0
Steve Nelson,22,MLB,85,35,12,6,3677000.0,4632000.0
Mark Jerue,24,MLB,88,26,3,2,5631000.0,3815000.0
James Harbour,21,WR,70,23,0,4,503000.0,511000.0
Ali Haji-Sheikh,21,K,83,25,3,1,1187000.0,0.0
Brad Edelman,27,OG,81,26,4,1,1013000.0,580000.0
Jerome Foster,21,DE,71,26,2,2,498000.0,0.0
Mark Catano,21,OG,77,24,2,2,4091000.0,1907000.0
Stan David,21,MLB,70,24,1,1,802000.0,0.0
Pat Saindon,27,OG,72,25,0,3,1699000.0,0.0
Jack Squirek,21,OLB,73,27,4,3,1337000.0,0.0
Joe Conwell,21,OT,68,25,0,3,732000.0,415000.0
Gary Smith,21,OT,68,26,2,2,55000.0,48000.0
Doug Smith,30,DT,81,27,1,2,6960000.0,1110000.0
Larry McGrew,22,MLB,81,29,5,1,4898000.0,1555000.0
Reggie McKenzie,23,MLB,75,23,1,2,993000.0,75000.0
Eric Wilson,21,MLB,75,23,1,2,713000.0,350000.0
Andy Hendle,21,MLB,70,25,0,4,557000.0,196000.0
Evan Arapostathis,21,P,78,22,0,4,1022000.0,0.0
Scott Brunner,21,QB,74,29,6,2,2466000.0,0.0
Norm Tate,22,CB,67,22,0,3,750000.0,0.0
Toby Williams,22,DT,81,26,3,1,7345000.0,1636000.0
Irvin Fryar,22,WR,83,23,2,2,9010000.0,2430000.0
Cedric Jones,22,WR,76,26,4,1,4335000.0,467000.0
Paul Fairchild,22,OG,81,24,2,2,1117000.0,0.0
Gary Irwin,22,OG,76,32,10,1,639000.0,155000.0
Tony Collins,22,RB,82,27,5,2,4659000.0,579000.0
Dalton Hilliard,27,RB,79,22,0,4,1189000.0,622000.0
Greg Hawthorne,22,TE,77,30,7,3,3495000.0,0.0
Brian Holloway,22,OT,88,27,5,1,8056000.0,2921000.0
Hoby Brenner,27,TE,86,27,5,4,3329000.0,0.0
Dennis Owens,22,DT,76,26,4,1,3435000.0,355000.0
Mike Ruth,22,DT,71,22,0,3,781000.0,0.0
Robert Weathers,22,RB,75,26,4,2,1745000.0,584000.0
Vencie Glenn,22,S,77,21,0,4,811000.0,28000.0
Ernest Givins,30,WR,82,22,0,4,1081000.0,199000.0
Gene Profit,22,S,70,21,0,3,874000.0,0.0
Craig James,22,RB,79,25,2,2,870000.0,0.0
Reggie Dupard,22,RB,72,22,0,4,630000.0,113000.0
Steve Grogan,22,QB,81,33,11,3,2158000.0,40000.0
Brent Williams,22,DE,81,22,0,3,9909000.0,883000.0
Ben Thomas,22,DE,73,25,1,3,730000.0,0.0
Trevor Matich,22,OG,77,24,1,3,775000.0,0.0
Don Blackmon,22,OLB,90,28,5,4,5735000.0,1004000.0
Ed Williams,22,OLB,77,24,2,1,934000.0,1554000.0
Steve Moore,22,OT,80,25,3,1,958000.0,0.0
Roland James,22,S,85,28,6,4,2657000.0,123000.0
Jim Bowman,22,S,71,22,1,1,947000.0,48000.0
Greg Baty,22,TE,76,22,0,5,976000.0,644000.0
Willie Scott,22,TE,69,27,5,1,1077000.0,119000.0
Stephen Starring,22,WR,74,25,3,2,1031000.0,0.0
Derwin Williams,22,WR,68,25,1,2,1009000.0,0.0
Gerard Phelan,22,WR,64,23,0,3,606000.0,710000.0
Tony Franklin,22,K,89,29,7,4,2236000.0,2231000.0
Kenneth Sims,22,DE,80,26,4,5,7123000.0,7120000.0
Earl Cooper,23,RB,72,28,6,3,1001000.0,47000.0
Johnny Rembert,22,OLB,79,25,3,2,1829000.0,0.0
Steve Doig,22,OLB,73,26,3,1,1131000.0,0.0
Darryl Haley,22,OT,72,25,3,1,506000.0,0.0
Anthony Allen,25,WR,75,27,1,3,795000.0,16000.0
Art Plunkett,22,OT,74,27,5,1,1971000.0,189000.0
Ed Reynolds,22,MLB,76,24,3,1,841000.0,75000.0
Mel Black,22,MLB,71,24,0,3,782000.0,0.0
Rich Camarillo,22,P,95,26,5,6,2047000.0,756000.0
