Team,Position,Name,OverallRating,JerseyNum,Archetype,_Description,SpeedRating,AccelerationRating,StrengthRating,AgilityRating,AwarenessRating,CatchingRating,CarryingRating,ThrowPowerRating,KickPowerRating,KickAccuracyRating,RunBlockRating,PassBlockRating,TackleRating,BreakTackleRating,JumpingRating,KickReturnRating,InjuryRating,StaminaRating,ToughnessRating,TruckingRating,ChangeOfDirectionRating,BCVisionRating,StiffArmRating,SpinMoveRating,JukeMoveRating,ImpactBlockingRating,RunBlockPowerRating,RunBlockFinesseRating,PassBlockPowerRating,PassBlockFinesseRating,LeadBlockRating,BreakSackRating,ThrowUnderPressureRating,PowerMovesRating,FinesseMovesRating,BlockSheddingRating,PursuitRating,PlayRecognitionRating,ManCoverageRating,ZoneCoverageRating,RunningStyleRating,SpectacularCatchRating,CatchInTrafficRating,ShortRouteRunningRating,MediumRouteRunningRating,DeepRouteRunningRating,HitPowerRating,PressRating,ReleaseRating,ThrowAccuracyShortRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,PlayActionRating,ThrowOnTheRunRating,Height,Weight,Age,PLYR_BIRTHDATE,YearsPro,College,_TotalSalary,_SigningBonus,PLYR_HANDEDNESS,PLYR_PORTRAIT,PLYR_ASSETNAME
Eagles,QB,Tanner McKee,66,16,QB_FieldGeneral,,77,84,61,76,67,20,58,87,15,11,15,15,20,39,78,5,89,75,87,39,74,67,28,27,37,16,11,11,14,19,10,45,76,5,5,18,16,15,5,11,Default,10,12,12,11,10,15,5,16,83,79,75,76,80,78,231,26,36643,3,Stanford ,3830000,170000,Right,8265,McKeeTanner_22712
Eagles,REDG,Jonathan Greenard,85,52,DE_SmallerSpeedRusher,,86,87,81,81,90,63,56,23,21,18,45,45,83,24,75,20,85,80,82,32,72,48,44,43,47,86,45,45,45,45,27,16,11,76,87,83,85,89,42,52,Long Stride Bread Loaf,47,47,31,21,19,81,44,29,6,6,6,6,6,75,263,29,35575,6,Florida ,5370000,48010000,Right,305,GreenardJonathan_21131
Eagles,REDG,A.J. Epenesa,75,57,DE_RunStopper,,78,75,85,76,81,53,51,24,22,15,45,45,83,27,79,16,90,82,90,36,65,41,37,23,36,87,45,45,45,45,16,12,14,76,68,77,82,80,20,28,Long Stride Default,37,31,26,22,15,80,19,27,6,6,6,6,6,78,260,27,36053,6,Iowa ,1080000,0,Right,275,EpenesaAJ_20984
Eagles,REDG,Jalyx Hunt,74,58,DE_SmallerSpeedRusher,,84,90,77,79,76,30,27,30,14,12,45,40,79,34,89,10,90,78,83,44,72,52,45,45,48,77,45,45,40,40,25,22,12,77,73,74,80,75,56,58,Default Stride Loose,47,45,10,7,5,74,46,15,6,6,6,6,6,75,252,25,36963,2,Houston Christian ,4550000,1040000,Right,10112,HuntJalyx_1076
Eagles,RG,Tyler Steen,74,56,G_Agile,,64,73,91,59,76,24,23,26,12,11,77,79,48,10,73,10,94,86,85,22,59,23,17,10,10,83,75,79,77,80,69,10,7,51,45,52,53,47,12,13,Long Stride Awkward,15,10,10,8,6,51,10,12,10,8,6,6,6,78,321,26,36701,3,Alabama ,6550000,1320000,Right,2409,SteenTyler_22882
Eagles,RG,Micah Morris,68,76,G_Power,,69,77,89,64,62,29,23,12,27,24,71,73,37,10,73,10,88,87,89,26,53,11,14,10,10,82,74,72,74,71,78,16,14,31,30,32,34,26,14,16,Long Stride Awkward,25,19,18,5,5,26,10,12,6,6,6,6,6,77,334,23,37858,0,Georgia ,4370000,240000,Right,11194,MorrisMicah_16166
Eagles,RG,Drew Kendall,66,66,G_Power,,71,72,81,66,76,22,23,15,13,12,71,71,23,6,75,10,92,84,90,21,64,10,10,10,10,79,69,71,71,69,77,11,12,25,11,15,31,24,11,10,Long Stride Awkward,22,20,18,10,5,24,10,12,6,6,6,6,6,76,308,24,37222,1,Boston College ,4190000,330000,Right,10622,KendallDrew_15169
Eagles,RT,Lane Johnson,97,65,OT_Power,,76,77,93,74,99,64,67,65,25,22,97,95,60,30,82,10,82,88,91,65,58,60,55,50,54,95,98,96,95,92,96,39,41,53,60,56,55,29,12,20,Default,57,58,46,33,25,60,10,45,59,54,50,39,52,78,325,36,33001,13,Oklahoma ,5390000,71850000,Right,5902,JohnsonLane_927
Eagles,RT,Markel Bell,73,72,OT_Power,,64,66,87,64,76,24,30,12,10,12,74,78,27,16,73,10,89,81,86,24,56,11,14,10,10,86,77,76,79,77,81,12,12,10,10,25,24,22,13,15,Long Stride Awkward,17,15,14,5,5,42,10,18,6,6,6,6,6,81,346,22,38187,0,Miami ,5140000,2200000,Right,11190,BellMarkel_16333
Eagles,RT,Cameron Williams,66,73,OT_Power,,66,72,88,55,65,19,29,22,16,19,71,70,32,33,64,14,85,86,88,31,51,34,34,18,19,85,72,69,73,70,76,17,6,32,11,25,13,27,12,15,Long Stride Awkward,18,20,18,5,5,30,10,16,6,6,6,6,6,78,317,22,37910,1,Texas ,3750000,240000,Right,10779,WilliamsCameron_15166
Eagles,SAM,Jeremiah Trotter Jr,67,54,OLB_PassCoverage,,78,85,69,79,71,67,59,23,17,15,35,35,77,41,80,40,91,83,90,42,72,50,40,45,50,66,31,29,31,31,40,24,10,61,68,67,79,73,65,68,Default Stride Loose,64,63,31,27,23,87,55,31,13,13,9,13,14,72,230,23,37614,2,Clemson ,4010000,330000,Right,10271,TrotterJrJeremiah_14903
Eagles,SS,Marcus Epps,75,29,S_RunSupport,,87,87,63,87,76,67,57,27,18,17,35,35,72,53,91,60,88,94,85,30,81,63,48,62,70,55,33,34,33,34,18,11,10,32,43,61,79,77,67,72,Short Stride Loose,57,57,38,30,26,84,66,28,14,12,10,6,6,73,198,30,35091,7,Wyoming ,1300000,250000,Right,120,EppsMarcus_20737
Eagles,SS,Michael Carter II,74,35,S_Hybrid,,91,92,55,85,77,68,54,27,18,17,35,35,56,39,85,49,89,89,85,28,82,52,25,65,72,38,35,35,35,35,15,15,10,30,36,47,71,79,77,75,Short Stride Loose,66,44,22,16,11,45,72,27,6,6,6,6,6,70,184,27,36227,5,Duke ,1210000,200000,Right,1348,CarterIIMichael_21697
Eagles,SS,J.T. Gray,62,48,S_Zone,,90,89,65,80,57,62,58,31,17,14,35,35,72,51,81,60,91,86,81,54,79,58,61,59,66,53,35,35,35,35,10,27,10,40,46,54,80,54,56,63,Default Stride Loose,62,51,30,20,15,76,61,26,6,6,6,6,6,72,202,30,35082,8,Mississippi St. ,1300000,180000,Right,9786,GrayJT_13846
Eagles,TE,Dallas Goedert,89,88,TE_VerticalThreat,,86,85,78,82,94,90,73,27,19,15,74,61,37,76,85,20,88,90,85,76,73,81,81,73,76,61,68,73,58,60,50,15,15,10,10,30,35,15,10,17,Long Stride Loose,85,84,80,74,70,28,10,82,15,10,5,5,10,77,256,31,34702,8,S. Dakota St. ,1300000,8880000,Right,8901,GoedertDallas_13128
Eagles,TE,Eli Stowers,72,87,TE_VerticalThreat,,89,91,73,85,64,84,75,86,29,28,56,54,28,70,97,44,86,85,87,58,83,69,66,62,71,53,51,55,53,54,48,70,68,27,23,25,26,26,15,20,Long Stride Default,83,77,66,63,57,28,18,70,74,69,67,76,72,76,239,23,37726,0,Vanderbilt ,5940000,2920000,Right,11196,StowersEli_16355
Eagles,TE,Grant Calcaterra,69,81,TE_VerticalThreat,,84,89,72,79,73,83,75,25,18,13,57,58,30,58,80,10,79,86,84,64,77,72,61,62,66,57,53,55,55,58,57,17,13,10,10,23,23,22,12,15,Long Stride Default,75,72,68,63,60,22,15,66,15,10,6,6,10,76,240,27,36133,4,SMU ,1810000,180000,Right,2067,CalcaterraGrant_22101
Eagles,TE,Johnny Mundt,68,83,TE_Possession,,83,84,74,76,74,79,71,25,22,20,64,60,33,63,74,10,83,81,84,69,74,66,71,57,61,60,56,60,58,54,50,18,10,22,16,26,33,24,14,24,Long Stride Default,76,76,66,60,56,30,10,63,6,6,6,6,6,76,245,31,34661,9,Oregon ,1300000,40000,Right,9248,MundtJohnny_13038
Eagles,WILL,Zack Baun,92,53,OLB_PassCoverage,,89,87,80,83,94,66,61,47,21,19,45,45,93,46,79,10,93,93,90,34,74,58,41,58,68,87,44,44,43,44,19,52,40,72,79,77,94,94,75,84,Default Stride Loose,54,43,30,22,16,86,56,18,46,40,33,41,45,74,225,29,35429,6,Wisconsin ,3720000,20080000,Right,87,BaunZack_21142
Eagles,WILL,Smael Mondon Jr,69,42,OLB_RunStopper,,86,92,70,83,68,52,59,26,21,17,45,45,81,37,82,10,85,86,92,41,78,48,41,45,46,70,45,45,45,45,22,32,19,51,53,68,80,67,56,65,Default Stride High and Tight,48,47,28,25,22,80,50,23,25,22,19,16,30,74,224,23,37665,1,Georgia ,4190000,370000,Right,10667,MondonJrSmael_15247
Eagles,WR,DeVonta Smith,92,6,WR_Slot,,92,95,49,93,96,96,74,31,18,15,42,31,36,73,89,82,90,92,87,46,94,91,58,77,83,38,19,25,21,19,24,19,19,11,14,38,52,24,29,36,Default,90,86,92,90,91,31,19,86,25,19,14,19,17,72,170,27,36113,5,Alabama ,6080000,55110000,Right,1369,SmithDeVonta_21761
Eagles,WR,Marquise Brown,78,0,WR_Playmaker,,94,92,44,94,73,86,72,42,19,16,38,23,18,72,85,78,86,89,86,25,90,86,52,76,86,33,10,11,10,10,19,17,14,10,10,19,22,16,17,27,Short Stride Default,83,80,76,77,78,12,12,76,30,20,15,6,15,69,170,29,35585,7,Oklahoma ,1300000,740000,Right,9402,BrownMarquise_20497
Eagles,WR,Makai Lemon,76,9,WR_Playmaker,,89,91,69,92,73,84,76,62,30,29,48,30,42,78,87,79,92,90,89,46,92,85,58,78,85,43,31,34,32,28,25,43,37,25,27,33,42,35,36,40,Short Stride Default,79,80,77,78,73,38,29,72,58,54,57,40,49,71,194,22,38140,0,USC ,4370000,16410000,Right,11193,LemonMakai_1883
Eagles,WR,Dontayvion Wicks,76,13,WR_Playmaker,,89,88,60,87,80,83,71,53,24,20,42,23,29,75,90,40,86,80,85,46,86,84,50,74,82,43,18,24,24,18,22,36,40,10,10,20,31,16,10,10,Long Stride Default,82,82,79,79,79,21,16,73,45,39,35,31,44,73,206,25,37058,3,Virginia ,2400000,4000000,Left,2476,WicksDontayvion_22772
Eagles,WR,Elijah Moore,75,19,WR_Playmaker,,91,90,59,92,68,83,76,36,16,13,41,27,24,75,84,77,86,87,86,43,92,86,39,78,87,41,24,29,18,14,23,21,20,10,10,25,31,16,12,17,Default Stride Loose,82,83,73,73,73,15,18,66,15,10,10,18,10,70,178,26,36612,5,Ole Miss ,1210000,100000,Right,1162,MooreElijah_21599
Eagles,WR,Quez Watkins,69,86,WR_DeepThreat,,92,93,41,84,65,84,72,24,16,12,38,27,29,75,87,79,87,86,78,36,82,79,49,73,75,41,29,20,10,10,24,27,16,10,10,20,38,16,12,16,Short Stride Default,78,78,72,71,73,21,13,66,15,10,6,6,18,72,193,28,35955,6,Southern Miss ,1210000,0,Right,651,WatkinsQuez_20945
Eagles,WR,Darius Cooper,68,80,WR_Playmaker,,89,91,65,81,64,80,72,32,23,22,48,30,35,73,88,54,91,88,87,43,85,77,50,70,77,44,30,35,27,33,26,20,21,11,11,24,32,24,18,26,Default,79,79,72,73,75,34,22,68,20,17,12,21,20,71,210,24,37217,1,Tarleton State ,2880000,0,Right,11088,CooperDarius_4727
Eagles,WR,Danny Gray,68,82,WR_Playmaker,,94,93,58,88,57,76,74,22,16,12,40,29,22,76,82,77,83,78,75,50,83,81,57,73,79,40,21,27,15,13,27,21,18,10,10,24,32,13,10,15,Default,80,78,69,68,69,21,10,65,15,10,6,6,10,72,200,27,36251,4,SMU ,2120000,0,Right,1741,GrayDanny_22087
Eagles,WR,Johnny Wilson,68,89,WR_Playmaker,,88,90,70,82,71,78,72,27,19,15,46,46,31,76,92,29,82,83,80,63,84,77,59,69,77,50,35,27,30,27,33,25,18,10,10,29,30,13,15,18,Long Stride Default,82,78,71,70,71,32,20,72,15,10,6,6,10,79,231,25,36984,2,Florida State ,2290000,0,Right,10301,WilsonJohnny_14658
Eagles,WR,Britain Covey,65,18,WR_Playmaker,,88,92,41,91,62,77,73,48,16,15,31,22,22,74,78,88,83,82,85,27,90,84,33,65,74,30,20,21,18,16,16,56,28,10,10,16,32,16,14,15,Short Stride Loose,71,73,66,64,59,15,10,53,50,49,44,45,57,68,173,29,35507,4,Utah ,2310000,0,Right,3037,CoveyBritain_22507
Falcons,C,Ryan Neuzil,82,64,C_Agile,,69,71,85,69,91,50,57,21,57,52,89,81,22,45,72,10,95,92,84,47,59,51,47,36,41,76,87,91,78,82,78,12,10,10,10,22,29,25,6,10,Default Stride Awkward,48,50,46,44,39,35,10,51,7,6,5,6,7,75,301,29,35642,5,Appalach. St. ,5150000,4350000,Left,4792,NeuzilRyan_21846
Falcons,C,James Brockermeyer,64,66,C_Power,,62,70,83,53,74,22,24,22,18,15,72,68,25,9,71,10,86,86,87,22,57,16,15,10,10,76,69,73,70,66,80,12,14,15,10,24,26,35,11,13,Default Stride Awkward,15,10,10,5,5,24,10,15,6,6,6,6,6,75,298,24,37431,0,Miami ,2870000,260000,Right,0,BrockermeyerJames_16193
Falcons,C,Corey Levin,64,62,C_Power,,63,65,84,62,73,25,22,16,21,23,67,72,32,12,67,11,89,82,83,38,52,25,31,15,23,81,69,65,73,70,78,12,10,10,10,28,35,25,15,20,Default Stride Awkward,18,23,18,8,5,36,10,14,6,6,6,6,6,76,307,32,34558,8,Tenn-Chat ,1300000,180000,Right,8640,LevinCorey_12763
Falcons,CB,A.J. Terrell Jr,88,24,CB_Zone,,91,91,60,89,91,70,58,22,19,12,35,35,63,58,85,40,91,92,83,35,89,67,47,66,75,50,35,35,35,35,19,15,13,28,43,50,76,92,87,91,Default Stride Loose,62,55,31,26,20,56,95,38,6,6,6,6,6,73,195,27,36061,6,Clemson ,42840000,45000000,Right,610,TerrellAJ_21002
Falcons,CB,Mike Hughes,75,21,CB_Zone,,88,89,66,90,77,76,72,23,22,24,35,35,64,63,85,82,85,88,84,44,87,73,41,73,81,57,35,35,35,35,15,17,18,23,31,47,72,77,73,78,Short Stride Default,74,69,35,30,26,69,82,24,6,6,6,6,6,70,189,29,35472,8,UCF ,10960000,6750000,Right,8929,HughesMike_13148
Falcons,CB,Clark Phillips III,75,22,CB_MantoMan,,89,94,60,89,74,76,57,23,13,11,35,35,55,65,80,55,92,91,81,30,90,76,58,70,75,41,35,35,35,35,18,12,15,31,39,41,70,77,78,74,Default Stride Loose,67,64,29,24,21,58,62,28,15,12,10,8,7,70,183,24,37244,3,Utah ,6360000,770000,Right,2354,PhillipsIIIClark_23035
Falcons,CB,Avieon Terrell,75,12,CB_Slot,,88,91,61,91,77,72,64,25,18,16,35,35,70,56,82,57,90,88,85,32,88,65,36,64,72,48,35,35,35,35,16,19,10,34,38,51,74,76,70,73,Default Stride Loose,63,65,52,47,42,67,70,43,6,6,6,6,6,71,184,21,38363,0,Clemson ,6340000,3920000,Right,11202,TerrellAvieon_16270
Falcons,CB,Billy Bowman Jr,73,33,CB_Zone,,92,92,61,89,70,70,62,24,19,15,35,35,63,54,85,81,89,90,90,46,88,66,44,58,64,58,35,35,35,35,25,15,12,38,38,52,78,67,71,76,Default Stride High and Tight,62,59,36,31,27,75,66,34,6,6,6,6,6,70,192,23,37650,1,Oklahoma ,4050000,970000,Right,10496,BowmanJrBilly_15332
Falcons,CB,Mike Ford Jr,72,28,CB_MantoMan,,89,91,58,91,71,69,62,29,21,15,35,35,49,55,93,60,85,87,76,32,86,68,35,68,75,45,35,35,35,35,15,15,15,40,45,51,74,70,75,69,Default Stride Loose,63,56,46,36,29,57,71,44,6,6,6,6,6,72,195,31,34915,8,SE Missouri St. ,2810000,1180000,Right,9774,FordMike_13881
Falcons,CB,Darnay Holmes,71,30,CB_MantoMan,,89,88,56,89,73,75,62,29,16,14,35,35,53,48,87,78,88,89,87,33,87,66,42,68,74,44,35,35,35,35,18,10,10,36,45,47,73,72,73,72,Short Stride Loose,72,62,55,51,47,57,71,40,6,6,6,6,6,70,195,28,35969,6,UCLA ,1210000,0,Right,365,HolmesDarnay_21006
Falcons,CB,C.J. Henderson,70,26,CB_MantoMan,,91,90,64,88,72,64,57,27,18,17,25,25,52,51,89,45,85,89,86,31,87,60,34,68,73,54,33,34,33,34,18,14,14,38,43,44,67,69,69,70,Default Stride Loose,61,54,34,32,28,57,71,35,6,6,6,6,6,73,205,27,36068,6,Florida ,2380000,0,Right,342,HendersonCJ_21004
Falcons,CB,Cobee Bryant,65,37,CB_MantoMan,,88,92,62,79,60,69,60,26,13,15,35,30,48,50,85,51,86,87,86,27,83,62,32,60,69,40,35,35,30,30,15,13,10,26,31,47,70,58,69,71,Default Stride Loose,68,59,33,27,21,55,70,24,6,6,6,6,6,72,180,24,37151,1,Kansas ,1840000,0,Right,10506,BryantCobee_15310
Falcons,CB,Natrone Brooks,63,35,CB_Zone,,88,90,50,82,66,71,63,29,14,12,30,25,56,51,76,50,90,85,82,30,79,64,29,64,72,43,30,30,25,25,10,16,16,26,34,45,71,63,63,65,Default Stride Loose,68,62,27,23,21,57,63,20,29,24,18,15,22,70,175,26,36505,3,Southern Miss ,1070000,0,Right,10878,BrooksNatrone_1444
Falcons,DT,Da'Shawn Hand,74,90,DT_NoseTackle,,76,76,88,56,69,27,28,22,33,16,45,45,84,17,77,10,82,73,85,34,53,26,32,23,29,88,45,45,45,45,20,12,14,74,62,78,79,71,20,28,Long Stride Loose,18,20,15,8,4,79,20,13,6,6,6,6,6,75,302,30,35017,8,Alabama ,1500000,1500000,Right,8910,HandDaShawn_13241
Falcons,DT,Brandon Dorlus,73,54,DT_NoseTackle,,77,82,84,70,73,35,26,22,21,19,44,44,79,12,75,9,88,85,89,38,52,28,31,25,29,87,44,45,45,44,14,12,16,77,72,79,78,70,22,29,Default Stride Awkward,20,17,13,6,3,81,23,17,6,6,6,6,6,75,295,25,36972,2,Oregon ,4010000,810000,Right,10058,DorlusBrandon_14768
Falcons,DT,Zach Harrison,73,96,DT_PowerRusher,,83,87,81,73,74,46,35,23,15,12,45,40,81,34,83,10,88,72,83,45,61,46,64,37,44,85,45,45,40,40,32,26,12,78,69,76,76,71,35,44,Long Stride Loose,49,41,29,26,24,85,44,32,20,14,13,5,22,78,272,25,37117,3,Ohio State ,4500000,1050000,Right,2182,HarrisonZach_22920
Falcons,DT,Maason Smith,69,92,DT_NoseTackle,,72,75,83,64,64,39,46,28,30,20,45,45,84,14,76,10,83,80,86,54,58,38,52,45,35,84,45,45,45,45,14,12,15,72,71,77,79,62,24,47,Long Stride Awkward,15,10,10,3,2,81,19,20,6,6,6,6,6,78,310,23,37542,2,LSU ,5140000,2850000,Right,10250,SmithMaason_14859
Falcons,DT,LaCale London,68,94,DT_NoseTackle,,71,76,83,66,69,25,28,24,22,15,45,45,78,15,79,16,87,73,81,26,50,22,29,18,20,80,45,45,45,45,20,12,14,73,61,74,76,71,16,22,Long Stride Loose,16,16,10,5,3,78,12,13,6,6,6,6,6,75,297,29,35647,6,W. Illinois ,1750000,940000,Right,970,LondonLaCale_21951
Falcons,DT,Anterio Thompson,67,98,DT_NoseTackle,,78,76,88,58,64,36,43,27,14,23,45,45,79,17,73,10,82,71,84,46,68,27,32,30,29,80,45,45,45,45,22,12,10,69,63,72,75,61,29,16,Default Stride Awkward,26,29,14,12,2,79,45,26,6,6,6,6,6,74,306,23,37558,0,Washington ,4370000,240000,Right,11343,ThompsonAnterio_10197
Falcons,DT,Chris Williams,64,93,DT_NoseTackle,,66,72,84,57,60,28,36,14,21,17,45,45,78,19,68,10,88,71,78,38,46,19,17,10,10,81,45,45,45,45,37,12,12,72,54,70,75,62,13,15,Default Stride Awkward,15,15,15,7,3,81,10,15,6,6,6,6,6,74,302,28,35962,5,Wagner College ,1500000,500000,Right,3182,WilliamsChris_21993
Falcons,FS,Jessie Bates III,94,3,S_Zone,,90,90,59,87,96,83,69,25,18,12,35,35,81,48,85,78,92,97,88,41,84,77,36,69,78,61,35,35,35,35,20,10,23,25,37,56,93,95,85,93,Default,70,65,20,15,10,85,66,13,10,10,10,10,10,73,210,29,35487,8,Wake Forest ,17350000,39170000,Right,8815,BatesIIIJessie_13202
Falcons,FS,DeMarcco Hellams,69,23,S_RunSupport,,87,92,70,76,69,71,68,38,25,15,35,35,75,67,76,67,91,87,85,52,74,74,52,64,73,64,35,35,35,35,35,42,23,45,49,63,75,67,65,65,Default Stride Loose,71,65,55,49,47,84,71,52,35,31,25,21,38,73,203,26,36682,3,Alabama ,3410000,90000,Right,2185,HellamsDeMarcco_23050
Falcons,FS,Darren Hall,66,41,S_Zone,,89,90,60,78,68,65,53,27,21,15,35,35,59,40,91,50,86,89,84,42,83,48,39,58,66,43,35,35,35,35,21,10,16,41,48,45,66,69,62,69,Short Stride Loose,63,59,21,11,10,63,70,39,6,6,6,6,6,72,195,26,36648,5,San Diego St. ,1210000,0,Right,1217,HallDarren_21487
Falcons,HB,Bijan Robinson,95,7,HB_ElusiveBack,,93,92,81,92,89,75,91,37,23,19,46,51,36,93,90,71,94,95,90,84,95,92,82,93,97,51,40,39,46,39,49,37,22,10,10,32,37,22,13,15,Default,61,63,72,66,61,34,18,66,36,31,23,20,30,71,215,24,37286,3,Texas ,15150000,18110000,Left,2613,RobinsonBijan_22690
Falcons,HB,Brian Robinson Jr,78,15,HB_PowerBack,,87,90,81,79,75,65,94,29,19,17,38,54,39,85,78,73,92,88,89,86,76,85,83,70,83,43,25,31,40,35,42,29,13,11,12,38,45,15,12,17,Default,44,43,52,45,37,39,13,47,29,20,18,18,18,73,228,27,36221,4,Alabama ,1210000,1280000,Right,1918,RobinsonJrBrian_22055
Falcons,HB,Tyler Goodson,68,25,HB_ElusiveBack,,91,92,57,87,65,67,81,30,25,21,27,42,24,73,81,56,86,82,73,50,84,73,74,76,81,35,17,15,24,20,34,35,11,10,10,20,37,20,18,20,Short Stride Default,58,60,62,54,45,22,20,43,25,20,15,15,15,69,197,25,36840,4,Iowa ,1140000,0,Right,1736,GoodsonTyler_22325
Falcons,HB,Nate Carter,67,38,HB_ElusiveBack,,91,89,74,79,68,67,85,25,15,14,37,45,36,77,87,65,89,84,88,78,85,76,71,76,77,36,31,26,25,28,32,22,11,20,26,33,38,29,15,20,Default,51,49,59,52,44,37,22,47,21,15,12,13,15,70,202,24,37398,1,Michigan St. ,2960000,0,Right,11075,CarterNate_4722
Falcons,K,Nick Folk,85,6,KP_Accurate,,66,64,59,54,68,40,50,55,94,98,15,15,25,15,50,10,85,78,65,10,43,25,15,20,25,20,21,26,16,17,15,20,13,15,20,25,35,25,15,20,Default Stride Awkward,12,10,10,10,10,12,10,12,35,30,25,20,20,73,222,41,30991,18,Arizona ,4980000,4020000,Right,1128,FolkNick_28142
Falcons,LEDG,Jalon Walker,79,11,DE_SmallerSpeedRusher,,86,92,80,85,73,51,49,21,27,25,45,45,84,30,81,35,88,73,85,29,76,47,32,43,51,70,45,45,45,45,38,25,27,70,79,76,84,73,36,48,Default Stride Loose,40,39,39,33,28,78,36,36,18,18,18,25,16,73,243,22,38041,1,Georgia ,4190000,16340000,Right,10766,WalkerJalon_15265
Falcons,LEDG,Azeez Ojulari,73,51,DE_SmallerSpeedRusher,,85,89,77,79,72,50,53,23,14,12,45,45,76,33,74,10,78,83,82,33,72,48,40,39,46,87,45,45,45,45,29,12,14,67,74,74,81,75,43,51,Default Stride Loose,48,44,29,24,19,80,32,31,6,6,6,6,6,75,240,26,36693,5,Georgia ,1210000,180000,Right,1032,OjulariAzeez_21509
Falcons,LEDG,Cameron Thomas,70,99,DE_PowerRusher,,78,83,77,82,65,39,41,22,15,14,45,45,83,33,81,10,93,78,85,34,72,41,39,36,39,87,45,45,45,45,26,15,9,73,66,75,82,64,25,35,Default Stride Loose,37,38,34,31,28,78,18,34,6,6,6,6,6,76,267,26,36532,4,San Diego St. ,1500000,1590000,Right,2644,ThomasCameron_22312
Falcons,LG,Matthew Bergeron,76,65,G_Power,,63,75,89,71,78,31,28,23,33,31,82,76,30,9,75,10,93,86,88,29,59,17,24,11,17,86,78,84,79,74,79,12,14,20,15,25,21,13,10,9,Default Stride Awkward,12,10,25,14,10,35,10,19,6,6,6,6,6,77,315,26,36582,3,Syracuse ,7380000,3530000,Right,1458,BergeronMatthew_22878
Falcons,LG,Layden Robinson,72,73,G_Power,,72,72,88,60,80,40,40,21,11,10,74,66,36,31,67,10,91,85,85,33,56,35,30,25,25,84,75,77,74,69,83,13,7,10,10,16,24,26,11,11,Default Stride Awkward,30,35,22,21,11,39,10,15,8,5,5,9,8,76,315,25,37014,2,Texas AM ,1000000,0,Right,10232,RobinsonLayden_14729
Falcons,LG,Kyle Hinton,63,68,G_Agile,,74,75,87,59,63,39,40,30,25,25,64,67,37,5,83,10,89,81,86,15,55,10,10,10,10,81,63,66,65,69,83,12,13,33,22,30,29,30,12,15,Default Stride Awkward,12,10,21,13,5,38,10,12,6,6,6,6,6,74,315,28,35853,6,Washburn ,3890000,1850000,Right,1450,HintonKyle_24426
Falcons,LS,Liam McCullough,64,49,LS_Accurate,,75,78,64,63,55,55,66,39,19,17,45,55,56,27,72,10,90,72,74,38,54,29,44,29,36,68,43,39,49,54,59,11,12,10,10,44,48,35,20,20,Default Stride Awkward,44,49,45,38,34,52,15,20,24,18,10,7,5,74,247,29,35586,5,Ohio State ,4870000,890000,Right,2594,McCulloughLiam_22504
Falcons,LT,Jake Matthews,89,70,OT_PassProtector,,70,71,86,67,93,40,45,25,22,20,78,91,45,23,75,10,98,94,87,37,55,28,20,15,10,85,76,80,93,89,80,12,13,35,30,40,50,30,12,15,Default Stride Awkward,25,35,28,18,10,40,10,35,6,6,6,6,6,77,309,34,33645,12,Texas AM ,41000000,44050000,Right,6514,MatthewsJake_12349
Falcons,LT,Wanya Morris,69,79,OT_Agile,,69,70,83,63,74,23,20,21,12,10,77,71,30,11,71,10,86,84,87,28,57,13,22,12,15,77,73,82,74,68,86,14,7,10,10,33,36,10,12,12,Long Stride Awkward,15,17,16,7,5,29,13,15,7,7,7,6,7,77,307,25,36809,3,Oklahoma ,4350000,1040000,Right,2321,MorrisWanya_22869
Falcons,LT,Storm Norton,63,77,OT_Agile,Falcons IR,64,70,82,67,79,27,22,30,22,21,72,63,29,8,71,10,90,85,86,33,52,14,27,10,10,81,68,75,65,62,83,12,10,25,15,39,29,20,13,15,Default Stride Awkward,15,22,15,15,15,20,10,21,6,6,6,6,6,79,310,32,34470,9,Toledo ,1820000,370000,Right,9254,NortonStorm_13013
Falcons,LT,Brandon Walton,63,67,OT_Power,,61,56,85,55,73,25,28,20,14,14,68,69,25,10,65,15,88,77,79,30,47,25,29,13,15,80,67,69,71,66,78,12,11,24,25,28,24,25,10,12,Long Stride Awkward,12,10,10,5,5,27,10,15,6,6,6,6,6,77,300,28,35872,5,FAU ,1140000,0,Right,2659,WaltonBrandon_22578
Falcons,MIKE,Divine Deablo,81,0,MLB_PassCoverage,,88,86,69,83,83,73,62,23,14,11,35,35,87,56,82,54,86,85,91,48,74,66,53,63,70,68,35,35,35,35,36,21,18,45,48,67,87,81,72,78,Long Stride Default,69,65,52,48,45,89,72,56,6,6,6,6,6,75,226,28,36024,5,Virginia Tech ,7320000,6540000,Right,1329,DeabloDivine_21667
Falcons,MIKE,Troy Andersen,70,44,MLB_FieldGeneral,,90,93,68,86,76,67,76,53,24,21,56,53,81,71,86,10,85,85,86,63,84,76,58,55,65,79,54,57,54,52,59,63,39,40,45,68,80,72,54,58,Long Stride Default,57,58,35,30,24,84,55,37,51,46,44,53,55,76,245,27,36273,4,Montana State ,1210000,0,Right,1133,AndersenTroy_22194
