team,name,pgm3_pos,years_pro,rating,potential,headroom
philadelphia-eagles,Claude Humphrey,DE,11,89,89,0
philadelphia-eagles,Deac Sanders,S,4,65,66,1
philadelphia-eagles,Dennis Harrison,DE,1,83,87,4
philadelphia-eagles,Earl Carr,RB,1,62,66,4
philadelphia-eagles,Frank LeMaster,MLB,5,75,76,1
philadelphia-eagles,Guy Morriss,C,6,78,78,0
philadelphia-eagles,Harold Carmichael,WR,8,91,91,0
philadelphia-eagles,Herman Edwards,CB,2,81,84,3
philadelphia-eagles,Jerrold McRae,WR,1,57,61,4
philadelphia-eagles,Jerry Robinson,OLB,0,73,77,4
philadelphia-eagles,Jerry Sisemore,OT,6,90,90,0
philadelphia-eagles,John Bunting,OLB,7,76,76,0
philadelphia-eagles,John Sciarra,S,1,69,73,4
philadelphia-eagles,John Spagnola,TE,0,71,75,4
philadelphia-eagles,John Walton,QB,3,68,70,2
philadelphia-eagles,Keith Krepfle,TE,4,78,79,1
philadelphia-eagles,Ken Clarke,DT,1,72,76,4
philadelphia-eagles,Larry Barnes,RB,2,76,79,3
philadelphia-eagles,Lem Burnham,DE,2,62,65,3
philadelphia-eagles,Leroy Harris,RB,2,82,85,3
philadelphia-eagles,Louie Giammona,RB,3,69,71,2
philadelphia-eagles,Manny Sistrunk,DT,5,70,71,1
philadelphia-eagles,Mark Slater,OT,1,62,66,4
philadelphia-eagles,Max Runager,P,0,76,80,4
philadelphia-eagles,Petey Perot,OG,0,68,72,4
philadelphia-eagles,Randy Logan,S,6,81,81,0
philadelphia-eagles,Ray Phillips,OLB,2,63,66,3
philadelphia-eagles,Reggie Wilkes,OLB,1,77,81,4
philadelphia-eagles,Richard Blackmore,CB,0,60,64,4
philadelphia-eagles,Ron Jaworski,QB,4,92,93,1
philadelphia-eagles,Rufus Mayes,OT,10,73,73,0
philadelphia-eagles,Scott Fitzkee,WR,0,66,70,4
philadelphia-eagles,Stan Walters,OT,7,87,87,0
philadelphia-eagles,Terry Tautolo,MLB,3,66,68,2
philadelphia-eagles,Tony Franklin,K,0,89,93,4
philadelphia-eagles,Wade Key,OG,9,71,71,0
philadelphia-eagles,Wally Henry,WR,2,66,69,3
philadelphia-eagles,Wilbert Montgomery,RB,2,87,90,3
philadelphia-eagles,Woody Peoples,OG,10,71,71,0
pittsburgh-steelers,Anthony Anderson,RB,0,65,69,4
pittsburgh-steelers,Bennie Cunningham,TE,3,82,84,2
pittsburgh-steelers,Craig Colquitt,P,1,78,82,4
pittsburgh-steelers,Dennis Winston,OLB,2,84,87,3
pittsburgh-steelers,Donnie Shell,S,5,95,96,1
pittsburgh-steelers,Dwayne Woodruff,CB,0,68,72,4
pittsburgh-steelers,Dwight White,DE,8,70,70,0
pittsburgh-steelers,Franco Harris,RB,7,86,86,0
pittsburgh-steelers,Gary Dunn,DT,3,72,74,2
pittsburgh-steelers,Gerry Mullins,OG,8,80,80,0
pittsburgh-steelers,Greg Hawthorne,RB,0,68,72,4
pittsburgh-steelers,J.T. Thomas,S,6,75,75,0
pittsburgh-steelers,Jack Ham,OLB,8,97,97,0
pittsburgh-steelers,Jack Lambert,MLB,4,98,99,1
pittsburgh-steelers,Jim Smith,WR,2,71,74,3
pittsburgh-steelers,Joe Greene,DT,10,93,93,0
pittsburgh-steelers,John Banaszak,DE,4,75,76,1
pittsburgh-steelers,John Stallworth,WR,5,98,99,1
pittsburgh-steelers,Jon Kolb,OT,10,94,94,0
pittsburgh-steelers,L.C. Greenwood,DE,10,95,95,0
pittsburgh-steelers,Larry Anderson,CB,1,57,61,4
pittsburgh-steelers,Larry Brown,OT,1,72,76,4
pittsburgh-steelers,Loren Toews,OLB,6,74,74,0
pittsburgh-steelers,Lynn Swann,WR,5,96,97,1
pittsburgh-steelers,Matt Bahr,K,0,54,58,4
pittsburgh-steelers,Mel Blount,CB,9,94,94,0
pittsburgh-steelers,Mike Kruczek,QB,3,72,74,2
pittsburgh-steelers,Mike Wagner,S,8,67,67,0
pittsburgh-steelers,Mike Webster,C,5,92,93,1
pittsburgh-steelers,Randy Grossman,TE,5,76,77,1
pittsburgh-steelers,Rick Moser,RB,1,67,71,4
pittsburgh-steelers,Robin Cole,MLB,2,73,76,3
pittsburgh-steelers,Rocky Bleier,RB,10,83,83,0
pittsburgh-steelers,Ron Johnson,CB,1,81,85,4
pittsburgh-steelers,Sam Davis,OG,12,85,85,0
pittsburgh-steelers,Sidney Thornton,RB,2,83,86,3
pittsburgh-steelers,Steve Courson,OG,2,80,83,3
pittsburgh-steelers,Steve Furness,DT,7,74,74,0
pittsburgh-steelers,Ted Petersen,C,2,55,58,3
pittsburgh-steelers,Terry Bradshaw,QB,9,98,98,0
pittsburgh-steelers,Theo Bell,WR,3,69,71,2
pittsburgh-steelers,Thom Dornbrook,OT,0,52,56,4
pittsburgh-steelers,Tom Beasley,DE,1,64,68,4
pittsburgh-steelers,Tom Graves,OLB,0,56,60,4
pittsburgh-steelers,Zack Valentine,OLB,0,58,62,4
san-diego-chargers,Artie Owens,WR,3,68,70,2
san-diego-chargers,Billy Shields,OT,4,84,85,1
san-diego-chargers,Bo Matthews,RB,5,63,64,1
san-diego-chargers,Bob Horn,MLB,3,72,74,2
san-diego-chargers,Bob Klein,TE,11,76,76,0
san-diego-chargers,Bob Rush,C,2,64,67,3
san-diego-chargers,Charles DeJurnett,DT,3,74,76,2
san-diego-chargers,Charlie Joiner,WR,10,88,88,0
san-diego-chargers,Clarence Williams,RB,2,65,68,3
san-diego-chargers,Cliff Olander,QB,2,53,56,3
san-diego-chargers,Cliff Thrift,MLB,0,61,65,4
san-diego-chargers,Dan Audick,OT,2,66,69,3
san-diego-chargers,Dan Fouts,QB,6,96,96,0
san-diego-chargers,Don Goode,OLB,5,68,69,1
san-diego-chargers,Don Macek,C,3,81,83,2
san-diego-chargers,Don Woods,RB,5,64,65,1
san-diego-chargers,Doug Wilkerson,OG,9,88,88,0
san-diego-chargers,Ed White,OG,10,96,96,0
san-diego-chargers,Frank Duncan,S,0,63,67,4
san-diego-chargers,Fred Dean,DE,4,85,86,1
san-diego-chargers,Gary Johnson,DT,4,79,80,1
san-diego-chargers,Glen Edwards,S,8,77,77,0
san-diego-chargers,Greg McCrary,TE,3,64,66,2
san-diego-chargers,Hal Stringert,CB,4,65,66,1
san-diego-chargers,Hank Bauer,RB,2,72,75,3
san-diego-chargers,James Harris,QB,8,76,76,0
san-diego-chargers,Jeff West,P,4,73,74,1
san-diego-chargers,Jerome Dove,CB,2,65,68,3
san-diego-chargers,John Floyd,WR,0,66,70,4
san-diego-chargers,John Jefferson,WR,1,88,92,4
san-diego-chargers,John Lee,DE,3,64,66,2
san-diego-chargers,Kellen Winslow,TE,0,72,76,4
san-diego-chargers,Larry Burton,WR,3,66,68,2
san-diego-chargers,Leroy Jones,DE,3,71,73,2
san-diego-chargers,Linden King,OLB,1,66,70,4
san-diego-chargers,Louie Kelcher,DT,4,87,88,1
san-diego-chargers,Lydell Mitchell,RB,7,85,85,0
san-diego-chargers,Mike Fuller,S,4,77,78,1
san-diego-chargers,Mike Thomas,RB,4,83,84,1
san-diego-chargers,Mike Williams,CB,4,74,75,1
san-diego-chargers,Mike Wood,K,1,79,83,4
san-diego-chargers,Pete Shaw,S,2,75,78,3
san-diego-chargers,Ralph Perretta,OG,4,69,70,1
san-diego-chargers,Ray Preston,OLB,3,70,72,2
san-diego-chargers,Rolf Benirschke,K,2,89,92,3
san-diego-chargers,Roy Gerela,K,10,52,52,0
san-diego-chargers,Russ Washington,OT,11,94,94,0
san-diego-chargers,Wilbur Young,DE,8,69,69,0
san-diego-chargers,Willie Buchanon,CB,3,83,85,2
san-diego-chargers,Woodrow Lowe,OLB,3,81,83,2
san-francisco-49ers,Al Cowlings,DE,8,52,52,0
san-francisco-49ers,Archie Reese,DE,1,62,66,4
san-francisco-49ers,Bob Bruer,TE,0,66,70,4
san-francisco-49ers,Bob Ferrell,RB,3,61,63,2
san-francisco-49ers,Bob Martin,OLB,3,65,67,2
san-francisco-49ers,Bob Nelson,MLB,3,66,68,2
san-francisco-49ers,Cedrick Hardman,DE,9,77,77,0
san-francisco-49ers,Charles Cornelius,CB,2,62,65,3
san-francisco-49ers,Charles Johnson,DT,0,64,68,4
san-francisco-49ers,Dan Bunz,MLB,1,72,76,4
san-francisco-49ers,Dan Melville,P,0,64,68,4
san-francisco-49ers,Dave Morton,OLB,0,52,56,4
san-francisco-49ers,Dwaine Board,DE,0,62,66,4
san-francisco-49ers,Dwight Clark,WR,0,66,70,4
san-francisco-49ers,Dwight Hicks,S,0,67,71,4
san-francisco-49ers,Eason Ramson,WR,1,61,65,4
san-francisco-49ers,Eric Johnson,S,2,62,65,3
san-francisco-49ers,Fred Quillan,C,1,79,83,4
san-francisco-49ers,Freddie Solomon,WR,4,82,83,1
san-francisco-49ers,Gerard Williams,CB,7,74,74,0
san-francisco-49ers,Gordy Ceresino,OLB,0,52,56,4
san-francisco-49ers,James Owens,RB,0,65,69,4
san-francisco-49ers,Jean Barrett,OT,6,66,66,0
san-francisco-49ers,Jeff McIntyre,OLB,0,58,62,4
san-francisco-49ers,Jimmy Webb,DT,4,66,67,1
san-francisco-49ers,Joe Montana,QB,0,79,83,4
san-francisco-49ers,John Ayers,OG,2,81,84,3
san-francisco-49ers,John Bristor,S,0,54,58,4
san-francisco-49ers,Keith Fahnhorst,OT,5,86,87,1
san-francisco-49ers,Ken MacAfee,TE,1,74,78,4
san-francisco-49ers,Lenvil Elliott,RB,6,67,67,0
san-francisco-49ers,Melvin Morgan,CB,3,61,63,2
san-francisco-49ers,Mike Hogan,RB,3,70,72,2
san-francisco-49ers,Mike Shumann,WR,1,71,75,4
san-francisco-49ers,O.J. Simpson,RB,10,77,77,0
san-francisco-49ers,Paul Hofer,RB,3,72,74,2
san-francisco-49ers,Paul Seal,TE,5,66,67,1
san-francisco-49ers,Phil Francis,RB,0,63,67,4
san-francisco-49ers,Randy Cross,OG,3,82,84,2
san-francisco-49ers,Ray Wersching,K,5,85,86,1
san-francisco-49ers,Ron Shumon,MLB,1,52,56,4
san-francisco-49ers,Ron Singleton,OT,3,78,80,2
san-francisco-49ers,Ruben Vaughan,DT,0,62,66,4
san-francisco-49ers,Scott Hilton,OLB,0,62,66,4
san-francisco-49ers,Steve DeBerg,QB,2,78,81,3
san-francisco-49ers,Ted Vincent,DT,1,64,68,4
san-francisco-49ers,Thomas Seabron,OLB,0,57,61,4
san-francisco-49ers,Tim Gray,S,4,70,71,1
san-francisco-49ers,Tony Dungy,S,2,69,72,3
san-francisco-49ers,Walt Downing,OG,1,65,69,4
san-francisco-49ers,Wilbur Jackson,RB,5,80,81,1
san-francisco-49ers,Willie Harper,OLB,6,69,69,0
seattle-seahawks,Al Hunter,RB,2,77,80,3
seattle-seahawks,Art Kuehn,C,3,70,72,2
seattle-seahawks,Autry Beamon,S,4,72,73,1
seattle-seahawks,Bill Cooke,DT,4,64,65,1
seattle-seahawks,Bill Gregory,DE,8,68,68,0
seattle-seahawks,Bob Newton,OG,8,75,75,0
seattle-seahawks,Brian Peets,TE,1,70,74,4
seattle-seahawks,Carl Eller,DE,15,69,69,0
seattle-seahawks,Charles McShane,OLB,2,65,68,3
seattle-seahawks,Cornell Webster,CB,2,68,71,3
seattle-seahawks,Dan Doornink,RB,1,72,76,4
seattle-seahawks,Dave Brown,CB,4,79,80,1
seattle-seahawks,David Sims,RB,2,69,72,3
seattle-seahawks,Dennis Boyd,DT,2,69,72,3
seattle-seahawks,Don Dufek,S,3,66,68,2
seattle-seahawks,Duke Fergerson,WR,3,61,63,2
seattle-seahawks,Efren Herrera,K,5,85,86,1
seattle-seahawks,Ernie Price,DE,6,63,63,0
seattle-seahawks,Herman Weaver,P,9,76,76,0
seattle-seahawks,Jeff Moore,RB,0,67,71,4
seattle-seahawks,Jeff Sevy,OT,4,68,69,1
seattle-seahawks,Jessie Green,WR,0,59,63,4
seattle-seahawks,Jim Zorn,QB,3,80,82,2
seattle-seahawks,Joe Norman,MLB,0,69,73,4
seattle-seahawks,John Harris,S,1,72,76,4
seattle-seahawks,John Yarno,C,2,76,79,3
seattle-seahawks,Keith Butler,OLB,1,73,77,4
seattle-seahawks,Keith Simpson,S,1,72,76,4
seattle-seahawks,Kerry Justin,CB,1,65,69,4
seattle-seahawks,Larry Polowski,OLB,0,65,69,4
seattle-seahawks,Louis Bullard,OT,1,62,66,4
seattle-seahawks,Manu Tuiasosopo,DT,0,69,73,4
seattle-seahawks,Mark Bell,DE,0,60,64,4
seattle-seahawks,Michael Jackson,OLB,0,65,69,4
seattle-seahawks,Mike O'Brien,CB,0,51,55,4
seattle-seahawks,Nick Bebout,OT,6,79,79,0
seattle-seahawks,Pete Cronan,MLB,2,66,69,3
seattle-seahawks,Robert Hardy,DT,0,69,73,4
seattle-seahawks,Ron Coder,OG,3,64,66,2
seattle-seahawks,Sam Adkins,QB,2,62,65,3
seattle-seahawks,Sam McCullum,WR,5,76,77,1
seattle-seahawks,Sammy Green,OLB,3,74,76,2
seattle-seahawks,Sherman Smith,RB,3,85,87,2
seattle-seahawks,Steve August,OT,2,86,89,3
seattle-seahawks,Steve Largent,WR,3,96,98,2
seattle-seahawks,Steve Myer,QB,3,63,65,2
seattle-seahawks,Steve Raible,WR,3,64,66,2
seattle-seahawks,Terry Beeson,MLB,2,84,87,3
seattle-seahawks,Tom Lynch,OG,2,78,81,3
seattle-seahawks,Tony Benjamin,RB,2,59,62,3
seattle-seahawks,Tony Green,RB,1,63,67,4
st-louis-cardinals,Al Chandler,TE,5,66,67,1
st-louis-cardinals,Bill Murrell,TE,0,49,53,4
st-louis-cardinals,Bob Pollard,DE,8,66,66,0
st-louis-cardinals,Bob Rozier,DT,0,57,61,4
st-louis-cardinals,Bob Young,OG,13,82,82,0
st-louis-cardinals,Brad Oates,OG,3,65,67,2
st-louis-cardinals,Calvin Favron,OLB,0,57,61,4
st-louis-cardinals,Carl Allen,CB,2,76,79,3
st-louis-cardinals,Charles Davis,DT,5,72,73,1
st-louis-cardinals,Chris Garlich,MLB,0,51,55,4
st-louis-cardinals,Chuck Brown,C,0,41,45,4
st-louis-cardinals,Dan Dierdorf,OT,8,96,96,0
st-louis-cardinals,Dave Stief,WR,1,69,73,4
st-louis-cardinals,Eric Williams,OLB,2,77,80,3
st-louis-cardinals,Gary Parris,TE,6,68,68,0
st-louis-cardinals,George Collins,OG,1,64,68,4
st-louis-cardinals,Jim Hart,QB,13,79,79,0
st-louis-cardinals,Jim Ramey,DE,0,53,57,4
st-louis-cardinals,Jimmy Childs,WR,1,66,70,4
st-louis-cardinals,Joe Bostic,OT,0,68,72,4
st-louis-cardinals,John Barefield,MLB,1,60,64,4
st-louis-cardinals,John Zook,DE,10,59,59,0
st-louis-cardinals,Keith Simons,DT,3,60,62,2
st-louis-cardinals,Keith Wortman,OT,6,68,68,0
st-louis-cardinals,Ken Greene,S,1,74,78,4
st-louis-cardinals,Ken Stone,S,6,72,72,0
st-louis-cardinals,Kurt Allerman,MLB,2,69,72,3
st-louis-cardinals,Lee Nelson,CB,3,64,66,2
st-louis-cardinals,Mark Arneson,OLB,7,71,71,0
st-louis-cardinals,Mel Gray,WR,8,84,84,0
st-louis-cardinals,Mike Dawson,DE,3,80,82,2
st-louis-cardinals,Ottis Anderson,RB,0,84,88,4
st-louis-cardinals,Pat Tilley,WR,3,80,82,2
st-louis-cardinals,Perry Smith,CB,6,64,64,0
st-louis-cardinals,Randy Love,RB,0,57,61,4
st-louis-cardinals,Richard Osborne,TE,3,66,68,2
st-louis-cardinals,Rod Phillips,RB,4,56,57,1
st-louis-cardinals,Roger Wehrli,CB,10,85,85,0
st-louis-cardinals,Ron Yankowski,DE,8,64,64,0
st-louis-cardinals,Roy Green,S,0,67,71,4
st-louis-cardinals,Sean Clancy,OLB,1,65,69,4
st-louis-cardinals,Steve Henry,S,0,63,67,4
st-louis-cardinals,Steve Little,P,1,84,88,4
st-louis-cardinals,Steve Neils,MLB,5,66,67,1
st-louis-cardinals,Steve Pisarkiewicz,QB,2,67,70,3
st-louis-cardinals,Terry Stieve,OG,3,66,68,2
st-louis-cardinals,Theotis Brown,RB,0,68,72,4
st-louis-cardinals,Thomas Lott,RB,0,58,62,4
st-louis-cardinals,Tim Kearney,MLB,7,73,73,0
st-louis-cardinals,Tom Banks,C,7,86,86,0
st-louis-cardinals,Tom Brahaney,C,6,51,51,0
st-louis-cardinals,Wayne Morris,RB,3,85,87,2
st-louis-cardinals,Willard Harrell,RB,4,72,73,1
tampa-bay-buccaneers,Aaron Brown,MLB,1,63,67,4
tampa-bay-buccaneers,Bill Kollar,DT,5,64,65,1
tampa-bay-buccaneers,Billy Cesare,CB,1,64,68,4
tampa-bay-buccaneers,Cecil Johnson,OLB,2,81,84,3
tampa-bay-buccaneers,Cedric Brown,S,3,77,79,2
tampa-bay-buccaneers,Charley Hannah,OT,2,76,79,3
tampa-bay-buccaneers,Chuck Fusina,QB,0,64,68,4
tampa-bay-buccaneers,Curtis Jordan,S,3,77,79,2
tampa-bay-buccaneers,Dana Nafziger,OLB,2,74,77,3
tampa-bay-buccaneers,Danny Reece,CB,3,76,78,2
tampa-bay-buccaneers,Darrell Austin,OG,4,65,66,1
tampa-bay-buccaneers,Darryl Carlton,OT,4,70,71,1
tampa-bay-buccaneers,Dave Lewis,OLB,2,87,90,3
tampa-bay-buccaneers,Dave Reavis,OT,4,76,77,1
tampa-bay-buccaneers,David Logan,DT,0,81,85,4
tampa-bay-buccaneers,Dewey Selmon,MLB,3,84,86,2
tampa-bay-buccaneers,Doug Williams,QB,1,83,87,4
tampa-bay-buccaneers,Gene Sanders,OT,0,66,70,4
tampa-bay-buccaneers,George Ragsdale,RB,2,65,68,3
tampa-bay-buccaneers,George Yarno,OG,0,66,70,4
tampa-bay-buccaneers,Gordon Jones,WR,0,71,75,4
tampa-bay-buccaneers,Greg Horton,OG,3,76,78,2
tampa-bay-buccaneers,Greg Roberts,OG,0,75,79,4
tampa-bay-buccaneers,Isaac Hagins,WR,3,73,75,2
tampa-bay-buccaneers,Jeris White,CB,5,81,82,1
tampa-bay-buccaneers,Jerry Eckwood,RB,0,69,73,4
tampa-bay-buccaneers,Jim Obradovich,TE,4,65,66,1
tampa-bay-buccaneers,Jimmie Giles,TE,2,84,87,3
tampa-bay-buccaneers,Johnny Davis,RB,1,68,72,4
tampa-bay-buccaneers,Larry Mucker,WR,2,71,74,3
tampa-bay-buccaneers,Lee Roy Selmon,DE,3,95,97,2
tampa-bay-buccaneers,Mark Cotney,S,4,82,83,1
tampa-bay-buccaneers,Mike Rae,QB,3,70,72,2
tampa-bay-buccaneers,Mike Washington,CB,3,81,83,2
tampa-bay-buccaneers,Morris Owens,WR,4,80,81,1
tampa-bay-buccaneers,Neil O'Donoghue,K,2,76,79,3
tampa-bay-buccaneers,Randy Crowder,DT,5,67,68,1
tampa-bay-buccaneers,Reggie Lewis,DE,0,64,68,4
tampa-bay-buccaneers,Richard Wood,MLB,4,84,85,1
tampa-bay-buccaneers,Rick Berns,RB,0,65,69,4
tampa-bay-buccaneers,Ricky Bell,RB,2,84,87,3
tampa-bay-buccaneers,Rik Bonness,OLB,3,66,68,2
tampa-bay-buccaneers,Steve Wilson,S,0,60,64,4
tampa-bay-buccaneers,Tom Blanchard,P,8,85,85,0
tampa-bay-buccaneers,Tony Davis,RB,3,49,51,2
tampa-bay-buccaneers,Wally Chambers,DE,6,77,77,0
washington-redskins,Benny Malone,RB,5,81,82,1
washington-redskins,Bob Kuziel,C,4,71,72,1
washington-redskins,Bobby Hammond,RB,4,72,73,1
washington-redskins,Brad Dusek,OLB,5,74,75,1
washington-redskins,Buddy Hardeman,RB,0,65,69,4
washington-redskins,Chris DeFrance,WR,0,61,65,4
washington-redskins,Clarence Harmon,RB,2,76,79,3
washington-redskins,Coy Bacon,DE,11,77,77,0
washington-redskins,Dallas Hickman,DE,3,59,61,2
washington-redskins,Danny Buggs,WR,4,76,77,1
washington-redskins,Dave Butz,DT,6,88,88,0
washington-redskins,Diron Talbert,DT,12,78,78,0
washington-redskins,Don Harris,CB,2,57,60,3
washington-redskins,Don Hover,MLB,1,61,65,4
washington-redskins,Don Warren,TE,0,81,85,4
washington-redskins,Fred Dean,DE,4,85,86,1
washington-redskins,George Starke,OT,6,88,88,0
washington-redskins,Grady Richardson,TE,0,58,62,4
washington-redskins,Greg Dubinetz,OG,0,54,58,4
washington-redskins,Ike Forte,RB,3,69,71,2
washington-redskins,Jean Fugett,TE,7,81,81,0
washington-redskins,Jeff Williams,OG,2,75,78,3
washington-redskins,Joe Jones,DE,9,66,66,0
washington-redskins,Joe Lavender,CB,6,85,85,0
washington-redskins,Joe Theismann,QB,5,89,90,1
washington-redskins,John Riggins,RB,7,86,86,0
washington-redskins,Johnnie McDaniel,WR,8,73,73,0
washington-redskins,Karl Lorch,DE,3,69,71,2
washington-redskins,Ken Houston,S,12,84,84,0
washington-redskins,Kim McQuilken,QB,4,62,63,1
washington-redskins,Lemar Parrish,CB,9,85,85,0
washington-redskins,Mark Moseley,K,7,95,95,0
washington-redskins,Mark Murphy,S,2,74,77,3
washington-redskins,Mike Bragg,P,11,81,81,0
washington-redskins,Monte Coleman,OLB,0,71,75,4
washington-redskins,Neal Olkewicz,MLB,0,71,75,4
washington-redskins,Paul Smith,DT,11,66,66,0
washington-redskins,Perry Brooks,DT,1,70,74,4
washington-redskins,Pete Wysocki,OLB,4,74,75,1
washington-redskins,Phil DuBois,TE,0,56,60,4
washington-redskins,Ray Waddy,CB,0,53,57,4
washington-redskins,Rich Milot,OLB,0,71,75,4
washington-redskins,Ricky Thompson,WR,3,74,76,2
washington-redskins,Ron Saul,OG,9,81,81,0
washington-redskins,Ted Fritsch,C,7,64,64,0
washington-redskins,Terry Hermeling,OT,5,82,83,1
washington-redskins,Tony Peters,S,4,70,71,1
