cohort,name,pos,team,appearance,skin_source,skin_agreement,hair_source,band
franchise,Randy Gill,OLB,Jacksonville Sharks,Head5a Eyes1c Hair5f Beard5g Eyebrows5b Nose5d Mouth5b Glasses1e Clothes1,no source -> league prior,0.00,generated,dark
franchise,Mark Manges,QB,Jacksonville Sharks,Head5a Eyes1e Hair3g Beard3c Eyebrows3a Nose5d Mouth5b Glasses1e Clothes1,no source -> league prior,0.00,generated,dark
franchise,Leo Biedermann,OT,Jacksonville Sharks,Head5b Eyes1e Hair5b Beard5c Eyebrows5a Nose5d Mouth5b Glasses1e Clothes1,no source -> league prior,0.00,generated,dark
franchise,Frank Chesley,OLB,Jacksonville Sharks,Head1a Eyes1e Hair2b Beard2g Eyebrows2b Nose1a Mouth1b Glasses1e Clothes2,no source -> league prior,0.00,generated,light
franchise,Danny Johnson,OLB,Jacksonville Sharks,Head5a Eyes1a Hair2f Beard2a Eyebrows2b Nose5c Mouth5b Glasses1e Clothes2,archive season-majority,1.00,generated,dark
franchise,James Van Wagner,RB,Jacksonville Sharks,Head1a Eyes1a Hair3a Beard3f2 Eyebrows3a Nose1c Mouth1a Glasses1e Clothes2,no source -> league prior,0.00,generated,light
franchise,Warren Anderson,WR,Jacksonville Sharks,Head5a Eyes1a Hair3i Beard3a Eyebrows3b Nose5a Mouth5a Glasses1e Clothes2,no source -> league prior,0.00,generated,dark
franchise,Larry Franklin,WR,Jacksonville Sharks,Head5b Eyes1e Hair2k Beard2c Eyebrows2a Nose5a Mouth5b Glasses1e Clothes1,no source -> league prior,0.00,generated,dark
franchise,Ken Moore,TE,Jacksonville Sharks,Head4a Eyes1c Hair2a Beard2f2 Eyebrows2b Nose4d Mouth4b Glasses1e Clothes1,no source -> league prior,0.00,generated,dark
franchise,Charlie Waters,S,Indianapolis Racers,Head2c Eyes1d Hair2c Beard2c Eyebrows2b Nose2a Mouth2b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
franchise,John Cappelletti,RB,Indianapolis Racers,Head1a Eyes1e Hair1e Beard1f1 Eyebrows1a Nose1c Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
franchise,Bill Simpson,S,Indianapolis Racers,Head1a Eyes1e Hair4d Beard4g Eyebrows4a Nose1b Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
franchise,Roland Harper,RB,Indianapolis Racers,Head5a Eyes1e Hair1q Beard1f1 Eyebrows1a Nose5a Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
franchise,Don Testerman,RB,Indianapolis Racers,Head5a Eyes1c Hair5l Beard5f2 Eyebrows5a Nose5c Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
franchise,Cody Jones,DT,Indianapolis Racers,Head5a Eyes1d Hair1c Beard1f1 Eyebrows1b Nose5b Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
franchise,George Kunz,OT,Indianapolis Racers,Head2d Eyes1d Hair2k Beard2f2 Eyebrows2a Nose2a Mouth2b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
franchise,John Outlaw,CB,Indianapolis Racers,Head4c Eyes1e Hair1b Beard1f1 Eyebrows1b Nose4c Mouth4b Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
franchise,Ray Pinney,OT,Indianapolis Racers,Head1a Eyes1e Hair2g Beard2f1 Eyebrows2a Nose1d Mouth1a Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,light
franchise,Mike Michel,P,Indianapolis Racers,Head1a Eyes1b Hair3j Beard3d Eyebrows3b Nose1a Mouth1b Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
franchise,Tom Graham,MLB,Indianapolis Racers,Head5a Eyes1c Hair1h Beard1b Eyebrows1b Nose5c Mouth5b Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
franchise,Drew Mahalic,OLB,Indianapolis Racers,Head1a Eyes1c Hair3g Beard3b Eyebrows3a Nose1c Mouth1b Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
franchise,Ed Galigher,DT,Indianapolis Racers,Head1a Eyes1c Hair3c Beard3c Eyebrows3a Nose1a Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
franchise,Doug Dennison,RB,Indianapolis Racers,Head5a Eyes1b Hair1n Beard1d Eyebrows1a Nose5d Mouth5b Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,dark
franchise,Glen Walker,P,Indianapolis Racers,Head1a Eyes1d Hair3i Beard3g Eyebrows3b Nose1a Mouth1b Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
franchise,Louis Carter,RB,Indianapolis Racers,Head5a Eyes1e Hair1a Beard1e Eyebrows1a Nose5b Mouth5a Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
franchise,John McKay,WR,Indianapolis Racers,Head5a Eyes1a Hair1h Beard1d Eyebrows1a Nose5a Mouth5b Glasses1e Clothes2,no source -> league prior,0.00,generated,dark
franchise,Rich McGeorge,TE,Indianapolis Racers,Head1c Eyes1b Hair3e Beard3b Eyebrows3a Nose1b Mouth1b Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
franchise,John Schultz,WR,Indianapolis Racers,Head2a Eyes1c Hair3g Beard3f2 Eyebrows3a Nose2d Mouth2a Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL NFL79,light
franchise,Nat Terry,CB,Indianapolis Racers,Head5a Eyes1b Hair1l Beard1d Eyebrows1b Nose5c Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
franchise,Dave Kraayeveld,DE,Indianapolis Racers,Head3a Eyes1b Hair3j Beard3f1 Eyebrows3b Nose3b Mouth3b Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
franchise,Greg Boyd,DT,Indianapolis Racers,Head1b Eyes1b Hair1k Beard1f1 Eyebrows1b Nose1d Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
franchise,Larry Dorsey,WR,Indianapolis Racers,Head4a Eyes1d Hair1k Beard1a Eyebrows1b Nose4d Mouth4b Glasses1e Clothes1,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
franchise,Larry Keller,OLB,Indianapolis Racers,Head4a Eyes1a Hair3h Beard3b Eyebrows3b Nose4a Mouth4b Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
franchise,Eddie McMillan,CB,Indianapolis Racers,Head5a Eyes1a Hair1h Beard1c Eyebrows1a Nose5b Mouth5b Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
franchise,Donnie Hickman,OG,Indianapolis Racers,Head1b Eyes1a Hair3j Beard3g Eyebrows3b Nose1c Mouth1a Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
franchise,Fred Anderson,DE,Indianapolis Racers,Head4a Eyes1b Hair1g Beard1a Eyebrows1a Nose4d Mouth4a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
franchise,Mike Kirkland,QB,Indianapolis Racers,Head2a Eyes1b Hair3d Beard3e Eyebrows3a Nose2d Mouth2a Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
franchise,Bill Larson,TE,Indianapolis Racers,Head4a Eyes1d Hair3b Beard3d Eyebrows3b Nose4d Mouth4b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
franchise,Mike Boryla,QB,Indianapolis Racers,Head1a Eyes1a Hair3a Beard3d Eyebrows3b Nose1b Mouth1b Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
franchise,Tom Luken,C,Indianapolis Racers,Head1a Eyes1e Hair3k Beard3c Eyebrows3b Nose1d Mouth1b Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
franchise,Steve Schindler,OG,Indianapolis Racers,Head2a Eyes1d Hair2b Beard2e Eyebrows2b Nose2c Mouth2a Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,light
franchise,Jimmy Dean,DE,Indianapolis Racers,Head5a Eyes1c Hair1i Beard1b Eyebrows1a Nose5b Mouth5a Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,dark
franchise,Kyle Davis,C,Indianapolis Racers,Head1a Eyes1c Hair5g Beard5a Eyebrows5b Nose1c Mouth1b Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
franchise,David Posey,K,Indianapolis Racers,Head1a Eyes1b Hair1m Beard1d Eyebrows1a Nose1b Mouth1b Glasses1e Clothes2,archive all-time tiebreak,1.00,generated,light
franchise,Brett Moritz,OG,Indianapolis Racers,Head5a Eyes1b Hair4g Beard4g Eyebrows4a Nose5c Mouth5a Glasses1e Clothes1,no source -> league prior,0.00,generated,dark
franchise,Jon Morris,C,Indianapolis Racers,Head2c Eyes1a Hair3l Beard3e Eyebrows3a Nose2b Mouth2b Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL 1976 mod,light
franchise,MacArthur Lane,RB,Indianapolis Racers,Head5c Eyes1e Hair1l Beard1c Eyebrows1a Nose5b Mouth5a Glasses1e Clothes2,no source -> league prior,0.00,PHCL 1976 mod,dark
franchise,Norm Evans,OT,Indianapolis Racers,Head3c Eyes1c Hair3e Beard3b Eyebrows3a Nose3a Mouth3b Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL 1976 mod,light
franchise,Willie Brown,S,Indianapolis Racers,Head5c Eyes1d Hair1q Beard1g Eyebrows1b Nose5a Mouth5a Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL 1976 mod,dark
franchise,Jim Bakken,K,Indianapolis Racers,Head2c Eyes1d Hair5h Beard5e Eyebrows5b Nose2d Mouth2a Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL 1976 mod,light
franchise,Chris Hanburger,OLB,Indianapolis Racers,Head2c Eyes1b Hair1h Beard1d Eyebrows1b Nose2c Mouth2a Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL 1976 mod,light
franchise,Jackie Smith,TE,Indianapolis Racers,Head3c Eyes1d Hair5l Beard5g Eyebrows5b Nose3d Mouth3a Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL 1976 mod,light
franchise,Mick Tingelhoff,C,Indianapolis Racers,Head3c Eyes1a Hair3i Beard3f2 Eyebrows3a Nose3d Mouth3a Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL 1976 mod,light
franchise,Billy Kilmer,QB,Indianapolis Racers,Head1c Eyes1a Hair2i Beard2g Eyebrows2a Nose1c Mouth1b Glasses1e Clothes2,archive all-time tiebreak,1.00,generated,light
franchise,Ron McDole,DE,Indianapolis Racers,Head3d Eyes1c Hair3e Beard3d Eyebrows3a Nose3d Mouth3a Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL 1976 mod,light
fa_pool,Frank Grant,WR,(free agent pool),Head5a Eyes1e Hair1p Beard1f2 Eyebrows1a Nose5d Mouth5a Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Don Rives,MLB,(free agent pool),Head5a Eyes1e Hair3a Beard3f1 Eyebrows3a Nose5d Mouth5a Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Warren Bankston,RB,(free agent pool),Head3c Eyes1d Hair3b Beard3b Eyebrows3b Nose3c Mouth3b Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,light
fa_pool,Mike Sensibaugh,S,(free agent pool),Head4a Eyes1b Hair2j Beard2d Eyebrows2b Nose4a Mouth4b Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Dave Green,P,(free agent pool),Head3a Eyes1b Hair3a Beard3b Eyebrows3b Nose3a Mouth3b Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,light
fa_pool,Tom MacLeod,OLB,(free agent pool),Head4a Eyes1e Hair3h Beard3c Eyebrows3a Nose4c Mouth4a Glasses1e Clothes1,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Donnie Green,OT,(free agent pool),Head5c Eyes1b Hair1j Beard1e Eyebrows1a Nose5d Mouth5b Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL NFL79,dark
fa_pool,Jim Carter,MLB,(free agent pool),Head5c Eyes1b Hair2k Beard2e Eyebrows2a Nose5c Mouth5b Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Al Johnson,RB,(free agent pool),Head1a Eyes1d Hair1b Beard1d Eyebrows1b Nose1d Mouth1a Glasses1e Clothes2,archive season-majority,0.88,PHCL NFL79,light
fa_pool,Ernie Holmes,DT,(free agent pool),Head5d Eyes1c Hair1g Beard1f2 Eyebrows1b Nose5a Mouth5b Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,dark
fa_pool,Clarence Davis,RB,(free agent pool),Head4a Eyes1c Hair1q Beard1g Eyebrows1a Nose4b Mouth4a Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,dark
fa_pool,Ken Geddes,OLB,(free agent pool),Head5c Eyes1a Hair1f Beard1f1 Eyebrows1a Nose5a Mouth5a Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Rocky Freitas,OT,(free agent pool),Head3d Eyes1b Hair1n Beard1f1 Eyebrows1b Nose3b Mouth3a Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL NFL79,light
fa_pool,Bob Babich,MLB,(free agent pool),Head5c Eyes1d Hair3a Beard3c Eyebrows3b Nose5b Mouth5b Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Larry Marshall,CB,(free agent pool),Head1a Eyes1a Hair2f Beard2c Eyebrows2b Nose1d Mouth1a Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,Mike Hennigan,MLB,(free agent pool),Head5a Eyes1a Hair3k Beard3b Eyebrows3a Nose5c Mouth5a Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Floyd Rice,OLB,(free agent pool),Head5a Eyes1b Hair1s Beard1f1 Eyebrows1b Nose5b Mouth5b Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,dark
fa_pool,Johnny Rodgers,WR,(free agent pool),Head4a Eyes1e Hair1d Beard1b Eyebrows1a Nose4d Mouth4a Glasses1e Clothes1,NFL79 PSKI 3 (73%),0.73,PHCL NFL79,dark
fa_pool,Merv Krakau,MLB,(free agent pool),Head2a Eyes1d Hair2i Beard2f1 Eyebrows2a Nose2b Mouth2a Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL NFL79,light
fa_pool,Willie McGee,WR,(free agent pool),Head1a Eyes1d Hair1s Beard1e Eyebrows1b Nose1c Mouth1a Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,light
fa_pool,Larry Poole,RB,(free agent pool),Head5a Eyes1b Hair1d Beard1d Eyebrows1a Nose5b Mouth5b Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Dwight McDonald,WR,(free agent pool),Head4a Eyes1c Hair1g Beard1f1 Eyebrows1a Nose4a Mouth4a Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Roland Woolsey,S,(free agent pool),Head5b Eyes1e Hair2l Beard2f2 Eyebrows2b Nose5c Mouth5b Glasses1e Clothes1,no source -> league prior,0.00,generated,dark
fa_pool,Rick Kingrea,MLB,(free agent pool),Head1a Eyes1d Hair2k Beard2b Eyebrows2a Nose1a Mouth1a Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,light
fa_pool,Willie Spencer,RB,(free agent pool),Head1a Eyes1d Hair1q Beard1f1 Eyebrows1b Nose1d Mouth1a Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,light
fa_pool,Maurice Tyler,CB,(free agent pool),Head5a Eyes1a Hair1i Beard1d Eyebrows1a Nose5d Mouth5b Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Willie Shelby,RB,(free agent pool),Head4a Eyes1e Hair1q Beard1f1 Eyebrows1b Nose4c Mouth4b Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Bob Heinz,DT,(free agent pool),Head1d Eyes1e Hair3e Beard3f2 Eyebrows3a Nose1b Mouth1b Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL NFL79,light
fa_pool,Ron Lee,RB,(free agent pool),Head1a Eyes1e Hair1n Beard1a Eyebrows1b Nose1b Mouth1a Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,light
fa_pool,Art Best,RB,(free agent pool),Head4a Eyes1b Hair1q Beard1f1 Eyebrows1b Nose4c Mouth4a Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Godwin Turk,MLB,(free agent pool),Head5a Eyes1a Hair1s Beard1e Eyebrows1a Nose5a Mouth5b Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL NFL79,dark
fa_pool,Bill Fifer,OT,(free agent pool),Head2a Eyes1a Hair3g Beard3a Eyebrows3b Nose2a Mouth2b Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,Elmo Boyd,WR,(free agent pool),Head5a Eyes1d Hair1g Beard1g Eyebrows1b Nose5b Mouth5a Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Gerald Skinner,OT,(free agent pool),Head2b Eyes1e Hair2b Beard2e Eyebrows2a Nose2d Mouth2a Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,Brian Duncan,RB,(free agent pool),Head1a Eyes1d Hair5b Beard5d Eyebrows5b Nose1c Mouth1b Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,light
fa_pool,Mark Bailey,RB,(free agent pool),Head5a Eyes1d Hair1r1 Beard1a Eyebrows1b Nose5c Mouth5b Glasses1e Clothes1,NFL79 PSKI 3 (73%),0.73,PHCL NFL79,dark
fa_pool,Stan Johnson,DT,(free agent pool),Head5b Eyes1b Hair1r2 Beard1g Eyebrows1a Nose5a Mouth5a Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Jeff Lloyd,DT,(free agent pool),Head2a Eyes1c Hair1a Beard1d Eyebrows1b Nose2a Mouth2a Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,Eddie Payton,RB,(free agent pool),Head5a Eyes1a Hair1b Beard1f1 Eyebrows1b Nose5c Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
fa_pool,Jerry Latin,RB,(free agent pool),Head4a Eyes1e Hair1c Beard1g Eyebrows1a Nose4a Mouth4a Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL NFL79,dark
fa_pool,Larry Ball,MLB,(free agent pool),Head5a Eyes1a Hair3e Beard3c Eyebrows3b Nose5a Mouth5a Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL NFL79,dark
fa_pool,Bob Lingenfelter,OT,(free agent pool),Head3b Eyes1a Hair3i Beard3f2 Eyebrows3b Nose3a Mouth3a Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,Lyman Smith,DT,(free agent pool),Head3a Eyes1b Hair5f Beard5f2 Eyebrows5b Nose3a Mouth3b Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,Mike Connell,P,(free agent pool),Head1a Eyes1d Hair5e Beard5f2 Eyebrows5b Nose1d Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
fa_pool,Bruce Elia,MLB,(free agent pool),Head5a Eyes1a Hair3e Beard3f2 Eyebrows3a Nose5b Mouth5a Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Rufus Crawford,RB,(free agent pool),Head4a Eyes1c Hair1f Beard1d Eyebrows1a Nose4c Mouth4a Glasses1e Clothes1,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Doug Long,S,(free agent pool),Head4a Eyes1c Hair3c Beard3e Eyebrows3a Nose4d Mouth4a Glasses1e Clothes1,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Tom Mullen,OT,(free agent pool),Head2a Eyes1c Hair3c Beard3g Eyebrows3b Nose2b Mouth2b Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,Maurice Harvey,S,(free agent pool),Head5a Eyes1b Hair1h Beard1e Eyebrows1a Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
fa_pool,Ted Burgmeier,S,(free agent pool),Head5a Eyes1a Hair3f Beard3c Eyebrows3a Nose5b Mouth5a Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Clyde Powers,S,(free agent pool),Head5a Eyes1d Hair1e Beard1e Eyebrows1b Nose5c Mouth5a Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Mike Mock,OLB,(free agent pool),Head3a Eyes1a Hair3l Beard3g Eyebrows3b Nose3d Mouth3a Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,Bruce Stephens,WR,(free agent pool),Head5a Eyes1b Hair1r2 Beard1a Eyebrows1a Nose5d Mouth5b Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Rick Engles,P,(free agent pool),Head1a Eyes1d Hair1f Beard1f1 Eyebrows1a Nose1c Mouth1a Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,light
fa_pool,Charles Williams,CB,(free agent pool),Head5a Eyes1b Hair1r2 Beard1e Eyebrows1a Nose5d Mouth5b Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Randy Reutershan,WR,(free agent pool),Head1a Eyes1b Hair3e Beard3a Eyebrows3b Nose1d Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
fa_pool,Rickey Anderson,RB,(free agent pool),Head5a Eyes1a Hair1l Beard1f1 Eyebrows1b Nose5a Mouth5b Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Bob Jury,CB,(free agent pool),Head1a Eyes1c Hair5a Beard5f2 Eyebrows5b Nose1b Mouth1b Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,Elliott Walker,RB,(free agent pool),Head4a Eyes1c Hair1e Beard1a Eyebrows1a Nose4d Mouth4a Glasses1e Clothes1,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Jerry Anderson,S,(free agent pool),Head5a Eyes1c Hair1e Beard1g Eyebrows1b Nose5a Mouth5b Glasses1e Clothes1,NFL79 PSKI 3 (73%),0.73,PHCL NFL79,dark
fa_pool,Garth Ten Napel,OLB,(free agent pool),Head1a Eyes1b Hair5i Beard5f1 Eyebrows5a Nose1d Mouth1b Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,James Wright,TE,(free agent pool),Head4a Eyes1c Hair1b Beard1c Eyebrows1a Nose4b Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
fa_pool,Tom Ehlers,OLB,(free agent pool),Head1a Eyes1c Hair3b Beard3e Eyebrows3b Nose1b Mouth1b Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,Randy McClanahan,MLB,(free agent pool),Head3a Eyes1a Hair1c Beard1f2 Eyebrows1a Nose3b Mouth3b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
fa_pool,Tom Sullivan,RB,(free agent pool),Head5a Eyes1a Hair1d Beard1d Eyebrows1a Nose5b Mouth5a Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Greg Sampson,OT,(free agent pool),Head2b Eyes1c Hair3a Beard3f2 Eyebrows3a Nose2c Mouth2a Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,Bill Kellar,WR,(free agent pool),Head4a Eyes1e Hair1e Beard1a Eyebrows1b Nose4b Mouth4b Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Ray Milo,CB,(free agent pool),Head5a Eyes1b Hair1c Beard1b Eyebrows1b Nose5d Mouth5b Glasses1e Clothes1,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Clarence Sanders,OLB,(free agent pool),Head1a Eyes1d Hair1n Beard1e Eyebrows1b Nose1b Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
fa_pool,Mark Meseroll,OT,(free agent pool),Head1b Eyes1c Hair5i Beard5e Eyebrows5b Nose1d Mouth1a Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
fa_pool,Oren Middlebrook,WR,(free agent pool),Head5a Eyes1d Hair1f Beard1a Eyebrows1b Nose5c Mouth5b Glasses1e Clothes1,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Rick Middleton,OLB,(free agent pool),Head5a Eyes1e Hair5j Beard5f1 Eyebrows5a Nose5a Mouth5b Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Gordon Bell,RB,(free agent pool),Head4a Eyes1e Hair1r1 Beard1b Eyebrows1b Nose4d Mouth4b Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Gary Huff,QB,(free agent pool),Head4a Eyes1c Hair3g Beard3f1 Eyebrows3b Nose4a Mouth4a Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Mike Esposito,RB,(free agent pool),Head4a Eyes1c Hair1k Beard1e Eyebrows1b Nose4d Mouth4a Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
fa_pool,Marv Montgomery,OT,(free agent pool),Head4c Eyes1c Hair1q Beard1c Eyebrows1a Nose4b Mouth4a Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
fa_pool,Mario Celotto,OLB,(free agent pool),Head1a Eyes1d Hair1a Beard1e Eyebrows1a Nose1d Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
