team,name,pos,rating,salary,guarantee,length,eSalary,eGuarantee,eLength,greed,loyalty,ambition
los-angeles-rams,Dan Ryczek,C,63,2216548,132993,1,2216548,132993,1,66,44,76
los-angeles-rams,Dave Elmendorf,S,85,6107948,366477,1,6107948,366477,1,66,44,76
los-angeles-rams,Dennis Harrah,OG,89,7828623,469717,1,7828623,469717,1,66,44,76
los-angeles-rams,Doug France,OT,89,8652689,519161,1,8652689,519161,1,66,45,76
los-angeles-rams,Doug Smith,OG,60,1437165,114973,3,1437165,114973,3,66,45,76
los-angeles-rams,Drew Hill,WR,66,1365639,286784,4,1365639,286784,4,66,45,76
los-angeles-rams,Dwayne O'Steen,CB,79,3613885,289111,3,3613885,289111,3,66,45,76
los-angeles-rams,Eddie Brown,S,69,2809697,252873,2,2809697,252873,2,66,45,76
los-angeles-rams,Eddie Hill,RB,61,1572156,330153,4,1572156,330153,4,66,45,76
los-angeles-rams,Elvis Peacock,RB,59,1426728,299613,4,1426728,299613,4,67,45,76
los-angeles-rams,Frank Corral,K,58,892364,71389,3,892364,71389,3,67,45,76
los-angeles-rams,Fred Dryer,DE,83,6466774,388006,1,6466774,388006,1,67,45,76
los-angeles-rams,George Andrews,OLB,69,1682697,353366,4,1682697,353366,4,67,45,76
los-angeles-rams,Gordon Gravelle,OT,77,4833083,434977,2,4833083,434977,2,67,45,76
los-angeles-rams,Greg Westbrooks,OLB,66,2644913,158695,1,2644913,158695,1,67,45,76
los-angeles-rams,Ivory Sully,S,63,1154938,242537,4,1154938,242537,4,67,45,76
los-angeles-rams,Jack Reynolds,MLB,89,8240656,494439,1,8240656,494439,1,67,45,76
los-angeles-rams,Jack Youngblood,DE,97,12757600,765456,1,12757600,765456,1,67,45,76
los-angeles-rams,Jackie Slater,OT,83,6466774,388006,1,6466774,388006,1,67,45,76
los-angeles-rams,Jackie Wallace,CB,70,3113278,186797,1,3113278,186797,1,67,46,76
los-angeles-rams,Jeff Rutledge,QB,68,2862467,601118,4,2862467,601118,4,67,46,76
los-angeles-rams,Jeff Severson,S,67,2549794,152988,1,2549794,152988,1,67,46,76
los-angeles-rams,Jerry Wilkinson,DE,66,1558609,327308,4,1558609,327308,4,67,46,76
los-angeles-rams,Jim Jodat,RB,68,4014889,361340,2,4014889,361340,2,68,46,76
los-angeles-rams,Jim Youngblood,OLB,85,6650877,399053,1,6650877,399053,1,68,46,77
los-angeles-rams,Joe Harris,OLB,62,2178224,130693,1,2178224,130693,1,68,46,77
los-angeles-rams,John Williams,OT,79,5325725,319544,1,5325725,319544,1,68,46,77
los-angeles-rams,Ken Clark,P,73,1250950,262700,4,1250950,262700,4,68,46,77
los-angeles-rams,Kent Hill,OG,78,2524634,530173,4,2524634,530173,4,68,46,77
los-angeles-rams,Kevin McLain,MLB,63,2333209,139993,1,2333209,139993,1,68,46,77
los-angeles-rams,Larry Brooks,DT,81,5589126,503021,2,5589126,503021,2,68,46,77
los-angeles-rams,Lawrence McCutcheon,RB,81,7545320,452719,1,7545320,452719,1,68,46,77
los-angeles-rams,Mike Fanning,DT,74,3979268,238756,1,3979268,238756,1,68,46,77
los-angeles-rams,Nolan Cromwell,S,83,5542949,498865,2,5542949,498865,2,68,46,77
los-angeles-rams,Pat Haden,QB,86,12467177,748031,1,12467177,748031,1,68,47,77
los-angeles-rams,Pat Thomas,CB,87,7104457,426267,1,7104457,426267,1,68,47,77
los-angeles-rams,Preston Dennard,WR,74,2745695,219656,3,2745695,219656,3,68,47,77
los-angeles-rams,Reggie Doss,DE,70,2580743,206459,3,2580743,206459,3,68,47,77
los-angeles-rams,Rich Saul,C,90,8217934,493076,1,8217934,493076,1,69,47,77
los-angeles-rams,Ricky Odom,CB,61,1508634,120691,3,1508634,120691,3,69,47,77
los-angeles-rams,Rod Perry,CB,81,5309669,318580,1,5309669,318580,1,69,47,77
los-angeles-rams,Ron Jessie,WR,71,3164895,189894,1,3164895,189894,1,69,47,77
los-angeles-rams,Ron Smith,WR,71,2373671,189894,3,2373671,189894,3,69,47,77
los-angeles-rams,Sidney Justin,CB,52,714809,150110,4,714809,150110,4,69,47,77
los-angeles-rams,Terry Nelson,TE,78,4445289,266717,1,4445289,266717,1,69,47,77
los-angeles-rams,Vince Ferragamo,QB,76,7673540,690619,2,7673540,690619,2,69,47,77
los-angeles-rams,Wendell Tyler,RB,83,8314423,748298,2,8314423,748298,2,69,47,77
los-angeles-rams,Willie Miller,WR,69,2872135,172328,1,2872135,172328,1,69,48,77
miami-dolphins,A.J. Duhe,DE,76,4604124,414371,2,4604124,414371,2,69,48,77
miami-dolphins,Bob Baumhower,DT,89,8240656,741659,2,8240656,741659,2,69,48,77
miami-dolphins,Bob Griese,QB,83,10777956,646677,1,10777956,646677,1,69,48,77
miami-dolphins,Bob Kuechenberg,OT,89,8652689,519161,1,8652689,519161,1,70,48,77
miami-dolphins,Bob Matheson,MLB,72,3611177,216671,1,3611177,216671,1,70,48,77
miami-dolphins,Bob Torrey,RB,49,878150,184412,4,878150,184412,4,70,48,77
miami-dolphins,Bruce Hardy,TE,74,2745695,219656,3,2745695,219656,3,70,48,77
miami-dolphins,Carl Barisich,DT,66,2698891,161933,1,2698891,161933,1,70,48,78
miami-dolphins,Charlie Babb,S,72,3250059,292505,2,3250059,292505,2,70,48,78
miami-dolphins,Cleveland Green,OT,66,1558609,327308,4,1558609,327308,4,70,48,78
miami-dolphins,Delvin Williams,RB,87,10095808,605748,1,10095808,605748,1,70,48,78
miami-dolphins,Don Bessillieu,S,63,1154938,242537,4,1154938,242537,4,70,48,78
miami-dolphins,Don Strock,QB,72,6319559,379174,1,6319559,379174,1,70,48,78
miami-dolphins,Doug Betters,DE,80,4192926,335434,3,4192926,335434,3,70,48,78
miami-dolphins,Duriel Harris,WR,85,6243680,374621,1,6243680,374621,1,70,48,78
miami-dolphins,Earnest Rhone,OLB,77,4510877,270653,1,4510877,270653,1,70,49,78
miami-dolphins,Ed Newman,OG,72,3430618,205837,1,3430618,205837,1,70,49,78
miami-dolphins,Ed Taylor,CB,68,2825292,169518,1,2825292,169518,1,70,49,78
miami-dolphins,Eric Laakso,OT,64,1928774,154302,3,1928774,154302,3,70,49,78
miami-dolphins,Gary Davis,RB,77,6213964,372838,1,6213964,372838,1,70,49,78
miami-dolphins,George Roberts,P,75,1879719,150378,3,1879719,150378,3,70,49,78
miami-dolphins,Gerald Small,CB,81,3982252,318580,3,3982252,318580,3,70,49,78
miami-dolphins,Glenn Blackwood,S,68,1472126,309146,4,1472126,309146,4,70,49,78
miami-dolphins,Guy Benjamin,QB,67,3718449,297476,3,3718449,297476,3,70,49,78
miami-dolphins,Jeff Toews,OG,64,1279726,268742,4,1279726,268742,4,70,49,78
miami-dolphins,Jim Langer,C,81,5309669,318580,1,5309669,318580,1,70,49,78
miami-dolphins,Jimmy Cefalo,WR,71,2373671,189894,3,2373671,189894,3,70,49,78
miami-dolphins,Jon Giesler,OT,67,1636118,343585,4,1636118,343585,4,71,49,78
miami-dolphins,Kim Bokamper,OLB,83,6035655,543209,2,6035655,543209,2,71,49,78
miami-dolphins,Larry Csonka,RB,80,7187873,431272,1,7187873,431272,1,71,49,78
miami-dolphins,Larry Gordon,OLB,87,7328809,439729,1,7328809,439729,1,71,50,78
miami-dolphins,Larry Little,OG,89,7828623,469717,1,7828623,469717,1,71,50,78
miami-dolphins,Mark Dennard,C,60,1053921,221323,4,1053921,221323,4,71,50,78
miami-dolphins,Mel Land,OLB,63,1257600,264096,4,1257600,264096,4,71,50,78
miami-dolphins,Mike Current,OT,79,5325725,319544,1,5325725,319544,1,71,50,78
miami-dolphins,Mike Kozlowski,S,66,1335951,280550,4,1335951,280550,4,71,50,78
miami-dolphins,Nat Moore,WR,90,7958420,477505,1,7958420,477505,1,71,50,78
miami-dolphins,Neal Colzie,CB,74,3780305,226818,1,3780305,226818,1,71,50,78
miami-dolphins,Norm Bulaich,RB,76,5919588,355175,1,5919588,355175,1,71,50,78
miami-dolphins,Norris Thomas,CB,74,3780305,340227,2,3780305,340227,2,71,50,78
miami-dolphins,Ralph Ortega,OLB,69,3059448,183567,1,3059448,183567,1,71,50,78
miami-dolphins,Ronnie Lee,TE,64,1239314,260256,4,1239314,260256,4,71,50,78
miami-dolphins,Rusty Chambers,MLB,72,3611177,216671,1,3611177,216671,1,71,51,78
miami-dolphins,Steve Howell,RB,45,723202,151872,4,723202,151872,4,71,51,78
miami-dolphins,Steve Towle,MLB,80,5324351,319461,1,5324351,319461,1,71,51,78
miami-dolphins,Tim Foley,S,82,5280361,316822,1,5280361,316822,1,72,51,78
miami-dolphins,Tony Nathan,RB,74,2954607,620467,4,2954607,620467,4,72,51,78
miami-dolphins,Uwe Von Schamann,K,82,2097477,440470,4,2097477,440470,4,72,51,79
miami-dolphins,Vern Den Herder,DE,88,8242783,494567,1,8242783,494567,1,72,51,79
minnesota-vikings,Ahmad Rashad,WR,90,7958420,477505,1,7958420,477505,1,72,51,79
minnesota-vikings,Bob Tucker,TE,74,3660927,219656,1,3660927,219656,1,72,51,79
minnesota-vikings,Bobby Bryant,CB,72,3430618,205837,1,3430618,205837,1,72,51,79
minnesota-vikings,Brent McClanahan,RB,68,4014889,240893,1,4014889,240893,1,72,51,79
minnesota-vikings,Charlie Goodrum,OG,76,4165636,249938,1,4165636,249938,1,72,51,79
minnesota-vikings,Chuck Foreman,RB,69,4214546,252873,1,4214546,252873,1,72,51,79
minnesota-vikings,Dave Huffman,C,60,1053921,221323,4,1053921,221323,4,72,51,79
minnesota-vikings,Dave Roller,DT,69,3121886,187313,1,3121886,187313,1,72,51,79
minnesota-vikings,Dennis Swilley,C,74,3780305,340227,2,3780305,340227,2,72,51,79
minnesota-vikings,Derrel Luce,OLB,70,3211592,192696,1,3211592,192696,1,73,51,79
minnesota-vikings,Doug Sutherland,DT,74,3979268,238756,1,3979268,238756,1,73,52,79
minnesota-vikings,Douglas Cunningham,WR,52,692237,145370,4,692237,145370,4,73,52,79
minnesota-vikings,Frank Myers,OT,70,2580743,206459,3,2580743,206459,3,73,52,79
minnesota-vikings,Fred McNeill,OLB,85,6650877,399053,1,6650877,399053,1,73,52,79
minnesota-vikings,Greg Coleman,P,75,2506292,225566,2,2506292,225566,2,73,52,79
minnesota-vikings,James White,DT,72,3611177,216671,1,3611177,216671,1,73,52,79
minnesota-vikings,Jeff Siemon,MLB,88,7850269,706524,2,7850269,706524,2,73,52,79
minnesota-vikings,Jim Hough,OG,64,1745081,139606,3,1745081,139606,3,73,52,79
minnesota-vikings,Jim Marshall,DE,71,3612109,216727,1,3612109,216727,1,73,52,79
minnesota-vikings,Jimmy Edwards,RB,45,723202,151872,4,723202,151872,4,73,52,79
minnesota-vikings,John Turner,CB,74,2835229,226818,3,2835229,226818,3,73,52,79
minnesota-vikings,Keith Nord,S,66,1335951,280550,4,1335951,280550,4,73,52,79
minnesota-vikings,Kevin Miller,WR,63,1609914,128793,3,1609914,128793,3,73,52,79
minnesota-vikings,Kurt Knoff,S,58,1647441,148270,2,1647441,148270,2,73,53,79
minnesota-vikings,Mark Mullaney,DE,65,2699587,161975,1,2699587,161975,1,73,53,79
minnesota-vikings,Matt Blair,OLB,90,8477447,508647,1,8477447,508647,1,73,53,79
minnesota-vikings,Nate Allen,CB,68,2825292,169518,1,2825292,169518,1,74,53,79
minnesota-vikings,Nate Wright,CB,70,3113278,186797,1,3113278,186797,1,74,53,79
minnesota-vikings,Paul Krause,S,72,3250059,195004,1,3250059,195004,1,74,53,79
minnesota-vikings,Phillip Wise,S,65,2313932,138836,1,2313932,138836,1,74,53,79
minnesota-vikings,Randy Holloway,DE,62,1750358,140029,3,1750358,140029,3,74,53,79
minnesota-vikings,Rick Danmeier,K,67,1841518,165737,2,1841518,165737,2,74,53,79
minnesota-vikings,Rickey Young,RB,81,7545320,452719,1,7545320,452719,1,74,53,79
minnesota-vikings,Robert Miller,RB,68,4014889,240893,1,4014889,240893,1,74,53,79
minnesota-vikings,Robert Steele,WR,63,1609914,128793,3,1609914,128793,3,74,53,80
minnesota-vikings,Ron Yary,OT,86,7480306,448818,1,7480306,448818,1,74,53,80
minnesota-vikings,Sammy White,WR,84,5947897,356874,1,5947897,356874,1,74,53,80
minnesota-vikings,Scott Studwell,MLB,75,4177154,375944,2,4177154,375944,2,74,53,80
minnesota-vikings,Steve Dils,QB,68,2862467,601118,4,2862467,601118,4,74,54,80
minnesota-vikings,Steve Niehaus,DT,64,2449237,146954,1,2449237,146954,1,74,54,80
minnesota-vikings,Steve Riley,OT,78,5073428,304406,1,5073428,304406,1,74,54,80
minnesota-vikings,Stu Voigt,TE,72,3322283,199337,1,3322283,199337,1,75,54,80
minnesota-vikings,Ted Brown,RB,70,2433272,510987,4,2433272,510987,4,75,54,80
minnesota-vikings,Terry LeCount,WR,69,2154101,172328,3,2154101,172328,3,75,54,80
minnesota-vikings,Tim Baylor,S,69,2809697,168582,1,2809697,168582,1,75,54,80
minnesota-vikings,Tom Hannon,S,77,4142642,372838,2,4142642,372838,2,75,54,80
minnesota-vikings,Tommy Kramer,QB,86,12467177,1122046,2,12467177,1122046,2,75,54,80
minnesota-vikings,Wally Hilgenberg,OLB,69,3059448,183567,1,3059448,183567,1,75,54,80
minnesota-vikings,Wes Hamilton,OG,75,3968296,238098,1,3968296,238098,1,75,54,80
new-england-patriots,Allan Clark,RB,54,1119322,235058,4,1119322,235058,4,75,55,80
new-england-patriots,Andy Johnson,RB,77,6213964,372838,1,6213964,372838,1,75,55,80
new-england-patriots,Bill Lenkaitis,C,77,4372789,262367,1,4372789,262367,1,75,55,80
new-england-patriots,Bill Matthews,MLB,54,829127,174117,4,829127,174117,4,75,55,80
new-england-patriots,Bob Cryder,OT,66,2125377,170030,3,2125377,170030,3,75,55,80
new-england-patriots,Bob Golic,DT,65,1414070,296955,4,1414070,296955,4,75,55,80
new-england-patriots,Carlos Pennywell,WR,63,1609914,128793,3,1609914,128793,3,75,55,80
new-england-patriots,Dick Conn,S,66,2429002,145740,1,2429002,145740,1,75,55,80
new-england-patriots,Don Calhoun,RB,76,5919588,355175,1,5919588,355175,1,75,55,80
new-england-patriots,Don Hasselbeck,TE,78,4445289,400076,2,4445289,400076,2,75,55,80
new-england-patriots,Donald Westbrook,WR,63,2146552,193190,2,2146552,193190,2,75,55,80
new-england-patriots,Doug Beaudoin,S,67,2549794,152988,1,2549794,152988,1,75,55,80
new-england-patriots,Dwight Wheeler,OT,73,2985221,238818,3,2985221,238818,3,75,56,80
new-england-patriots,Eddie Hare,P,64,808248,169732,4,808248,169732,4,75,56,80
new-england-patriots,Garry Puetz,OG,75,3968296,238098,1,3968296,238098,1,75,56,80
new-england-patriots,Harold Jackson,WR,87,6880106,412806,1,6880106,412806,1,75,56,80
new-england-patriots,Horace Ivory,RB,77,6213964,559257,2,6213964,559257,2,75,56,81
new-england-patriots,John Hannah,OG,96,10995780,659747,1,10995780,659747,1,75,56,81
new-england-patriots,John Smith,K,76,2850172,171010,1,2850172,171010,1,75,56,81
new-england-patriots,John Zamberlin,MLB,66,1484390,311722,4,1484390,311722,4,75,56,81
new-england-patriots,Julius Adams,DE,74,4178232,250694,1,4178232,250694,1,75,56,81
new-england-patriots,Mark Buben,DT,67,1558207,327223,4,1558207,327223,4,75,56,81
new-england-patriots,Mark Washington,CB,65,2442484,146549,1,2442484,146549,1,75,56,81
new-england-patriots,Matt Cavanaugh,QB,66,2597682,545513,4,2597682,545513,4,75,56,81
new-england-patriots,Mel Lunsford,DE,76,4604124,276247,1,4604124,276247,1,75,57,81
new-england-patriots,Mike Hawkins,OLB,68,2185884,174871,3,2185884,174871,3,75,57,81
new-england-patriots,Mike Haynes,CB,98,12116593,726996,1,12116593,726996,1,75,57,81
new-england-patriots,Mosi Tatupu,RB,66,2732627,218610,3,2732627,218610,3,75,57,81
new-england-patriots,Pete Brock,OT,71,3612109,216727,1,3612109,216727,1,75,57,81
new-england-patriots,Prentice McCray,S,74,3581341,214880,1,3581341,214880,1,75,57,81
new-england-patriots,Ray Costict,OLB,63,2286545,205789,2,2286545,205789,2,75,57,81
new-england-patriots,Ray Hamilton,DT,78,4831836,289910,1,4831836,289910,1,75,57,81
new-england-patriots,Ray Jarvis,WR,61,1947991,116879,1,1947991,116879,1,75,57,81
new-england-patriots,Raymond Clayborn,CB,87,7104457,639401,2,7104457,639401,2,75,57,81
new-england-patriots,Richard Bishop,DE,76,4604124,276247,1,4604124,276247,1,75,57,81
new-england-patriots,Rick Sanford,CB,63,1219102,256011,4,1219102,256011,4,75,57,81
new-england-patriots,Rod Shoate,OLB,79,4970676,298241,1,4970676,298241,1,75,57,81
new-england-patriots,Russ Francis,TE,96,10648545,638913,1,10648545,638913,1,75,57,81
new-england-patriots,Sam Adams,OG,85,6447279,580255,2,6447279,580255,2,75,57,81
new-england-patriots,Sam Cunningham,RB,82,7920542,475233,1,7920542,475233,1,75,58,81
new-england-patriots,Sam Hunt,MLB,75,4177154,250629,1,4177154,250629,1,75,58,81
new-england-patriots,Shelby Jordan,OT,74,4178232,250694,1,4178232,250694,1,75,58,81
new-england-patriots,Stanley Morgan,WR,82,5397703,485793,2,5397703,485793,2,75,58,81
new-england-patriots,Steve Grogan,QB,89,14421148,865269,1,14421148,865269,1,75,58,81
new-england-patriots,Steve King,OLB,73,3714942,222897,1,3714942,222897,1,75,58,81
new-england-patriots,Steve Nelson,MLB,80,5324351,319461,1,5324351,319461,1,75,58,81
new-england-patriots,Terry Falcon,C,52,974740,77979,3,974740,77979,3,75,58,81
new-england-patriots,Tim Fox,S,87,6730539,403832,1,6730539,403832,1,75,58,81
new-england-patriots,Tom Owen,QB,67,4957932,297476,1,4957932,297476,1,75,58,81
new-england-patriots,Tony McGee,DE,73,3980295,238818,1,3980295,238818,1,75,58,81
new-orleans-saints,Archie Manning,QB,80,9317614,838585,2,9317614,838585,2,75,58,81
new-orleans-saints,Barry Bennett,DT,67,2124828,169986,3,2124828,169986,3,75,58,81
new-orleans-saints,Bobby Scott,QB,66,4723059,425075,2,4723059,425075,2,75,58,81
new-orleans-saints,Brooks Williams,TE,62,1533647,122692,3,1533647,122692,3,75,59,81
new-orleans-saints,Chuck Muncie,RB,90,11678116,700687,1,11678116,700687,1,75,59,82
new-orleans-saints,Clarence Chapman,CB,68,2825292,169518,1,2825292,169518,1,75,59,82
new-orleans-saints,Conrad Dobler,OG,82,5573715,501634,2,5573715,501634,2,75,59,82
new-orleans-saints,Dave Lafary,OG,69,2965792,266921,2,2965792,266921,2,75,59,82
new-orleans-saints,David Gray,CB,60,1053921,221323,4,1053921,221323,4,75,59,82
new-orleans-saints,Derland Moore,DT,69,3121886,187313,1,3121886,187313,1,75,59,82
new-orleans-saints,Don Reese,DE,64,2571699,154302,1,2571699,154302,1,75,59,82
new-orleans-saints,Donald Schwartz,CB,60,1437165,114973,3,1437165,114973,3,75,59,82
new-orleans-saints,Ed Burns,QB,60,1941434,407701,4,1941434,407701,4,75,59,82
new-orleans-saints,Elex Price,DT,70,3277135,196628,1,3277135,196628,1,75,59,82
new-orleans-saints,Elois Grooms,DE,73,3980295,238818,1,3980295,238818,1,75,60,82
new-orleans-saints,Emanuel Zanders,OG,71,3268098,196086,1,3268098,196086,1,75,60,82
new-orleans-saints,Eric Felton,CB,64,1745081,139606,3,1745081,139606,3,75,60,82
new-orleans-saints,Fred Sturt,OG,69,2965792,177948,1,2965792,177948,1,75,60,82
new-orleans-saints,Garo Yepremian,K,82,3813594,228816,1,3813594,228816,1,75,60,82
new-orleans-saints,Henry Childs,TE,90,7958420,477505,1,7958420,477505,1,75,60,82
new-orleans-saints,Ike Harris,WR,80,4898403,293904,1,4898403,293904,1,75,60,82
new-orleans-saints,J.T. Taylor,OT,76,3453093,276247,3,3453093,276247,3,75,60,82
new-orleans-saints,Jack Holmes,RB,56,1681930,134554,3,1681930,134554,3,75,60,82
new-orleans-saints,Jim Kovach,MLB,52,752431,158011,4,752431,158011,4,75,60,82
new-orleans-saints,Jim Merlo,OLB,68,2914512,174871,1,2914512,174871,1,75,61,82
new-orleans-saints,Jim Pietrzak,C,51,1238085,74285,1,1238085,74285,1,75,61,82
new-orleans-saints,Joe Campbell,DE,70,3440991,309689,2,3440991,309689,2,75,61,82
new-orleans-saints,Joe Federspiel,MLB,74,3979268,358134,2,3979268,358134,2,75,61,82
new-orleans-saints,John Hill,C,71,3268098,294129,2,3268098,294129,2,75,61,82
new-orleans-saints,John Watson,OT,66,2833835,255045,2,2833835,255045,2,75,61,82
new-orleans-saints,Ken Bordelon,OLB,68,2914512,174871,1,2914512,174871,1,75,61,82
new-orleans-saints,Kim Jones,RB,63,3149832,188990,1,3149832,188990,1,75,61,82
new-orleans-saints,Larry Hardy,TE,63,1609914,128793,3,1609914,128793,3,75,61,82
new-orleans-saints,Michael Strachan,RB,69,4214546,252873,1,4214546,252873,1,75,61,82
new-orleans-saints,Mike Fultz,DE,59,2017595,181584,2,2017595,181584,2,75,61,82
new-orleans-saints,Pat Hughes,OLB,71,3371301,202278,1,3371301,202278,1,75,61,82
new-orleans-saints,Ralph McGill,S,75,3759438,338349,2,3759438,338349,2,75,61,82
new-orleans-saints,Ray Brown,S,77,4142642,248559,1,4142642,248559,1,75,61,82
new-orleans-saints,Reggie Mathis,OLB,57,939894,197378,4,939894,197378,4,75,61,82
new-orleans-saints,Rich Mauti,WR,66,2482980,223468,2,2482980,223468,2,75,62,82
new-orleans-saints,Rick Partridge,P,56,548185,115119,4,548185,115119,4,75,62,82
new-orleans-saints,Ricky Ray,CB,64,1279726,268742,4,1279726,268742,4,75,62,82
new-orleans-saints,Robert Woods,OT,72,3791736,227504,1,3791736,227504,1,75,62,82
new-orleans-saints,Roger Finnie,OT,73,3980295,238818,1,3980295,238818,1,75,62,82
new-orleans-saints,Russell Erxleben,P,52,451459,94806,4,451459,94806,4,75,62,82
new-orleans-saints,Tinker Owens,WR,73,3487497,209250,1,3487497,209250,1,75,62,83
new-orleans-saints,Tom Myers,S,79,4564907,410842,2,4564907,410842,2,75,62,83
new-orleans-saints,Tony Galbreath,RB,86,9617536,577052,1,9617536,577052,1,75,62,83
new-orleans-saints,Wayne Wilson,RB,61,1572156,330153,4,1572156,330153,4,75,62,83
new-orleans-saints,Wes Chandler,WR,88,5416686,433335,3,5416686,433335,3,75,62,83
new-york-giants,Al Dixon,TE,62,2044863,184038,2,2044863,184038,2,75,62,83
new-york-giants,Alan Caldwell,CB,57,911122,191336,4,911122,191336,4,75,62,83
new-york-giants,Beasley Reece,S,68,2676593,160596,1,2676593,160596,1,75,62,83
new-york-giants,Billy Taylor,RB,65,2603174,208254,3,2603174,208254,3,75,62,83
new-york-giants,Brad Benson,OT,71,3612109,325090,2,3612109,325090,2,75,62,83
new-york-giants,Brad Van Pelt,OLB,86,6981619,418897,1,6981619,418897,1,75,63,83
new-york-giants,Brian Kelley,OLB,82,5749727,344984,1,5749727,344984,1,75,63,83
new-york-giants,Calvin Miller,DT,56,913641,191865,4,913641,191865,4,75,63,83
new-york-giants,Cleveland Jackson,TE,54,762797,160187,4,762797,160187,4,75,63,83
new-york-giants,Dan Fowler,OG,59,1003994,210839,4,1003994,210839,4,75,63,83
new-york-giants,Dan Lloyd,MLB,63,2333209,139993,1,2333209,139993,1,75,63,83
new-york-giants,Dave Jennings,P,94,6302302,378138,1,6302302,378138,1,75,63,83
new-york-giants,Doug Kotar,RB,77,6213964,372838,1,6213964,372838,1,75,63,83
new-york-giants,Doug Van Horn,OG,76,4165636,249938,1,4165636,249938,1,75,63,83
new-york-giants,Dwight Scales,WR,63,2146552,128793,1,2146552,128793,1,75,63,83
new-york-giants,Earnest Gray,WR,73,1918123,402806,4,1918123,402806,4,75,63,83
new-york-giants,Eddie Hicks,RB,56,1233416,259017,4,1233416,259017,4,75,63,83
new-york-giants,Emery Moorehead,TE,76,4034089,363068,2,4034089,363068,2,75,63,83
new-york-giants,Ernie Jones,S,63,2099888,125993,1,2099888,125993,1,75,64,83
new-york-giants,Frank Marion,MLB,58,1830490,164744,2,1830490,164744,2,75,64,83
new-york-giants,Gary Jeter,DE,74,4178232,376041,2,4178232,376041,2,75,64,83
new-york-giants,Gary Shirk,TE,81,5141996,308520,1,5141996,308520,1,75,64,83
new-york-giants,Gene Washington,WR,75,3842981,230579,1,3842981,230579,1,75,64,83
new-york-giants,George Martin,DE,73,3980295,238818,1,3980295,238818,1,75,64,83
new-york-giants,Gordon King,OT,64,1928774,154302,3,1928774,154302,3,75,64,83
new-york-giants,Gus Coppens,OT,52,790053,165911,4,790053,165911,4,75,64,83
new-york-giants,Harry Carson,MLB,80,5324351,319461,1,5324351,319461,1,75,64,83
new-york-giants,J.T. Turner,OG,67,2691449,242230,2,2691449,242230,2,75,64,83
new-york-giants,Jeff Weston,OT,64,1414434,297031,4,1414434,297031,4,75,64,83
new-york-giants,Jim Clack,C,77,4372789,262367,1,4372789,262367,1,75,64,83
new-york-giants,Jim Robinson,WR,75,3842981,230579,1,3842981,230579,1,75,65,83
new-york-giants,Joe Danelo,K,71,2236067,134164,1,2236067,134164,1,75,65,83
new-york-giants,Joe Pisarcik,QB,72,6319559,568760,2,6319559,568760,2,75,65,83
new-york-giants,John Mendenhall,DT,74,3979268,358134,2,3979268,358134,2,75,65,83
new-york-giants,John Skorupan,OLB,63,2286545,137193,1,2286545,137193,1,75,65,83
new-york-giants,Johnny Perkins,WR,73,3487497,313875,2,3487497,313875,2,75,65,83
new-york-giants,Keith Eck,C,43,461844,96987,4,461844,96987,4,75,65,83
new-york-giants,Ken Johnson,RB,54,1119322,235058,4,1119322,235058,4,75,65,83
new-york-giants,Loaird McCreary,WR,52,1258612,75517,1,1258612,75517,1,75,65,83
new-york-giants,Mike McCoy,DT,74,3979268,238756,1,3979268,238756,1,75,65,83
new-york-giants,Odis McKinney,CB,68,2118969,169518,3,2118969,169518,3,75,65,83
new-york-giants,Phil Simms,QB,76,4220447,886294,4,4220447,886294,4,75,65,83
new-york-giants,Philip Tabor,DE,59,1109677,233032,4,1109677,233032,4,75,65,83
new-york-giants,Randy Coffield,OLB,56,1627942,97677,1,1627942,97677,1,75,65,84
new-york-giants,Randy Dean,QB,61,3705418,333488,2,3705418,333488,2,75,65,84
new-york-giants,Ray Oldham,S,69,2809697,168582,1,2809697,168582,1,75,65,84
new-york-giants,Ray Rhodes,CB,70,3113278,186797,1,3113278,186797,1,75,66,84
new-york-giants,Ron Mikolajczyk,OT,69,3277980,196679,1,3277980,196679,1,75,66,84
new-york-giants,Roy Simmons,OG,69,1631185,342549,4,1631185,342549,4,75,66,84
new-york-giants,Terry Jackson,CB,75,2976222,238098,3,2976222,238098,3,75,66,84
new-york-giants,Tom Mullady,TE,58,926228,194508,4,926228,194508,4,75,66,84
new-york-giants,Tom Neville,OT,74,4178232,250694,1,4178232,250694,1,75,66,84
new-york-jets,Abdul Salaam,DT,70,3277135,196628,1,3277135,196628,1,75,66,84
new-york-jets,Bob Raba,TE,58,1684051,151565,2,1684051,151565,2,75,66,84
new-york-jets,Bob Winkel,DE,66,1558609,327308,4,1558609,327308,4,75,66,84
new-york-jets,Bobby Jackson,CB,76,3124227,249938,3,3124227,249938,3,75,66,84
new-york-jets,Bobby Jones,WR,64,1689974,135198,3,1689974,135198,3,75,66,84
new-york-jets,Bruce Harper,RB,68,4014889,361340,2,4014889,361340,2,75,66,84
new-york-jets,Burgess Owens,S,80,4791916,287515,1,4791916,287515,1,75,66,84
new-york-jets,Chris Ward,OT,76,3453093,276247,3,3453093,276247,3,75,66,84
new-york-jets,Chuck Ramsey,P,78,2899101,260919,2,2899101,260919,2,75,67,84
new-york-jets,Clark Gaines,RB,72,4875089,292505,1,4875089,292505,1,75,67,84
