team,name,fdb_pos,mod_pos,pgm3_pos,povr,rating,join_tier,pos_note
new-england-patriots,Sam Cunningham,RB,FB,RB,87,82,team+name,
new-england-patriots,Sam Hunt,LB,MLB,MLB,83,75,team+name,
new-england-patriots,Shelby Jordan,OT,RT,OT,83,74,team+name,
new-england-patriots,Stanley Morgan,WR,WR,WR,86,82,team+name,
new-england-patriots,Steve Grogan,QB,QB,QB,84,89,team+name,
new-england-patriots,Steve King,LB,ROLB,OLB,80,73,team+name,
new-england-patriots,Steve Nelson,LB,MLB,MLB,85,80,team+name,
new-england-patriots,Terry Falcon,OG,C,C,72,52,team+name,
new-england-patriots,Tim Fox,DB,FS,S,95,87,team+name,
new-england-patriots,Tom Owen,QB,QB,QB,70,67,team+name,
new-england-patriots,Tony McGee,DE,LE,DE,84,73,team+name,
new-orleans-saints,Archie Manning,QB,QB,QB,81,80,team+name,
new-orleans-saints,Barry Bennett,DT,DT,DT,78,67,team+name,
new-orleans-saints,Bobby Scott,QB,QB,QB,69,66,team+name,
new-orleans-saints,Brooks Williams,TE,TE,TE,71,62,team+name,
new-orleans-saints,Chuck Muncie,RB,RB,RB,88,90,team+name,
new-orleans-saints,Clarence Chapman,DB,CB,CB,79,68,team+name,
new-orleans-saints,Conrad Dobler,OG,RG,OG,88,82,team+name,
new-orleans-saints,Dave Lafary,OT,RG,OG,80,69,team+name,
new-orleans-saints,David Gray,DB,CB,CB,71,60,team+name,
new-orleans-saints,Derland Moore,DT,DT,DT,79,69,team+name,
new-orleans-saints,Don Reese,DE,RE,DE,77,64,team+name,
new-orleans-saints,Donald Schwartz,DB,CB,CB,71,60,team+surname+position,
new-orleans-saints,Ed Burns,QB,QB,QB,63,60,team+name,
new-orleans-saints,Elex Price,DT,DT,DT,80,70,team+name,
new-orleans-saints,Elois Grooms,DE,LE,DE,84,73,team+name,
new-orleans-saints,Emanuel Zanders,OG,LG,OG,81,71,team+name,
new-orleans-saints,Eric Felton,DB,CB,CB,76,64,team+name,
new-orleans-saints,Fred Sturt,OG,LG,OG,78,69,team+name,
new-orleans-saints,Garo Yepremian,K,K,K,84,82,team+name,
new-orleans-saints,Henry Childs,TE,TE,TE,94,90,team+name,
new-orleans-saints,Ike Harris,WR,WR,WR,85,80,team+name,
new-orleans-saints,J.T. Taylor,OT,LT,OT,80,76,team+name,
new-orleans-saints,Jack Holmes,RB,FB,RB,69,56,team+name,
new-orleans-saints,Jim Kovach,LB,MLB,MLB,64,52,team+name,
new-orleans-saints,Jim Merlo,LB,LOLB,OLB,77,68,team+name,
new-orleans-saints,Jim Pietrzak,C,C,C,71,51,team+name,
new-orleans-saints,Joe Campbell,DE,RE,DE,81,70,team+name,
new-orleans-saints,Joe Federspiel,LB,MLB,MLB,82,74,team+name,
new-orleans-saints,John Hill,C,C,C,83,73,team+name,
new-orleans-saints,John Watson,OT,RT,OT,74,67,team+name,
new-orleans-saints,Ken Bordelon,LB,LOLB,OLB,77,68,team+name,
new-orleans-saints,Kim Jones,RB,FB,RB,75,63,team+name,
new-orleans-saints,Larry Hardy,TE,TE,TE,74,63,team+name,
new-orleans-saints,Michael Strachan,RB,RB,RB,77,69,team+surname+position,
new-orleans-saints,Mike Fultz,DT,LE,DE,75,59,team+name,
new-orleans-saints,Pat Hughes,LB,ROLB,OLB,78,71,team+name,
new-orleans-saints,Ralph McGill,DB,FS,S,85,75,team+name,
new-orleans-saints,Ray Brown,DB,SS,S,85,77,team+name,
new-orleans-saints,Reggie Mathis,LB,ROLB,OLB,69,57,team+name,
new-orleans-saints,Rich Mauti,WR,WR,WR,76,67,team+name,
new-orleans-saints,Rick Partridge,P,P,P,68,56,team+name,
new-orleans-saints,Ricky Ray,DB,CB,CB,75,64,team+name,
new-orleans-saints,Robert Woods,OT,RT,OT,81,72,team+name,
new-orleans-saints,Roger Finnie,OT,LT,OT,79,73,team+name,
new-orleans-saints,Russell Erxleben,P,P,P,61,52,team+name,
new-orleans-saints,Tinker Owens,WR,WR,WR,80,73,team+name,
new-orleans-saints,Tom Myers,DB,FS,S,87,79,team+name,
new-orleans-saints,Tony Galbreath,RB,FB,RB,94,86,team+name,
new-orleans-saints,Wayne Wilson,RB,FB,RB,74,61,team+name,
new-orleans-saints,Wes Chandler,WR,WR,WR,90,88,team+name,
new-york-giants,Al Dixon,TE,TE,TE,71,62,team+name,
new-york-giants,Alan Caldwell,DB,CB,CB,70,57,team+name,
new-york-giants,Beasley Reece,DB,SS,S,78,67,team+name,
new-york-giants,Billy Taylor,RB,FB,RB,78,65,team+name,
new-york-giants,Brad Benson,OT,LT,OT,78,71,team+name,
new-york-giants,Brad Van Pelt,LB,LOLB,OLB,91,86,team+name,
new-york-giants,Brian Kelley,LB,ROLB,OLB,85,82,team+name,
new-york-giants,Calvin Miller,DT,DT,DT,67,56,team+name,
new-york-giants,Cleveland Jackson,TE,TE,TE,67,54,team+name,
new-york-giants,Dan Fowler,OG,RG,OG,70,62,team+name,
new-york-giants,Dan Lloyd,LB,MLB,MLB,74,63,team+name,
new-york-giants,Dave Jennings,P,P,P,99,94,team+name,
new-york-giants,Doug Kotar,RB,RB,RB,80,77,team+name,
new-york-giants,Doug Van Horn,OG,LG,OG,83,76,team+name,
new-york-giants,Dwight Scales,WR,WR,WR,74,64,team+name,
new-york-giants,Earnest Gray,WR,WR,WR,80,73,team+name,
new-york-giants,Eddie Hicks,RB,RB,RB,68,56,team+name,
new-york-giants,Emery Moorehead,TE,TE,TE,84,76,team+name,
new-york-giants,Ernie Jones,DB,FS,S,77,63,team+name,
new-york-giants,Frank Marion,LB,MLB,MLB,68,58,team+name,
new-york-giants,Gary Jeter,DE,RE,DE,85,75,team+name,
new-york-giants,Gary Shirk,TE,TE,TE,86,81,team+name,
new-york-giants,Gene Washington,WR,WR,WR,63,50,team+surname+position,
new-york-giants,George Martin,DE,LE,DE,84,73,team+name,
new-york-giants,Gordon King,OT,RT,OT,71,65,team+name,
new-york-giants,Gus Coppens,OT,LT,OT,61,52,team+name,
new-york-giants,Harry Carson,LB,MLB,MLB,85,80,team+name,
new-york-giants,J.T. Turner,OG,RG,OG,79,68,team+name,
new-york-giants,Jeff Weston,OT,LT,OT,72,64,team+name,
new-york-giants,Jim Clack,C,C,C,86,77,team+name,
new-york-giants,Jim Robinson,WR,WR,WR,82,76,team+name,
new-york-giants,Joe Danelo,K,K,K,75,71,team+name,
new-york-giants,Joe Pisarcik,QB,QB,QB,75,72,team+name,
new-york-giants,John Mendenhall,DT,DT,DT,83,74,team+name,
new-york-giants,John Skorupan,LB,ROLB,OLB,71,63,team+name,
new-york-giants,Johnny Perkins,WR,WR,WR,80,73,team+name,
new-york-giants,Keith Eck,C,C,C,68,43,team+name,
new-york-giants,Ken Johnson,RB,FB,RB,68,54,team+name,
new-york-giants,Loaird McCreary,TE,WR,WR,64,52,team+name,
new-york-giants,Mike McCoy,DT,DT,DT,83,74,team+name,
new-york-giants,Odis McKinney,DB,CB,CB,79,68,team+name,
new-york-giants,Phil Simms,QB,QB,QB,77,76,team+name,
new-york-giants,Philip Tabor,DE,RE,DE,74,60,team+surname+position,
new-york-giants,Randy Coffield,LB,LOLB,OLB,68,56,team+name,
new-york-giants,Randy Dean,QB,QB,QB,64,61,team+name,
new-york-giants,Ray Oldham,DB,FS,S,81,69,team+name,
new-york-giants,Ray Rhodes,DB,CB,CB,80,70,team+name,
new-york-giants,Ron Mikolajczyk,OT,RT,OT,76,69,team+name,
new-york-giants,Roy Simmons,OG,LG,OG,77,69,team+name,
new-york-giants,Terry Jackson,DB,CB,CB,83,75,team+name,
new-york-giants,Tom Mullady,WR,TE,TE,70,58,team+name,
new-york-giants,Tom Neville,OT,RT,OT,83,74,team+name,
new-york-jets,Abdul Salaam,DT,DT,DT,80,70,team+name,
new-york-jets,Bob Raba,TE,TE,TE,70,58,team+name,
new-york-jets,Bob Winkel,DT,RE,DE,78,66,team+name,
new-york-jets,Bobby Jackson,DB,CB,CB,84,76,team+name,
new-york-jets,Bobby Jones,WR,WR,WR,75,65,team+name,
new-york-jets,Bruce Harper,RB,RB,RB,76,68,team+name,
new-york-jets,Burgess Owens,DB,FS,S,89,80,team+name,
new-york-jets,Chris Ward,OT,LT,OT,80,76,team+name,
new-york-jets,Chuck Ramsey,P,P,P,83,78,team+name,
new-york-jets,Clark Gaines,RB,FB,RB,83,72,team+name,
new-york-jets,Dan Alexander,OG,RG,OG,83,76,team+name,
new-york-jets,Dave Jacobs,K,K,K,55,50,team+name,
new-york-jets,Derrick Gaffney,WR,WR,WR,81,74,team+name,
new-york-jets,Donald Dykes,DB,CB,CB,78,67,team+name,
new-york-jets,Ed McGlasson,C,C,C,73,55,team+name,
new-york-jets,Eric Cunningham,OG,RG,OG,76,64,team+name,
new-york-jets,Greg Buttle,LB,LOLB,OLB,85,82,team+name,
new-york-jets,Jerome Barkum,TE,TE,TE,82,74,team+name,
new-york-jets,Joe Fields,C,C,C,83,73,team+name,
new-york-jets,Joe Klecko,DT,DT,DT,97,93,team+name,
new-york-jets,Joe Pellegrini,DT,DT,DT,77,66,team+name,
new-york-jets,John Hennessy,LB,MLB,MLB,71,62,team+name,
new-york-jets,John Roman,OT,LT,OT,74,66,team+name,
new-york-jets,John Sullivan,LB,LOLB,OLB,72,62,team+name,
new-york-jets,Johnny Lynn,DB,CB,CB,79,68,team+name,
new-york-jets,Ken Schroy,DB,SS,S,77,67,team+name,
new-york-jets,Kevin Long,RB,FB,RB,74,61,team+name,
new-york-jets,Lawrence Pillers,DE,LE,DE,82,69,team+name,
new-york-jets,Mark Gastineau,DE,LE,DE,77,60,team+name,
new-york-jets,Marty Lyons,DT,RE,DE,79,67,team+name,
new-york-jets,Marvin Powell,OT,RT,OT,91,89,team+name,
new-york-jets,Matt Robinson,QB,QB,QB,76,73,team+name,
new-york-jets,Mickey Shuler,TE,TE,TE,80,71,team+name,
new-york-jets,Mike McKibben,LB,ROLB,OLB,72,65,team+name,
new-york-jets,Pat Leahy,K,K,K,83,79,team+name,
new-york-jets,Pat Ryan,QB,QB,QB,73,69,team+name,
new-york-jets,Paul Darby,WR,WR,WR,68,58,team+name,
new-york-jets,Randy Rasmussen,OG,LG,OG,85,80,team+name,
new-york-jets,Richard Todd,QB,QB,QB,82,83,team+name,
new-york-jets,Richie Szaro,K,K,K,73,70,team+surname+position,
new-york-jets,Roger Farmer,WR,WR,WR,64,52,team+name,
new-york-jets,Ron Crosby,LB,ROLB,OLB,72,65,team+name,
new-york-jets,Scott Dierking,RB,RB,RB,77,69,team+name,
new-york-jets,Shafer Suggs,DB,SS,S,83,72,team+name,
new-york-jets,Stan Blinka,LB,MLB,MLB,76,69,team+name,
new-york-jets,Stan Waldemore,OG,LG,OG,76,68,team+name,
new-york-jets,Tim Moresco,DB,CB,CB,76,64,team+name,
new-york-jets,Tom Newton,RB,FB,RB,65,45,team+name,
new-york-jets,Toni Linhart,K,K,K,77,74,team+name,
new-york-jets,Wesley Walker,WR,WR,WR,88,85,team+name,
new-york-jets,Woody Bennett,RB,RB,RB,66,49,team+name,
oakland-raiders,Art Shell,OT,LT,OT,95,96,team+name,
oakland-raiders,Art Whittington,RB,RB,RB,81,81,team+surname+position,
oakland-raiders,Booker Russell,RB,FB,RB,74,61,team+name,
oakland-raiders,Bruce Davis,OT,LT,OT,76,68,team+name,
oakland-raiders,Charles Philyaw,DE,LE,DE,78,62,team+name,
oakland-raiders,Charlie Phillips,DB,SS,S,82,70,team+surname+position,
oakland-raiders,Clarence Hawkins,RB,RB,RB,71,61,team+name,
oakland-raiders,Cliff Branch,WR,WR,WR,92,91,team+name,
oakland-raiders,Dan Medlin,OG,RG,OG,80,69,team+name,
oakland-raiders,Dave Browning,DE,RE,DE,84,73,team+name,
oakland-raiders,Dave Casper,TE,TE,TE,94,90,team+name,
oakland-raiders,Dave Dalby,C,C,C,93,88,team+name,
oakland-raiders,Dave Pear,DT,DT,DT,86,78,team+name,
oakland-raiders,David Humm,QB,QB,QB,70,67,team+name,
oakland-raiders,Derrick Jensen,RB,FB,RB,79,65,team+name,
oakland-raiders,Derrick Ramsey,TE,TE,TE,79,70,team+name,
oakland-raiders,Gene Upshaw,OG,LG,OG,98,91,team+name,
oakland-raiders,Henry Lawrence,OT,RT,OT,87,85,team+name,
oakland-raiders,Henry Williams,DB,CB,CB,81,72,team+name,
oakland-raiders,Ira Matthews,RB,RB,RB,75,67,team+name,
oakland-raiders,Jack Tatum,DB,FS,S,86,77,team+name,
oakland-raiders,Jeff Barnes,LB,LOLB,OLB,75,66,team+name,
oakland-raiders,Jim Breech,K,K,K,83,79,team+name,
oakland-raiders,Jim Plunkett,QB,QB,QB,84,89,team+name,
oakland-raiders,Joe Bell,DE,DT,DT,63,50,team+name,
oakland-raiders,Joe Stewart,WR,WR,WR,69,59,team+name,
oakland-raiders,John Huddleston,LB,MLB,MLB,61,50,team+name,
oakland-raiders,John Matuszak,DE,LE,DE,87,79,team+name,
oakland-raiders,John Vella,OT,RT,OT,69,62,team+name,
oakland-raiders,Ken Stabler,QB,QB,QB,81,80,team+name,
oakland-raiders,Larry Brunson,WR,WR,WR,76,67,team+name,
oakland-raiders,Lester Hayes,DB,CB,CB,91,87,team+name,
oakland-raiders,Mark van Eeghen,RB,FB,RB,94,86,team+name,
oakland-raiders,Mickey Marvin,OG,RG,OG,82,71,team+name,
oakland-raiders,Mike Davis,DB,SS,S,86,80,team+name,
oakland-raiders,Monte Jackson,DB,CB,CB,92,91,team+name,
oakland-raiders,Monte Johnson,LB,MLB,MLB,86,84,team+name,
oakland-raiders,Morris Bradshaw,WR,WR,WR,82,76,team+name,
oakland-raiders,Pat Toomay,DE,LE,DE,83,71,team+name,
oakland-raiders,Phil Villapiano,LB,MLB,MLB,86,84,team+name,
oakland-raiders,Ray Guy,P,P,P,99,94,team+name,
oakland-raiders,Raymond Chester,TE,TE,TE,95,96,team+name,
oakland-raiders,Reggie Kinlaw,DT,DT,DT,75,64,team+name,
oakland-raiders,Rich Martini,WR,WR,WR,78,69,team+name,
oakland-raiders,Rod Martin,LB,ROLB,OLB,82,77,team+name,
oakland-raiders,Rufus Bess,DB,CB,CB,71,60,team+name,
oakland-raiders,Steve Sylvester,C,RG,OG,84,78,team+name,
oakland-raiders,Ted Hendricks,LB,LOLB,OLB,87,85,team+name,
oakland-raiders,Terry Robiskie,RB,RB,RB,76,68,team+name,
oakland-raiders,Todd Christensen,TE,FB,RB,69,56,team+name,
oakland-raiders,Willie Jones,DE,RE,DE,72,56,team+name,
philadelphia-eagles,Al Chesley,LB,MLB,MLB,74,63,team+name,
philadelphia-eagles,Al Latimer,DB,CB,CB,74,63,team+name,
philadelphia-eagles,Bill Bergey,LB,MLB,MLB,93,91,team+name,
philadelphia-eagles,Billy Campfield,RB,RB,RB,80,77,team+name,
philadelphia-eagles,Bob Howard,DB,CB,CB,81,72,team+name,
philadelphia-eagles,Brenard Wilson,DB,FS,S,84,74,team+name,
philadelphia-eagles,Carl Hairston,DE,RE,DE,89,82,team+name,
philadelphia-eagles,Charlie Johnson,DT,DT,DT,87,79,team+name,
philadelphia-eagles,Charlie Smith,WR,WR,WR,85,80,team+surname+position,
philadelphia-eagles,Claude Humphrey,DE,LE,DE,91,89,team+name,
philadelphia-eagles,Deac Sanders,DB,SS,S,75,64,team+surname+position,
philadelphia-eagles,Dennis Harrison,DE,LE,DE,88,83,team+name,
philadelphia-eagles,Earl Carr,RB,RB,RB,72,62,team+name,
philadelphia-eagles,Frank LeMaster,LB,MLB,MLB,83,75,team+name,
philadelphia-eagles,Guy Morriss,C,C,C,87,79,team+name,
philadelphia-eagles,Harold Carmichael,WR,WR,WR,93,91,team+name,
philadelphia-eagles,Herman Edwards,DB,CB,CB,86,81,team+name,
philadelphia-eagles,Jerrold McRae,WR,WR,WR,67,58,team+name,
philadelphia-eagles,Jerry Robinson,LB,ROLB,OLB,80,73,team+name,
philadelphia-eagles,Jerry Sisemore,OT,RT,OT,91,89,team+name,
philadelphia-eagles,John Bunting,LB,LOLB,OLB,81,76,team+name,
philadelphia-eagles,John Sciarra,DB,FS,S,81,69,team+name,
philadelphia-eagles,John Spagnola,TE,TE,TE,80,71,team+name,
philadelphia-eagles,John Walton,QB,QB,QB,72,68,team+name,
philadelphia-eagles,Keith Krepfle,TE,TE,TE,85,78,team+name,
philadelphia-eagles,Ken Clarke,DT,DT,DT,82,72,team+name,
philadelphia-eagles,Larry Barnes,RB,FB,RB,84,76,team+name,
philadelphia-eagles,Lem Burnham,DE,RE,DE,76,62,team+name,
philadelphia-eagles,Leroy Harris,RB,FB,RB,87,82,team+name,
philadelphia-eagles,Louie Giammona,RB,RB,RB,77,69,team+name,
philadelphia-eagles,Manny Sistrunk,DT,DT,DT,80,70,team+name,
philadelphia-eagles,Mark Slater,C,RT,OT,69,62,team+name,
philadelphia-eagles,Max Runager,P,P,P,82,76,team+name,
philadelphia-eagles,Petey Perot,OG,LG,OG,76,68,team+name,
philadelphia-eagles,Randy Logan,DB,SS,S,87,81,team+name,
philadelphia-eagles,Ray Phillips,LB,ROLB,OLB,71,63,team+name,
philadelphia-eagles,Reggie Wilkes,LB,ROLB,OLB,82,77,team+name,
philadelphia-eagles,Richard Blackmore,DB,CB,CB,71,60,team+name,
philadelphia-eagles,Ron Jaworski,QB,QB,QB,87,92,team+name,
philadelphia-eagles,Rufus Mayes,OT,LT,OT,79,73,team+name,
philadelphia-eagles,Scott Fitzkee,WR,WR,WR,76,67,team+name,
philadelphia-eagles,Stan Walters,OT,LT,OT,89,87,team+name,
philadelphia-eagles,Terry Tautolo,LB,MLB,MLB,75,66,team+name,
philadelphia-eagles,Tony Franklin,K,K,K,92,89,team+name,
philadelphia-eagles,Wade Key,OG,LG,OG,81,71,team+name,
philadelphia-eagles,Wally Henry,WR,WR,WR,76,67,team+name,
philadelphia-eagles,Wilbert Montgomery,RB,RB,RB,86,87,team+name,
philadelphia-eagles,Woody Peoples,OG,RG,OG,82,71,team+name,
pittsburgh-steelers,Anthony Anderson,RB,RB,RB,74,65,team+name,
pittsburgh-steelers,Bennie Cunningham,TE,TE,TE,87,82,team+name,
pittsburgh-steelers,Craig Colquitt,P,P,P,83,78,team+name,
pittsburgh-steelers,Dennis Winston,LB,ROLB,OLB,86,84,team+name,
pittsburgh-steelers,Donnie Shell,DB,SS,S,98,95,team+name,
pittsburgh-steelers,Dwayne Woodruff,DB,CB,CB,79,68,team+name,
pittsburgh-steelers,Dwight White,DE,RE,DE,81,70,team+name,
pittsburgh-steelers,Franco Harris,RB,FB,RB,93,86,team+name,
pittsburgh-steelers,Gary Dunn,DT,DT,DT,82,72,team+name,
pittsburgh-steelers,Gerry Mullins,OG,RG,OG,87,80,team+name,
pittsburgh-steelers,Greg Hawthorne,RB,RB,RB,76,68,team+name,
pittsburgh-steelers,J.T. Thomas,DB,FS,S,85,75,team+name,
pittsburgh-steelers,Jack Ham,LB,LOLB,OLB,94,97,team+name,
pittsburgh-steelers,Jack Lambert,LB,MLB,MLB,98,98,team+name,
pittsburgh-steelers,Jim Smith,WR,WR,WR,79,71,team+name,
pittsburgh-steelers,Joe Greene,DT,DT,DT,97,93,team+name,
pittsburgh-steelers,John Banaszak,DT,RE,DE,86,76,team+name,
pittsburgh-steelers,John Stallworth,WR,WR,WR,96,98,team+name,
pittsburgh-steelers,Jon Kolb,OT,LT,OT,93,94,team+name,
pittsburgh-steelers,L.C. Greenwood,DE,LE,DE,92,95,team+name,
pittsburgh-steelers,Larry Anderson,DB,CB,CB,70,57,team+name,
pittsburgh-steelers,Larry Brown,OT,RT,OT,81,72,team+name,
pittsburgh-steelers,Loren Toews,LB,ROLB,OLB,81,74,team+name,
pittsburgh-steelers,Lynn Swann,WR,WR,WR,94,96,team+name,
pittsburgh-steelers,Matt Bahr,K,K,K,70,54,team+name,
pittsburgh-steelers,Mel Blount,DB,CB,CB,95,94,team+name,
pittsburgh-steelers,Mike Kruczek,QB,QB,QB,75,72,team+name,
pittsburgh-steelers,Mike Wagner,DB,FS,S,80,67,team+name,
pittsburgh-steelers,Mike Webster,C,C,C,99,92,team+name,
pittsburgh-steelers,Randy Grossman,TE,TE,TE,84,76,team+name,
pittsburgh-steelers,Rick Moser,RB,RB,RB,75,67,team+name,
pittsburgh-steelers,Robin Cole,LB,MLB,MLB,81,73,team+name,
pittsburgh-steelers,Rocky Bleier,RB,RB,RB,83,83,team+name,
pittsburgh-steelers,Ron Johnson,DB,CB,CB,86,81,team+name,
pittsburgh-steelers,Sam Davis,OG,LG,OG,90,85,team+name,
pittsburgh-steelers,Sidney Thornton,RB,FB,RB,88,83,team+name,
pittsburgh-steelers,Steve Courson,OG,RG,OG,87,80,team+name,
pittsburgh-steelers,Steve Furness,DE,DT,DT,83,74,team+name,
pittsburgh-steelers,Ted Petersen,OT,C,C,73,55,team+name,
pittsburgh-steelers,Terry Bradshaw,QB,QB,QB,95,98,team+name,
pittsburgh-steelers,Theo Bell,WR,WR,WR,78,69,team+name,
pittsburgh-steelers,Thom Dornbrook,OG,RT,OT,65,52,team+name,
pittsburgh-steelers,Tom Beasley,DE,RE,DE,77,64,team+name,
pittsburgh-steelers,Tom Graves,LB,LOLB,OLB,68,56,team+name,
pittsburgh-steelers,Zack Valentine,LB,LOLB,OLB,69,58,team+name,
san-diego-chargers,Artie Owens,RB,WR,WR,77,68,team+name,
san-diego-chargers,Billy Shields,OT,LT,OT,88,84,team+name,
san-diego-chargers,Bo Matthews,RB,FB,RB,76,63,team+name,
san-diego-chargers,Bob Horn,LB,MLB,MLB,80,72,team+name,
san-diego-chargers,Bob Klein,TE,TE,TE,84,76,team+name,
san-diego-chargers,Bob Rush,C,C,C,76,64,team+name,
san-diego-chargers,Charles DeJurnett,DT,DT,DT,83,74,team+name,
san-diego-chargers,Charlie Joiner,WR,WR,WR,90,88,team+name,
san-diego-chargers,Clarence Williams,RB,FB,RB,78,65,team+name,
san-diego-chargers,Cliff Olander,QB,QB,QB,62,53,team+name,
san-diego-chargers,Cliff Thrift,LB,MLB,MLB,70,61,team+name,
san-diego-chargers,Dan Audick,OT,LT,OT,73,66,team+name,
san-diego-chargers,Dan Fouts,QB,QB,QB,91,96,team+name,
san-diego-chargers,Don Goode,LB,LOLB,OLB,77,68,team+name,
san-diego-chargers,Don Macek,C,C,C,89,81,team+name,
san-diego-chargers,Don Woods,RB,FB,RB,77,63,team+name,
san-diego-chargers,Doug Wilkerson,OG,LG,OG,93,88,team+name,
san-diego-chargers,Ed White,OG,RG,OG,95,96,team+name,
san-diego-chargers,Frank Duncan,DB,SS,S,73,63,team+name,
san-diego-chargers,Fred Dean,DE,RE,DE,91,86,team+name,
san-diego-chargers,Gary Johnson,DT,DT,DT,87,79,team+name,
san-diego-chargers,Glen Edwards,DB,FS,S,86,77,team+name,
san-diego-chargers,Greg McCrary,TE,TE,TE,75,64,team+name,
san-diego-chargers,Hal Stringert,DB,CB,CB,77,65,team+name,
san-diego-chargers,Hank Bauer,RB,RB,RB,78,72,team+name,
san-diego-chargers,James Harris,QB,QB,QB,77,76,team+name,
san-diego-chargers,Jeff West,P,P,P,80,73,team+name,
san-diego-chargers,Jerome Dove,DB,CB,CB,77,65,team+name,
san-diego-chargers,John Floyd,WR,WR,WR,76,67,team+name,
san-diego-chargers,John Jefferson,WR,WR,WR,90,88,team+name,
san-diego-chargers,John Lee,DE,RE,DE,77,64,team+name,
san-diego-chargers,Kellen Winslow,TE,TE,TE,81,72,team+name,
san-diego-chargers,Larry Burton,WR,WR,WR,76,67,team+name,
san-diego-chargers,Leroy Jones,DE,LE,DE,83,71,team+name,
san-diego-chargers,Linden King,LB,LOLB,OLB,75,66,team+name,
san-diego-chargers,Louie Kelcher,DT,DT,DT,93,87,team+name,
san-diego-chargers,Lydell Mitchell,RB,RB,RB,85,85,team+name,
san-diego-chargers,Mike Fuller,DB,SS,S,85,77,team+name,
san-diego-chargers,Mike Thomas,RB,RB,RB,83,83,team+name,
san-diego-chargers,Mike Williams,DB,CB,CB,82,74,team+name,
san-diego-chargers,Mike Wood,K,K,K,82,79,team+name,
san-diego-chargers,Pete Shaw,DB,FS,S,85,75,team+name,
san-diego-chargers,Ralph Perretta,C,RG,OG,80,69,team+name,
san-diego-chargers,Ray Preston,LB,LOLB,OLB,78,70,team+name,
san-diego-chargers,Rolf Benirschke,K,K,K,92,89,team+name,
san-diego-chargers,Roy Gerela,K,K,K,56,52,team+name,
san-diego-chargers,Russ Washington,OT,RT,OT,92,93,team+name,
san-diego-chargers,Wilbur Young,DE,LE,DE,82,69,team+name,
san-diego-chargers,Willie Buchanon,DB,CB,CB,88,84,team+name,
san-diego-chargers,Woodrow Lowe,LB,ROLB,OLB,84,81,team+name,
san-francisco-49ers,Al Cowlings,DE,LE,DE,69,52,team+name,
san-francisco-49ers,Archie Reese,DT,LE,DE,78,62,team+name,
san-francisco-49ers,Bob Bruer,TE,TE,TE,77,66,team+name,
san-francisco-49ers,Bob Ferrell,RB,FB,RB,74,61,team+name,
san-francisco-49ers,Bob Martin,LB,ROLB,OLB,72,65,team+name,
san-francisco-49ers,Bob Nelson,LB,MLB,MLB,75,66,team+name,
san-francisco-49ers,Cedrick Hardman,DE,RE,DE,88,78,team+name,
san-francisco-49ers,Charles Cornelius,DB,CB,CB,73,62,team+name,
san-francisco-49ers,Charles Johnson,DB,CB,CB,68,53,team+surname+position,
san-francisco-49ers,Dan Bunz,LB,MLB,MLB,80,72,team+name,
san-francisco-49ers,Dan Melville,P,P,P,74,64,team+name,
san-francisco-49ers,Dave Morton,LB,LOLB,OLB,60,52,team+name,
san-francisco-49ers,Dwaine Board,DE,RE,DE,76,62,team+name,
san-francisco-49ers,Dwight Clark,WR,WR,WR,76,67,team+name,
san-francisco-49ers,Dwight Hicks,DB,FS,S,80,67,team+name,
san-francisco-49ers,Eason Ramson,TE,WR,WR,72,62,team+name,
san-francisco-49ers,Eric Johnson,DB,SS,S,71,61,team+name,
san-francisco-49ers,Fred Quillan,C,C,C,88,79,team+name,
san-francisco-49ers,Freddie Solomon,WR,WR,WR,86,82,team+name,
san-francisco-49ers,Gerard Williams,DB,CB,CB,82,74,team+name,
san-francisco-49ers,Gordy Ceresino,LB,ROLB,OLB,61,52,team+name,
san-francisco-49ers,James Owens,RB,RB,RB,74,65,team+name,
san-francisco-49ers,Jean Barrett,OT,LT,OT,73,66,team+name,
san-francisco-49ers,Jeff McIntyre,LB,LOLB,OLB,69,58,team+name,
san-francisco-49ers,Jimmy Webb,DT,DT,DT,77,66,team+name,
san-francisco-49ers,Joe Montana,QB,QB,QB,80,79,team+name,
san-francisco-49ers,John Ayers,OG,LG,OG,86,81,team+name,
san-francisco-49ers,John Bristor,DB,SS,S,65,54,team+name,
san-francisco-49ers,Keith Fahnhorst,OT,RT,OT,87,85,team+name,
san-francisco-49ers,Ken MacAfee,TE,TE,TE,82,74,team+name,
san-francisco-49ers,Lenvil Elliott,RB,RB,RB,75,67,team+name,
san-francisco-49ers,Melvin Morgan,DB,CB,CB,72,61,team+name,
san-francisco-49ers,Mike Hogan,RB,FB,RB,82,69,team+name,
san-francisco-49ers,Mike Shumann,WR,WR,WR,79,71,team+name,
san-francisco-49ers,O.J. Simpson,RB,RB,RB,80,77,team+name,
san-francisco-49ers,Paul Hofer,RB,RB,RB,78,72,team+name,
san-francisco-49ers,Paul Seal,TE,TE,TE,77,66,team+name,
san-francisco-49ers,Phil Francis,RB,RB,RB,73,63,team+name,
san-francisco-49ers,Randy Cross,OG,RG,OG,88,82,team+name,
san-francisco-49ers,Ray Wersching,K,K,K,89,84,team+name,
san-francisco-49ers,Ron Shumon,LB,MLB,MLB,65,52,team+name,
san-francisco-49ers,Ron Singleton,OT,LT,OT,82,78,team+name,
