player,key,old,new,band
Matt Simms,matt simms|QB,Head4a,Head1a,light
Matthew Mulligan,matthew mulligan|TE,Head4b,Head2b,light
Matthias Farley,matthias farley|S,Head2a,Head5a,dark
Micah Hyde,micah hyde|S,Head2c,Head4c,dark
Michael Campanaro,michael campanaro|WR,Head2a,Head5a,dark
Michael Crabtree,michael crabtree|WR,Head2c,Head4c,dark
Mike Cloud,mike cloud|RB,Head5a,Head2a,light
Mike Martin,mike martin|DT,Head4b,Head3b,light
Mike Pouncey,mike pouncey|C,Head2b,Head4b,dark
Monty Montgomery,monty montgomery|CB,Head1c,Head5c,dark
Mychal Kendricks,mychal kendricks|OLB,Head2a,Head5a,dark
Nate Palmer,nate palmer|MLB,Head2a,Head5a,dark
Nathan Stupar,nathan stupar|OLB,Head4a,Head1a,light
Nick Perry,nick perry|OLB,Head2b,Head4b,dark
Nick Williams,nick williams|WR,Head4a,Head3a,light
Nigel Bradham,nigel bradham|OLB,Head2a,Head5a,dark
Niles Paul,niles paul|TE,Head2a,Head4a,dark
Olin Kreutz,olin kreutz|C,Head4d,Head1d,light
Orlando Scandrick,orlando scandrick|CB,Head2c,Head4c,dark
Orson Charles,orson charles|TE,Head2a,Head5a,dark
Pat McAfee,pat mcafee|P,Head4a,Head3a,light
Patrick Chung,patrick chung|S,Head2c,Head4c,dark
Paul Kruger,paul kruger|DE,Head4b,Head1b,light
Phillip Dorsett,phillip dorsett|WR,Head2a,Head5a,dark
Phillip Gaines,phillip gaines|CB,Head2a,Head5a,dark
Phillip Lindsay,phillip lindsay|RB,Head3c,Head5c,dark
Pierre Desir,pierre desir|CB,Head2c,Head5c,dark
Pierre Garcon,pierre garcon|WR,Head2c,Head5c,dark
Poona Ford,poona ford|DT,Head4a,Head1a,light
Prince Amukamara,prince amukamara|CB,Head2a,Head4a,dark
Rafael Bush,rafael bush|S,Head2c,Head4c,dark
Ramon Foster,ramon foster|OG,Head2d,Head5d,dark
Ramon Humber,ramon humber|OLB,Head2c,Head4c,dark
Ramon Humber,ramon humber|MLB,Head2a,Head5a,dark
Randall Cobb,randall cobb|WR,Head2c,Head5c,dark
Randy Gregory,randy gregory|DE,Head2a,Head5a,dark
Rishard Matthews,rishard matthews|WR,Head2a,Head5a,dark
Rob Housler,rob housler|TE,Head4a,Head2a,light
Rob Konrad,rob konrad|RB,Head4a,Head3a,light
Robert Alford,robert alford|CB,Head2c,Head4c,dark
Robert Golden,robert golden|S,Head2a,Head5a,dark
Robert Hunt,robert hunt|OG,Head4b,Head3b,light
Robert Quinn,robert quinn|OLB,Head2d,Head4d,dark
Rod Streater,rod streater|WR,Head2a,Head5a,dark
Rodger Saffold,rodger saffold|OG,Head2d,Head5d,dark
Rogers Beckett,rogers beckett|S,Head1a,Head5a,dark
Ryan Mallett,ryan mallett|QB,Head4a,Head3a,light
Ryan Wendell,ryan wendell|C,Head4b,Head1b,light
Sam Acho,sam acho|OLB,Head2b,Head4b,dark
Scott Tolzien,scott tolzien|QB,Head4c,Head3c,light
Seth Williams,seth williams|WR,Head2a,Head5a,dark
Shareece Wright,shareece wright|CB,Head2c,Head4c,dark
Spencer Brown,spencer brown|RB,Head1b,Head5b,dark
Stevan Ridley,stevan ridley|RB,Head2a,Head5a,dark
Steve Martin,steve martin|DT,Head1d,Head4d,dark
T.J. Yates,tj yates|QB,Head4c,Head2c,light
T.Y. McGill,ty mcgill|DT,Head2b,Head4b,dark
Tai Streets,tai streets|WR,Head1a,Head5a,dark
Tank Carder,tank carder|MLB,Head4a,Head1a,light
Tanner Purdum,tanner purdum|C,Head4a,Head3a,light
Taylor Boggs,taylor boggs|C,Head4b,Head1b,light
Terrance Shaw,terrance shaw|CB,Head1c,Head5c,dark
Terrance Williams,terrance williams|WR,Head2a,Head5a,dark
Terrell McClain,terrell mcclain|DT,Head2b,Head5b,dark
Terrelle Pryor,terrelle pryor|WR,Head2a,Head4a,dark
Tim Barnes,tim barnes|C,Head4b,Head1b,light
Tim Masthay,tim masthay|P,Head4a,Head2a,light
Tom Johnson,tom johnson|DT,Head2d,Head4d,dark
Torrey Smith,torrey smith|WR,Head2a,Head4a,dark
Tramaine Brock,tramaine brock|CB,Head2a,Head5a,dark
Travaris Cadet,travaris cadet|RB,Head2a,Head4a,dark
Tyler Clutts,tyler clutts|RB,Head4b,Head1b,light
Tyrone Crawford,tyrone crawford|DE,Head2b,Head5b,dark
Vince Mayle,vince mayle|WR,Head2a,Head5a,dark
Virgil Green,virgil green|TE,Head2a,Head5a,dark
Wade Richey,wade richey|K,Head5a,Head3a,light
Wesley Woodyard,wesley woodyard|MLB,Head2c,Head4c,dark
Whitney Mercilus,whitney mercilus|OLB,Head2d,Head5d,dark
Willie Snead,willie snead|WR,Head2a,Head5a,dark
Zane Beadles,zane beadles|OG,Head4b,Head3b,light
aidan hutchinson,aidan hutchinson|DE,Head1a,Head5a,dark
albert mcclellan,albert mcclellan|OLB,Head2c,Head5c,dark
aldon smith,aldon smith|DE,Head2a,Head4a,dark
alec pierce,alec pierce|WR,Head1a,Head5a,dark
alex lewis,alex lewis|OG,Head5a,Head3a,light
andrew mcdonald,andrew mcdonald|OT,Head3b,Head5b,dark
andrew tiller,andrew tiller|OG,Head2b,Head4b,dark
antoine mcclain,antoine mcclain|OG,Head3b,Head5b,dark
bijan robinson,bijan robinson|RB,Head3a,Head5a,dark
brian jennings,brian jennings|TE,Head3c,Head5c,dark
bryan bresee,bryan bresee|DT,Head1a,Head5a,dark
cam jurgens,cam jurgens|OG,Head1c,Head5c,dark
cam skattebo,cam skattebo|RB,Head1a,Head4a,dark
chas alecxih,chas alecxih|DT,Head5b,Head1b,light
chigbo anunoby,chigbo anunoby|DT,Head3b,Head4b,dark
chris culliver,chris culliver|CB,Head3a,Head5a,dark
chris olave,chris olave|WR,Head3a,Head5a,dark
christian watson,christian watson|WR,Head3a,Head5a,dark
cody booth,cody booth|OT,Head5b,Head3b,light
cole strange,cole strange|OG,Head1c,Head4c,dark
cooper dejean,cooper dejean|CB,Head2b,Head5b,dark
dalton kincaid,dalton kincaid|TE,Head1a,Head5a,dark
darius fleming,darius fleming|OLB,Head3a,Head5a,dark
derek stingley,derek stingley|CB,Head3a,Head5a,dark
devin street,devin street|WR,Head3a,Head4a,dark
dillon gabriel,dillon gabriel|QB,Head3b,Head5b,dark
drake london,drake london|WR,Head3b,Head5b,dark
eric johnson,eric johnson|DT,Head1a,Head5a,dark
eric smith,eric smith|OT,Head3a,Head5a,dark
garrett wilson,garrett wilson|WR,Head3b,Head4b,dark
george karlaftis,george karlaftis|DE,Head2b,Head4b,dark
greg lloyd,greg lloyd|OLB,Head3a,Head5a,dark
irv smith,irv smith|TE,Head2a,Head5a,dark
isaiah williams,isaiah williams|WR,Head3a,Head5a,dark
jack campbell,jack campbell|MLB,Head2a,Head5a,dark
jason taylor,jason taylor|S,Head2b,Head5b,dark
jeremiah poutasi,jeremiah poutasi|OG,Head2b,Head4b,dark
johnny manziel,johnny manziel|QB,Head4a,Head3a,light
josh lenz,josh lenz|WR,Head4a,Head1a,light
kellen moore,kellen moore|QB,Head4a,Head3a,light
kenny pickett,kenny pickett|QB,Head1a,Head4a,dark
kyle hamilton,kyle hamilton|S,Head3a,Head5a,dark
kyle mccord,kyle mccord|QB,Head2a,Head5a,dark
ladd mcconkey,ladd mcconkey|WR,Head1a,Head4a,dark
lamar jackson,lamar jackson|CB,Head2a,Head5a,dark
lukas van ness,lukas van ness|DE,Head2a,Head5a,dark
luke mccaffrey,luke mccaffrey|WR,Head2a,Head4a,dark
luke musgrave,luke musgrave|TE,Head1b,Head4b,dark
michael mayer,michael mayer|TE,Head2a,Head5a,dark
nick martin,nick martin|OLB,Head1b,Head4b,dark
payton wilson,payton wilson|MLB,Head2b,Head5b,dark
quinn ewers,quinn ewers|QB,Head2c,Head5c,dark
reid fragel,reid fragel|OT,Head4b,Head3b,light
ricky pearsall,ricky pearsall|WR,Head2b,Head4b,dark
riley leonard,riley leonard|QB,Head1b,Head4b,dark
ryan seymour,ryan seymour|OG,Head4b,Head1b,light
sam laporta,sam laporta|TE,Head2a,Head5a,dark
sammy seamster,sammy seamster|CB,Head2a,Head5a,dark
spencer rattler,spencer rattler|QB,Head3b,Head4b,dark
stetson bennett,stetson bennett|QB,Head2a,Head5a,dark
tory taylor,tory taylor|P,Head2b,Head4b,dark
trevor penning,trevor penning|OT,Head1a,Head5a,dark
trevor robinson,trevor robinson|C,Head4b,Head1b,light
trey mcbride,trey mcbride|TE,Head2a,Head4a,dark
will howard,will howard|QB,Head2a,Head4a,dark
will levis,will levis|QB,Head2a,Head4a,dark
tony gonzalez,tony gonzalez|TE,Head4c,Head3b,restored: in-game edit
ray lewis,ray lewis|MLB,Head5c,Head5b,restored: in-game edit
terrell owens,terrell owens|WR,Head5c,Head5c,restored: in-game edit
randy moss,randy moss|WR,Head5c,Head5a,restored: in-game edit
orlando pace,orlando pace|OT,Head4d,Head5b,restored: in-game edit
walter jones,walter jones|OT,Head4d,Head5d,restored: in-game edit
