doc_id,stratum,path,title_as_filed,year_as_filed,has_text,format,klass,per_player,read_method,note,bytes,words,ev_year_min,ev_year_max,ev_year_modal,ev_football,ev_baseball,ev_hockey,ev_basketball,ev_college,ev_bio_labels,ev_bio_prose,ev_htwt,ev_roster_rows,ev_name_pos,ev_stat_heads,ev_stat_rows,dup_relation,dup_with,dup_containment,dup_n_partners
browns-2010-media-guide-cleveland-c,nfl-books,nfl-books/text_all/browns-2010-media-guide-cleveland-c.txt,Cleveland Browns 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1262643,215060,1854,2029,2009,1306,2,0,1,170,93,185,3,127,15,187,184,,,,0
buccaneers-2010-media-guide-tampa-bay-c,nfl-books,nfl-books/text_all/buccaneers-2010-media-guide-tampa-bay-c.txt,Tampa Bay Buccaneers 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1241894,208359,1855,2020,2009,1025,1,0,4,126,156,142,2,70,98,200,202,overlapping,buccaneers-2011-media-guide-tampa-bay-c,0.327,1
buffalo-bills-2010-media-guide-cover.jpg,nfl-books,nfl-books/text_all/buffalo-bills-2010-media-guide-cover.jpg.txt,Buffalo Bills 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1730944,298746,1854,2023,2009,2014,4,0,10,170,205,231,209,11,405,301,183,,,,0
cardinals-2010,nfl-books,nfl-books/text_all/cardinals-2010.txt,Arizona Cardinals 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1746689,300421,1855,2029,2009,1447,2,0,3,250,139,150,1,100,728,261,95,,,,0
carolina-panthers-2010-media-guide-cover,nfl-books,nfl-books/text_all/carolina-panthers-2010-media-guide-cover.txt,Carolina Panthers 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,967068,172362,1854,2026,2009,1585,0,0,2,69,139,142,1,1,20,444,254,,,,0
chargers-2010-media-guide-san-diego,nfl-books,nfl-books/text_all/chargers-2010-media-guide-san-diego.txt,San Diego Chargers 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1415920,251424,1851,2020,2009,1281,6,0,3,141,167,268,2,53,1325,749,820,,,,0
colts-2010-media-guide-indianapolis,nfl-books,nfl-books/text_all/colts-2010-media-guide-indianapolis.txt,Indianapolis Colts 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1796059,315250,1850,2029,2009,950,3,0,4,232,391,293,0,103,281,702,213,overlapping,colts-2009-media-guide-indianapolis,0.295,1
cowboys-2010-media-guide-dallas-b,nfl-books,nfl-books/text_all/cowboys-2010-media-guide-dallas-b.txt,Dallas Cowboys 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1598309,304295,1858,2029,2009,1864,0,0,8,185,187,118,0,67,222,256,28,,,,0
dolphins-2010-media-guide-miami,nfl-books,nfl-books/text_all/dolphins-2010-media-guide-miami.txt,Miami Dolphins 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,2328278,384671,1850,2029,2009,2459,27,0,9,255,246,212,0,219,95,352,809,,,,0
eagles-2010-media-guide-philadelphia-needs-cover-c,nfl-books,nfl-books/text_all/eagles-2010-media-guide-philadelphia-needs-cover-c.txt,Philadelphia Eagles 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1574963,286407,1874,2020,2009,1210,15,0,6,172,14,172,0,84,211,86,28,,,,0
falcons-2010-media-guide-atlanta-c,nfl-books,nfl-books/text_all/falcons-2010-media-guide-atlanta-c.txt,Atlanta Falcons 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1021971,172149,1876,2023,2009,711,3,0,4,115,72,155,1,46,448,88,18,,,,0
giants-2010-media-guide-new-york-c,nfl-books,nfl-books/text_all/giants-2010-media-guide-new-york-c.txt,New York Giants 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1343203,214463,1854,2027,2009,1825,10,0,5,83,249,328,1,78,136,61,28,,,,0
jaguars-2010-media-guide-jacksonville,nfl-books,nfl-books/text_all/jaguars-2010-media-guide-jacksonville.txt,Jacksonville Jaguars 2010 Media Guide,2010,1,ocr-text,club media/press guide,biography+statistics+roster-table,"read-2026-09-07-yearbooks (stratified sample n=56 of 2,462 post-1950 texts, seed 20260907)",roster columns: No/Name/Pos/Ht/Wt/BIRTHDATE/Age/Exp/College/HOMETOWN,1100421,188056,1850,2020,2009,979,1,0,1,174,282,243,0,200,219,134,87,,,,0
jets-2010-media-guide-new-york,nfl-books,nfl-books/text_all/jets-2010-media-guide-new-york.txt,New York Jets 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1308609,227245,1851,2014,2009,1607,3,0,0,133,37,180,0,73,1051,105,45,,,,0
kansas-city-chiefs-2010-media-guide-cover,nfl-books,nfl-books/text_all/kansas-city-chiefs-2010-media-guide-cover.txt,Kansas City Chiefs 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1742188,303816,1850,2029,2008,1425,3,0,4,249,129,95,3,278,465,106,26,,,,0
lions-2010-media-guide-detroit,nfl-books,nfl-books/text_all/lions-2010-media-guide-detroit.txt,Detroit Lions 2010 Media Guide,2010,1,ocr-text,club media/press guide,biography+statistics+roster-table,"read-2026-09-07-yearbooks (stratified sample n=56 of 2,462 post-1950 texts, seed 20260907)",,1842089,330330,1850,2029,2009,1764,6,0,1,184,95,160,4,480,795,97,204,,,,0
nfl-record-fact-book-2010-c,nfl-books,nfl-books/text_all/nfl-record-fact-book-2010-c.txt,NFL Record & Fact Book 2010,2010,1,ocr-text,unread,unread,unread,,4039274,630800,1853,2029,2010,3836,2,0,2,29,39,267,0,1432,1095,227,684,,,,0
packers-2010,nfl-books,nfl-books/text_all/packers-2010.txt,Green Bay Packers 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,3372058,563092,1850,2023,2009,2172,4,0,3,357,264,301,1,249,280,441,304,,,,0
patriots-2010-media-guide-new-england-a,nfl-books,nfl-books/text_all/patriots-2010-media-guide-new-england-a.txt,New England Patriots 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,2005336,340812,1852,2025,2010,2048,4,0,4,155,198,250,2,113,978,464,752,,,,0
raiders-2010-media-guide-oakland,nfl-books,nfl-books/text_all/raiders-2010-media-guide-oakland.txt,Oakland Raiders 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1157947,182049,1929,2020,2009,1615,2,0,1,201,421,103,0,7,626,59,330,,,,0
rams-2010-media-guide-st.-louis-partial-c,nfl-books,nfl-books/text_all/rams-2010-media-guide-st.-louis-partial-c.txt,St. Louis Rams 2010 Media Guide ***Partial***,2010,1,ocr-text,unread,unread,unread,,1583960,282629,1850,2029,2008,1626,2,0,6,205,219,141,122,115,995,875,818,,,,0
ravens-2010-media-guide-baltimore,nfl-books,nfl-books/text_all/ravens-2010-media-guide-baltimore.txt,Baltimore Ravens 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1696634,287422,1873,2022,2009,949,2,1,5,215,291,138,0,269,81,189,309,,,,0
redskins-2010-media-guide-washington-c,nfl-books,nfl-books/text_all/redskins-2010-media-guide-washington-c.txt,Washington Redskins 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1366760,239468,1853,2029,2010,1536,7,3,1,221,30,163,0,88,285,172,283,,,,0
saints-2010-media-guide-new-orleans,nfl-books,nfl-books/text_all/saints-2010-media-guide-new-orleans.txt,New Orleans Saints 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1599334,277693,1850,2027,2009,1649,1,0,4,122,295,154,0,141,23,476,475,,,,0
san-francisco-49ers-2010-media-guide-c,nfl-books,nfl-books/text_all/san-francisco-49ers-2010-media-guide-c.txt,San Francisco 49ers 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1793022,329806,1857,2017,2010,1517,5,0,1,175,139,187,0,207,623,240,479,,,,0
seahawks-2010-media-guide-seattle,nfl-books,nfl-books/text_all/seahawks-2010-media-guide-seattle.txt,Seattle Seahawks 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1160229,201187,1867,2029,2009,980,6,0,5,160,149,155,108,4,248,303,410,,,,0
steelers-2010-media-guide-pittsburgh-c,nfl-books,nfl-books/text_all/steelers-2010-media-guide-pittsburgh-c.txt,Pittsburgh Steelers 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,2095522,363640,1852,2028,2009,2243,2,0,3,143,155,139,0,73,141,273,422,,,,0
texans-2010-media-guide-houston-cv-2,nfl-books,nfl-books/text_all/texans-2010-media-guide-houston-cv-2.txt,Houston Texans 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1210124,202724,1882,2027,2009,2097,3,0,1,113,182,156,146,30,268,83,169,,,,0
titans-2010-media-guide-tennessee,nfl-books,nfl-books/text_all/titans-2010-media-guide-tennessee.txt,Tennessee Titans 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1857100,321906,1864,2020,2009,2457,6,0,7,273,242,141,3,236,667,369,540,,,,0
vikings-2010-media-guide-minnesota,nfl-books,nfl-books/text_all/vikings-2010-media-guide-minnesota.txt,Minnesota Vikings 2010 Media Guide,2010,1,ocr-text,unread,unread,unread,,1617879,258944,1879,2012,2009,706,3,0,0,300,101,180,146,16,405,114,155,,,,0
bears-2011-media-guide-chicago,nfl-books,nfl-books/text_all/bears-2011-media-guide-chicago.txt,Chicago Bears 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1560929,267654,1850,2022,2010,1141,2,0,1,231,108,114,0,133,445,554,1192,,,,0
bengals-2011,nfl-books,nfl-books/text_all/bengals-2011.txt,Cincinnati Bengals 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1292342,235317,1850,2026,2010,867,1,0,3,92,280,149,41,107,607,429,1387,,,,0
bills-2011-media-guide-buffalo-c,nfl-books,nfl-books/text_all/bills-2011-media-guide-buffalo-c.txt,Buffalo Bills 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1756035,302992,1850,2025,2010,1856,3,0,3,113,66,152,158,202,623,298,328,,,,0
broncos-2011-media-guide-denver,nfl-books,nfl-books/text_all/broncos-2011-media-guide-denver.txt,Denver Broncos 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,2817689,495335,1851,2029,2010,2866,2,0,4,293,271,244,7,1129,1516,568,1293,,,,0
browns-2011-media-guide-cleveland-b,nfl-books,nfl-books/text_all/browns-2011-media-guide-cleveland-b.txt,Cleveland Browns 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1381610,224389,1871,2029,2009,1465,1,0,0,186,84,198,0,136,19,213,180,,,,0
buccaneers-2011-media-guide-tampa-bay-c,nfl-books,nfl-books/text_all/buccaneers-2011-media-guide-tampa-bay-c.txt,Tampa Bay Buccaneers 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1331865,223556,1897,2020,2010,1024,2,0,1,159,70,145,2,81,127,201,212,overlapping,buccaneers-2010-media-guide-tampa-bay-c,0.303,1
cardinals-2011-media-guide-arizona-c,nfl-books,nfl-books/text_all/cardinals-2011-media-guide-arizona-c.txt,Arizona Cardinals 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1772566,307040,1855,2029,2010,1451,4,0,4,281,117,141,3,97,744,264,109,,,,0
chargers-2011-media-guide-san-diego,nfl-books,nfl-books/text_all/chargers-2011-media-guide-san-diego.txt,San Diego Chargers 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1482772,253455,1851,2022,2010,1504,5,0,4,147,152,245,2,67,1725,716,444,,,,0
chiefs-2011-media-guide-kansas-city-c,nfl-books,nfl-books/text_all/chiefs-2011-media-guide-kansas-city-c.txt,Kansas City Chiefs 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,2000138,342629,1852,2022,2010,2084,1,0,3,244,211,114,0,303,2133,222,424,,,,0
colts-2011-media-guide-indianapolis,nfl-books,nfl-books/text_all/colts-2011-media-guide-indianapolis.txt,Indianapolis Colts 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1541223,265689,1850,2029,2010,778,4,0,4,227,398,277,0,175,199,465,121,,,,0
cowboys-2011-media-guide-dallas-b,nfl-books,nfl-books/text_all/cowboys-2011-media-guide-dallas-b.txt,Dallas Cowboys 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1563971,299980,1862,2023,2010,1840,0,0,8,158,135,97,0,77,215,285,23,,,,0
dolphins-2011-media-guide-miami,nfl-books,nfl-books/text_all/dolphins-2011-media-guide-miami.txt,Miami Dolphins 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,2266559,386380,1850,2029,2010,2764,22,0,8,263,252,231,0,294,747,341,768,,,,0
eagles-2011-media-guide-philadelphia-needs-cover-c,nfl-books,nfl-books/text_all/eagles-2011-media-guide-philadelphia-needs-cover-c.txt,Philadelphia Eagles 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1624652,306336,1855,2027,2010,1111,13,0,3,98,11,89,0,12,327,342,64,overlapping,eagles-2012-media-guide-philadelphia-c,0.262,1
falcons-2011-media-guide-atlanta-c,nfl-books,nfl-books/text_all/falcons-2011-media-guide-atlanta-c.txt,Atlanta Falcons 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,987375,166135,1891,2029,2010,660,3,0,6,126,65,120,2,61,189,77,66,,,,0
giants-2011-media-guide-new-york-c,nfl-books,nfl-books/text_all/giants-2011-media-guide-new-york-c.txt,New York Giants 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1389308,224115,1909,2014,2010,1908,11,0,4,84,300,265,0,90,113,59,11,,,,0
jaguars-2011-media-guide-jacksonville,nfl-books,nfl-books/text_all/jaguars-2011-media-guide-jacksonville.txt,Jacksonville Jaguars 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1159607,196928,1935,2012,2010,1049,2,0,0,185,320,267,0,240,377,156,140,,,,0
jets-2011-media-guide-new-york,nfl-books,nfl-books/text_all/jets-2011-media-guide-new-york.txt,New York Jets 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1567235,284859,1865,2016,2010,1474,0,0,1,96,117,119,0,18,1474,290,234,,,,0
lions-2011-media-guide-detroit,nfl-books,nfl-books/text_all/lions-2011-media-guide-detroit.txt,Detroit Lions 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1518411,283538,1850,2029,2010,1571,6,0,4,135,49,120,0,399,609,89,577,,,,0
nfl-2011-postseason-media-guide-c,nfl-books,nfl-books/text_all/nfl-2011-postseason-media-guide-c.txt,NFL 2011 Postseason Media Guide,2011,1,ocr-text,unread,unread,unread,,1593971,261035,1858,2015,2000,3676,0,0,1,12,0,11,0,9,4027,21,106,,,,0
nfl-record-fact-book-2011-c,nfl-books,nfl-books/text_all/nfl-record-fact-book-2011-c.txt,NFL Record & Fact Book 2011,2011,1,ocr-text,unread,unread,unread,,3875250,622065,1851,2021,2010,3948,2,0,1,25,36,269,0,1740,704,229,1005,,,,0
packers-2011-media-guide-green-bay-c,nfl-books,nfl-books/text_all/packers-2011-media-guide-green-bay-c.txt,Green Bay Packers 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,3482412,585902,1851,2025,2010,2433,4,0,0,369,257,288,1,222,255,485,396,,,,0
panthers-2011-media-guide-carolina-c,nfl-books,nfl-books/text_all/panthers-2011-media-guide-carolina-c.txt,Carolina Panthers 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,974186,172982,1854,2026,2010,1562,0,0,2,63,136,121,1,1,43,434,429,,,,0
patriots-2011-media-guide-new-england-a,nfl-books,nfl-books/text_all/patriots-2011-media-guide-new-england-a.txt,New England Patriots 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1754474,296204,1852,2020,2011,1671,3,0,4,131,117,190,2,272,982,413,950,,,,0
raiders-2011-media-guide-oakland,nfl-books,nfl-books/text_all/raiders-2011-media-guide-oakland.txt,Oakland Raiders 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1150160,181773,1929,2013,2010,1612,2,0,2,222,407,119,0,181,651,64,282,,,,0
rams-2011-media-guide-st.-louis-c,nfl-books,nfl-books/text_all/rams-2011-media-guide-st.-louis-c.txt,St. Louis Rams 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1350267,219245,1874,2027,2010,1354,1,0,5,156,222,121,72,71,613,291,22,,,,0
ravens-2011-media-guide-baltimore,nfl-books,nfl-books/text_all/ravens-2011-media-guide-baltimore.txt,Baltimore Ravens 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1559635,264127,1906,2018,2010,946,6,1,4,233,238,138,0,209,119,200,480,,,,0
saints-2011-media-guide-new-orleans,nfl-books,nfl-books/text_all/saints-2011-media-guide-new-orleans.txt,New Orleans Saints 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1536005,263389,1850,2027,2010,1572,1,0,5,158,266,153,2,172,34,281,186,,,,0
san-francisco-49ers-2011-media-guide-c,nfl-books,nfl-books/text_all/san-francisco-49ers-2011-media-guide-c.txt,San Francisco 49ers 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1741298,320569,1857,2017,2010,1486,9,0,3,204,15,168,1,246,687,338,434,,,,0
seahawks-2011-media-guide-seattle,nfl-books,nfl-books/text_all/seahawks-2011-media-guide-seattle.txt,Seattle Seahawks 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,1181860,206554,1875,2029,2010,1007,6,0,4,157,150,152,8,107,319,308,479,,,,0
steelers-2011-media-guide-pittsburgh-c,nfl-books,nfl-books/text_all/steelers-2011-media-guide-pittsburgh-c.txt,Pittsburgh Steelers 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,2163592,366336,1852,2020,2010,2512,1,0,2,148,147,158,0,34,39,284,725,,,,0
texans-2011-media-guide-houston,nfl-books,nfl-books/text_all/texans-2011-media-guide-houston.txt,Houston Texans 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,11999,1314,2003,2011,2011,17,0,0,0,0,0,0,0,0,1,0,0,,,,0
titans-2011-media-guide-tennessee,nfl-books,nfl-books/text_all/titans-2011-media-guide-tennessee.txt,Tennessee Titans 2011 Media Guide,2011,1,ocr-text,unread,unread,unread,,2012887,361995,1851,2012,2010,2731,8,0,6,293,252,154,0,258,1335,288,488,overlapping,titans-2012-media-guide-tennessee,0.319,1
bears-2012-media-guide-chicago,nfl-books,nfl-books/text_all/bears-2012-media-guide-chicago.txt,Chicago Bears 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1656653,286333,1852,2022,2011,1294,3,0,3,205,91,124,0,169,746,413,674,,,,0
bengals-2012-media-guide-cincinnati,nfl-books,nfl-books/text_all/bengals-2012-media-guide-cincinnati.txt,Cincinnati Bengals 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1499777,252882,1850,2024,2011,973,0,0,1,126,320,171,170,125,742,299,848,,,,0
bills-2012-media-guide-buffalo,nfl-books,nfl-books/text_all/bills-2012-media-guide-buffalo.txt,Buffalo Bills 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,806864,143409,1854,2025,2011,432,2,0,0,54,94,62,180,70,349,222,170,,,,0
broncos-2012-media-guide-denver,nfl-books,nfl-books/text_all/broncos-2012-media-guide-denver.txt,Denver Broncos 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,2883394,510478,1851,2026,2011,2861,1,0,2,304,252,234,8,1287,1069,680,2002,overlapping,broncos-2013-media-guide-denver,0.31,1
browns-2012-media-guide-cleveland,nfl-books,nfl-books/text_all/browns-2012-media-guide-cleveland.txt,Cleveland Browns 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,10948,1289,1933,2009,2002,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
buccaneers-2012-media-guide-tampa-bay-c,nfl-books,nfl-books/text_all/buccaneers-2012-media-guide-tampa-bay-c.txt,Tampa Bay Buccaneers 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1445502,252241,1863,2024,2011,1070,1,0,1,150,117,165,2,40,184,238,297,,,,0
cardinals-2012-media-guide-arizona,nfl-books,nfl-books/text_all/cardinals-2012-media-guide-arizona.txt,Arizona Cardinals 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1060501,190982,1850,2026,2012,801,2,0,3,242,90,92,2,18,4,27,7,,,,0
chargers-2012-media-guide-san-diego,nfl-books,nfl-books/text_all/chargers-2012-media-guide-san-diego.txt,San Diego Chargers 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1540014,270552,1851,2020,2011,1696,2,0,4,166,191,267,2,23,2366,703,884,,,,0
chiefs-2012-media-guide-kansas-city-c,nfl-books,nfl-books/text_all/chiefs-2012-media-guide-kansas-city-c.txt,Kansas City Chiefs 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,2034683,345917,1852,2022,2010,2066,2,0,3,246,213,115,0,177,1723,221,395,,,,0
colts-2012-media-guide-indianapolis,nfl-books,nfl-books/text_all/colts-2012-media-guide-indianapolis.txt,Indianapolis Colts 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1406410,241589,1850,2029,2011,1335,3,0,0,131,302,276,1,64,326,370,292,,,,0
cowboys-2012-media-guide-dallas-b,nfl-books,nfl-books/text_all/cowboys-2012-media-guide-dallas-b.txt,Dallas Cowboys 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1859021,340583,1853,2029,2011,2155,12,0,7,255,209,121,0,87,157,264,52,,,,0
dolphins-2012-media-guide-miami,nfl-books,nfl-books/text_all/dolphins-2012-media-guide-miami.txt,Miami Dolphins 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,2287039,394040,1850,2029,2011,2653,21,0,9,320,87,263,0,307,911,372,618,overlapping,dolphins-2013-media-guide-miami,0.303,1
eagles-2012-media-guide-philadelphia-c,nfl-books,nfl-books/text_all/eagles-2012-media-guide-philadelphia-c.txt,Philadelphia Eagles 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1489597,278078,1855,2027,2010,1020,8,0,4,109,38,85,0,9,218,336,60,overlapping,eagles-2011-media-guide-philadelphia-needs-cover-c,0.302,1
falcons-2012-media-guide-atlanta,nfl-books,nfl-books/text_all/falcons-2012-media-guide-atlanta.txt,Atlanta Falcons 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1120340,191023,1936,2012,2011,836,5,0,3,138,83,135,2,48,298,88,40,,,,0
giants-2012-media-guide-new-york,nfl-books,nfl-books/text_all/giants-2012-media-guide-new-york.txt,New York Giants 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1567438,247012,1854,2014,2011,2191,0,0,8,99,298,283,0,0,109,55,9,overlapping,giants-2013-media-guide-new-york-c,0.274,1
jaguars-2012-media-guide-jacksonville,nfl-books,nfl-books/text_all/jaguars-2012-media-guide-jacksonville.txt,Jacksonville Jaguars 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1207857,206644,1852,2014,2011,1184,0,0,2,206,263,291,0,83,260,166,56,,,,0
jets-2012-media-guide-new-york,nfl-books,nfl-books/text_all/jets-2012-media-guide-new-york.txt,New York Jets 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,913975,161414,1854,2014,2012,1467,2,0,1,97,177,91,0,6,39,61,61,,,,0
lions-2012-media-guide-detroit,nfl-books,nfl-books/text_all/lions-2012-media-guide-detroit.txt,Detroit Lions 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1707539,312422,1850,2029,2011,1874,3,0,3,151,102,145,0,387,816,93,964,,,,0
nfl-record-fact-book-2012-c,nfl-books,nfl-books/text_all/nfl-record-fact-book-2012-c.txt,NFL Record & Fact Book 2012,2012,1,ocr-text,unread,unread,unread,,4043505,631468,1852,2024,2011,3957,2,0,1,27,39,271,0,1210,1085,218,735,,,,0
packers-2012-media-guide-green-bay-c,nfl-books,nfl-books/text_all/packers-2012-media-guide-green-bay-c.txt,Green Bay Packers 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,3526026,591344,1851,2025,2011,2516,8,0,3,392,181,304,1,281,224,472,549,,,,0
panthers-2012-media-guide-carolina-c,nfl-books,nfl-books/text_all/panthers-2012-media-guide-carolina-c.txt,Carolina Panthers 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1207144,223206,1854,2020,2011,1843,1,0,1,128,148,144,1,123,121,390,350,,,,0
patriots-2012-media-guide-new-england-a,nfl-books,nfl-books/text_all/patriots-2012-media-guide-new-england-a.txt,New England Patriots 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1744644,295693,1852,2020,2012,1728,1,0,3,130,98,180,2,259,1006,415,815,,,,0
raiders-2012-media-guide-oakland,nfl-books,nfl-books/text_all/raiders-2012-media-guide-oakland.txt,Oakland Raiders 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1190469,201167,1855,2025,2011,1367,0,0,0,227,268,166,0,141,330,105,8,,,,0
rams-2012-media-guide-st.-louis-c,nfl-books,nfl-books/text_all/rams-2012-media-guide-st.-louis-c.txt,St. Louis Rams 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1421180,231138,1874,2023,2010,1508,2,0,1,171,190,112,126,21,1064,594,326,,,,0
ravens-2012-media-guide-baltimore,nfl-books,nfl-books/text_all/ravens-2012-media-guide-baltimore.txt,Baltimore Ravens 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1674097,290745,1872,2024,2011,841,2,1,1,262,173,121,0,322,314,216,639,,,,0
redskins-2012-media-guide-washington,nfl-books,nfl-books/text_all/redskins-2012-media-guide-washington.txt,Washington Redskins 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1311836,202592,1884,2013,2011,1952,4,1,3,172,63,168,0,4,2943,33,19,,,,0
saints-2012-media-guide-new-orleans,nfl-books,nfl-books/text_all/saints-2012-media-guide-new-orleans.txt,New Orleans Saints 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1615333,275670,1850,2027,2011,1734,1,0,4,133,281,159,2,237,48,307,156,,,,0
san-francisco-49ers-2012-media-guide-c,nfl-books,nfl-books/text_all/san-francisco-49ers-2012-media-guide-c.txt,San Francisco 49ers 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,2029993,375102,1857,2019,2011,1722,8,0,2,242,20,221,1,306,971,257,593,,,,0
seahawks-2012-media-guide-seattle,nfl-books,nfl-books/text_all/seahawks-2012-media-guide-seattle.txt,Seattle Seahawks 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1257240,215053,1877,2029,2011,1123,5,0,7,179,294,148,122,31,351,323,499,,,,0
steelers-2012-media-guide-pittsburgh-c,nfl-books,nfl-books/text_all/steelers-2012-media-guide-pittsburgh-c.txt,Pittsburgh Steelers 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1960738,340033,1852,2028,2011,2127,1,0,1,171,190,162,4,34,27,292,414,,,,0
texans-2012-media-guide-houston,nfl-books,nfl-books/text_all/texans-2012-media-guide-houston.txt,Houston Texans 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1152819,196409,1896,2021,2011,1641,5,0,2,125,232,149,174,177,553,142,186,,,,0
titans-2012-media-guide-tennessee,nfl-books,nfl-books/text_all/titans-2012-media-guide-tennessee.txt,Tennessee Titans 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,2067751,370551,1851,2013,2011,2909,7,1,5,309,252,161,0,250,1564,275,472,overlapping,titans-2013-media-guide-tennessee,0.334,2
vikings-2012-media-guide-minnesota,nfl-books,nfl-books/text_all/vikings-2012-media-guide-minnesota.txt,Minnesota Vikings 2012 Media Guide,2012,1,ocr-text,unread,unread,unread,,1490480,232246,1853,2025,2011,779,0,1,0,201,104,158,0,10,506,103,51,,,,0
49ers-2013-media-guide-san-francisco,nfl-books,nfl-books/text_all/49ers-2013-media-guide-san-francisco.txt,San Francisco 49ers 2013 Media Guide,2013,1,ocr-text,unread,unread,unread,,2217042,408075,1857,2029,2012,1739,8,0,2,252,22,233,1,232,942,248,746,,,,0
